Key	PublTitle	Year	Title	Volumne	Number	DOI	Authors
"conf/ieeevast/00010RAMA17"	"The Role of Explicit Knowledge: A Conceptual Model of Knowledge-Assisted Visual Analytics."	"2017"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2017.8585498"	"Paolo Federico 0001;Markus Wagner 0008;Alexander Rind;Albert Amor-Amoros;Silvia Miksch;Wolfgang Aigner"
"conf/ieeevast/0001LXZHY19"	"EarthquakeAware: Visual Analytics for Understanding Human Impacts of Earthquakes from Social Media Data."	"2019"	"VAST"	""	""	"https://doi.org/10.1109/VAST47406.2019.8986931"	"Shuai Chen 0001;Sihang Li;Liwenhan Xie;Yi Zhong;Yun Han;Xiaoru Yuan"
"conf/ieeevast/2006"	"1st IEEE Symposium On Visual Analytics Science And Technology, IEEE VAST 2006, Baltimore, MD, USA, October 31 - November 2, 2006"	"2006"	"IEEE VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/4035729/proceeding"	"Pak Chung Wong;Daniel A. Keim"
"conf/ieeevast/2007"	"2nd IEEE Symposium on Visual Analytics Science and Technology, IEEE VAST 2007, Sacramento, CA,USA, October 30 - November 1, 2007"	"2007"	"IEEE VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/4388976/proceeding"	""
"conf/ieeevast/2008"	"3rd IEEE Symposium on Visual Analytics Science and Technology, IEEE VAST 2008, Columbus, OH, USA, October 19-24, 2008"	"2008"	"IEEE VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/4669530/proceeding"	""
"conf/ieeevast/2009"	"4th IEEE Symposium on Visual Analytics Science and Technology, IEEE VAST 2009, Atlantic City, NJ, USA, October 11-16, 2009, part of VisWeek 2009"	"2009"	"IEEE VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/5312461/proceeding"	""
"conf/ieeevast/2010"	"5th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2010, Salt Lake City, UT, USA, October 24-29, 2010, part of VisWeek 2010"	"2010"	"IEEE VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/5638583/proceeding"	""
"conf/ieeevast/2011"	"6th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2011, Providence, RI, USA, October 23-28, 2011"	"2011"	"IEEE VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/6093899/proceeding"	""
"conf/ieeevast/2012"	"7th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2012, Seattle, WA, USA, October 14-19, 2012"	"2012"	"IEEE VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/6381601/proceeding"	""
"conf/ieeevast/2014"	"9th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2014, Paris, France, October 25-31, 2014"	"2014"	"VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/7027279/proceeding"	"Min Chen 0001;David S. Ebert;Chris North 0001"
"conf/ieeevast/2015"	"10th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2015, Chicago, IL, USA, October 25-30, 2015"	"2015"	"VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/7337653/proceeding"	"Min Chen;Gennady L. Andrienko"
"conf/ieeevast/2016"	"11th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2016, Baltimore, MD, USA, October 23-28, 2016"	"2016"	"VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/7867613/proceeding"	"Gennady L. Andrienko;Shixia Liu;John T. Stasko"
"conf/ieeevast/2017"	"12th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2017, Phoenix, AZ, USA, October 3-6, 2017"	"2017"	"VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/8574342/proceeding"	"Brian D. Fisher;Shixia Liu;Tobias Schreck"
"conf/ieeevast/2018"	"13th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2018, Berlin, Germany, October 21-26, 2018"	"2018"	"VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/8792226/proceeding"	"Remco Chang;Huamin Qu;Tobias Schreck"
"conf/ieeevast/2019"	"14th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2019, Vancouver, BC, Canada, October 20-25, 2019"	"2019"	"VAST"	""	""	"https://ieeexplore.ieee.org/xpl/conhome/8966971/proceeding"	"Remco Chang;Daniel A. Keim;Ross Maciejewski"
"conf/ieeevast/2020"	"15th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST@IEEE VIS 2020, Virtual Event, USA, October 25-30, 2020"	"2020"	"IEEE VAST@IEEE VIS"	""	""	"https://doi.org/10.1109/VAST50239.2020"	""
"conf/ieeevast/Abousalh-NetoK12"	"Big data exploration through visual analytics."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400514"	"Nascif A. Abousalh-Neto;Sumeyye Kazgan"
"conf/ieeevast/AccorsiLFBPSBTC14"	"HydroQual: Visual analysis of river water quality."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042488"	"Pierre Accorsi;Nathalie Lalande;Mickaël Fabrègue;Agnès Braud;Pascal Poncelet;Arnaud Sallaberry;Sandra Bringay;Maguelonne Teisseire;Flavie Cernesson;Florence Le Ber"
"conf/ieeevast/Adulyanukosol19"	"Earthquake Damage Report Interactive Dashboard Using Bayesian Structural Time Series and Value-Suppressing Uncertainty Palettes."	"2019"	"VAST"	""	""	"https://doi.org/10.1109/VAST47406.2019.8986916"	"Natthawut Adulyanukosol"
"conf/ieeevast/AfzalME11"	"Visual analytics decision support environment for epidemic modeling and response evaluation."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102457"	"Shehzad Afzal;Ross Maciejewski;David S. Ebert"
"conf/ieeevast/AgrawalSVK09"	"VAST 2009 Traffic Mini Challenge: Intuitive analytic information presentation."	"2009"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2009.5334301"	"Shraddha Agrawal;Kollukuduru Sravanthi;Soujanya Vadapalli;Kamalakar Karlapalem"
"conf/ieeevast/AhmedFHNX07"	"Visual Analysis of Dynamic Networks with Geological Clustering."	"2007"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2007.4389027"	"Adel Ahmed;Xiaoyan Fu;Seok-Hee Hong 0001;Quan Hoang Nguyen;Kai Xu 0003"
"conf/ieeevast/AhmedW12"	"An adaptive parameter space-filling algorithm for highly interactive cluster exploration."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400493"	"Zafar Ahmed;Chris E. Weaver"
"conf/ieeevast/AhnB08"	"Envisioning user models for adaptive visualization."	"2008"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2008.4677373"	"Jae-wook Ahn;Peter Brusilovsky"
"conf/ieeevast/AkyigitCYB14"	"Visual exploratory tool for storyline generation."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042497"	"Erk Ediz Akyigit;Tugkan Cengiz;Onur Burak Yildirim;Selim Balcisoy"
"conf/ieeevast/AlbuquerqueELTM10"	"Improving the visual analysis of high-dimensional datasets using quality measures."	"2010"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2010.5652433"	"Georgia Albuquerque;Martin Eisemann;Dirk J. Lehmann;Holger Theisel;Marcus A. Magnor"
"conf/ieeevast/AlbuquerqueEM11"	"Perception-based visual quality measures."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102437"	"Georgia Albuquerque;Martin Eisemann;Marcus A. Magnor"
"conf/ieeevast/AlcaideA18"	"Multilevel Visual Clustering Exploration for Incomplete Time-Series in Water Samples."	"2018"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2018.8802480"	"Daniel Alcaide;Jan Aerts"
"conf/ieeevast/AlexanderKVWG14"	"Serendip: Topic model-driven visual exploration of text corpora."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042493"	"Eric C. Alexander;Joe Kohlmann;Robin Valenza;Michael Witmore;Michael Gleicher"
"conf/ieeevast/AllenLH09"	"Detecting and analyzing relationships among anomalies."	"2009"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2009.5334426"	"David Allen;Tsai-Ching Lu;David J. Huber"
"conf/ieeevast/Amaral10"	"Keynote address: How will big pictures emerge from a sea of [...] biological data?"	"2010"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2010.5652365"	"Luis A. Nunes Amaral"
"conf/ieeevast/Amor-AmorosFM14"	"TimeGraph: A data management framework for visual analytics of large multivariate time-oriented networks."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042498"	"Albert Amor-Amoros;Paolo Federico 0001;Silvia Miksch"
"conf/ieeevast/AmorimBDJNS12"	"iLAMP: Exploring high-dimensional spacing through backward multidimensional projection."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400489"	"Elisa Portes dos Santos;Emilio Vital Brazil;Joel Daniels II;Paulo Joia;Luis Gustavo Nonato;Mario Costa Sousa"
"conf/ieeevast/AnandWN11"	"Using random projections to identify class-separating variables in high-dimensional spaces."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102465"	"Anushka Anand;Leland Wilkinson;Tommy Dang"
"conf/ieeevast/AnandWN12"	"Visual pattern discovery using random projections."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400490"	"Anushka Anand;Leland Wilkinson;Tommy Dang"
"conf/ieeevast/AndrewsB15"	"Middguard at dinofun world."	"2015"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2015.7347644"	"Christopher Andrews;Julian Billings"
"conf/ieeevast/AndrewsHGRN11"	"Analyst's workspace: Protecting vastopolis."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102495"	"Christopher Andrews;Mahmud Shahriar Hossain;Samah Gad;Naren Ramakrishnan;Chris North 0001"
"conf/ieeevast/AndrewsN12"	"Analyst's Workspace: An embodied sensemaking environment for large, high-resolution displays."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400559"	"Christopher Andrews;Chris North 0001"
"conf/ieeevast/AndrienkoA08"	"Spatio-temporal aggregation for visual analysis of movements."	"2008"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2008.4677356"	"Gennady L. Andrienko;Natalia V. Andrienko"
"conf/ieeevast/AndrienkoA08a"	"Evacuation trace Mini Challenge award: Tool integration analysis of movements with Geospatial Visual Analytics Toolkit."	"2008"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2008.4677388"	"Natalia V. Andrienko;Gennady L. Andrienko"
"conf/ieeevast/AndrienkoA10"	"Poster: Dynamic time transformation for interpreting clusters of trajectories with space-time cube."	"2010"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2010.5653580"	"Gennady L. Andrienko;Natalia V. Andrienko"
"conf/ieeevast/AndrienkoAB07"	"Visual Analytics Approach to User-Controlled Evacuation Scheduling."	"2007"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2007.4388995"	"Gennady L. Andrienko;Natalia V. Andrienko;Ulrich Bartling"
"conf/ieeevast/AndrienkoABKK09"	"Analysis of community-contributed space- and time-referenced data (example of flickr and panoramio photos)."	"2009"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2009.5333472"	"Gennady L. Andrienko;Natalia V. Andrienko;Peter Bak;Slava Kisilevich;Daniel A. Keim"
"conf/ieeevast/AndrienkoAF14"	"Analysis of mobility behaviors in geographic and semantic spaces."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042556"	"Natalia V. Andrienko;Gennady L. Andrienko;Georg Fuchs"
"conf/ieeevast/AndrienkoAFS14"	"Detecting and tracking dynamic clusters of spatial events."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042499"	"Natalia V. Andrienko;Gennady L. Andrienko;Georg Fuchs;Hendrik Stange"
"conf/ieeevast/AndrienkoAHRW11"	"From movement tracks through events to places: Extracting and characterizing significant places from mobility data."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102454"	"Gennady L. Andrienko;Natalia V. Andrienko;Christophe Hurter;Salvatore Rinzivillo;Stefan Wrobel"
"conf/ieeevast/AndrienkoAMMP10"	"Discovering bits of place histories from people's activity traces."	"2010"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2010.5652478"	"Gennady L. Andrienko;Natalia V. Andrienko;Martin Mladenov;Michael Mock;Christian Pölitz"
"conf/ieeevast/AndrienkoARNPG09"	"Interactive visual clustering of large collections of trajectories."	"2009"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2009.5332584"	"Gennady L. Andrienko;Natalia V. Andrienko;Salvatore Rinzivillo;Mirco Nanni;Dino Pedreschi;Fosca Giannotti"
"conf/ieeevast/AndryscoBG08"	"Interactive poster: Visual analytic techniques for CO2 emissions and concentrations in the United States."	"2008"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2008.4677372"	"Nathan Andrysco;Bedrich Benes;Kevin R. Gurney"
"conf/ieeevast/AngeliniFGSS12"	"Information retrieval failure analysis: Visual analytics as a support for interactive "what-if" investigation."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400551"	"Marco Angelini;Nicola Ferro 0001;Guido Granato;Giuseppe Santucci;Gianmaria Silvello"
"conf/ieeevast/AnreddyZMDS15"	"Visual scalability of spatial ensemble uncertainty."	"2015"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2015.7347671"	"Sujan Anreddy;Song Zhang 0004;Andrew Mercer 0001;Jamie L. Dyer;J. Edward Swan II"
"conf/ieeevast/AragonBPRT07"	"Sunfall: A Collaborative Visual Analytics System for Astrophysics."	"2007"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2007.4389026"	"Cecilia R. Aragon;Stephen J. Bailey;Sarah S. Poon;Karl J. Runge;Rollin C. Thomas"
"conf/ieeevast/AragonPATQ08"	"Using visual analytics to maintain situation awareness in astrophysics."	"2008"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2008.4677353"	"Cecilia R. Aragon;Sarah S. Poon;Gregory S. Aldering;Rollin C. Thomas;Robert Quimby"
"conf/ieeevast/ArendtP17"	"The "y" of it Matters, Even for Storyline Visualization."	"2017"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2017.8585487"	"Dustin Arendt;Meg Pirrung"
"conf/ieeevast/AstefanoaieBBJRSSB10"	"Visual analytics of a pandemic spread: VAST 2010 Mini Challenge 2 award: Thorough description of analytic process."	"2010"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2010.5653071"	"Andrada Astefanoaie;Rodica Bozianij;Marc Broghammer;Roland Jungnickel;Christian Rohrdantz;Juergen Schniertshauer;David Spretke;Peter Bak"
"conf/ieeevast/AttfieldPKPNPJW14"	"Patterns of life visual analytics suite for analyzing GPS movement patterns."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042557"	"Simon Attfield;Peter J. Passmore;Neesha Kodagoda;Pragya Paudyal;David Neilson;George Pagiatakis;Brian Joyce;Robert Wells;B. L. William Wong;Adrian Wagstaff;James Bullock;Adam Malin;Dougie Holmes;Graham Phillips;John Marshall;Stewart Bertram"
"conf/ieeevast/AupetitHF14"	"A multidimensional brush for scatterplot data analytics."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042500"	"Michaël Aupetit 0001;Nicolas Heulot;Jean-Daniel Fekete"
"conf/ieeevast/AuvilLSS07"	"VAST to Knowledge: Combining tools for exploration and mining."	"2007"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2007.4389015"	"Loretta Auvil;Xavier Llorà;Duane Searsmith;Kelly Searsmith"
"conf/ieeevast/AuvilLSS07a"	"VAST to Knowledge: Combining tools for exploration and mining."	"2007"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2007.4389035"	"Loretta Auvil;Xavier Llorà;Duane Searsmith;Kelly Searsmith"
"conf/ieeevast/AvilaGB14"	"The Kronos Incident (Mini-challenge 1)."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042541"	"Pilar Avila;Amalia Guaymas;Valeria Burgos"
"conf/ieeevast/BadamAEI16"	"Supporting visual exploration for multiple users in large display environments."	"2016"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2016.7883506"	"Sriram Karthik Badam;Fereshteh Amini;Niklas Elmqvist;Pourang Irani"
"conf/ieeevast/BadamZEE14"	"TimeFork: Mixed-initiative time-series prediction."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042501"	"Sriram Karthik Badam;Jieqiong Zhao;Niklas Elmqvist;David S. Ebert"
"conf/ieeevast/BaeRHDM20"	"A Visual Analytics Approach to Debugging Cooperative, Autonomous Multi-Robot Systems' Worldviews."	"2020"	"IEEE VAST@IEEE VIS"	""	""	"https://doi.org/10.1109/VAST50239.2020.00008"	"Sandra Bae;Federico Rossi 0001;Joshua Vander Hook;Scott Davidoff;Kwan-Liu Ma"
"conf/ieeevast/BakRLGKBJK09"	"Integrative visual analytics for suspicious behavior detection."	"2009"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2009.5334430"	"Peter Bak;Christian Rohrdantz;Svenja Leifert;Christoph Granacher;Stefan Koch;Simon Butscher;Patrick Jungk;Daniel A. Keim"
"conf/ieeevast/BandalkulSSJZ18"	"Unearthing the X-Streams: Visualizing Water Contamination : VAST Mini-Challenge 2 Honorable Mention: Clarity of Narrative."	"2018"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2018.8802504"	"Akangsha Bandalkul;Angad Srivastava;Bharadwaj S. Kishan;Ong Guan Jie Jason;Yanrong Zhang"
"conf/ieeevast/Banerjee15"	"Rapid exploration and analysis of VAST 2015 "Mini-Challenge 2" dataset."	"2015"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2015.7347650"	"Pranab Banerjee"
"conf/ieeevast/BanfiDFGLNSSS11"	"City sentinel - VAST 2011 mini challenge 1 award: "Outstanding integration of computational and visual methods"."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102485"	"Norbert Bánfi;László Dudás;Zsolt Fekete;Julianna Göbölös-Szabó;András Lukács;Ádám Nagy;Adrienn Szabó;Zoltán Szabó 0002;Gábor Szücs"
"conf/ieeevast/BarcelosALOM12"	"Combining traditional and high-density visualizations in a dashboard to network health monitoring."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400509"	"Yussif Barcelos;Flavia Aburjaile;Laura R. Leite;Solange T. Oliveira;Raquel Cardoso de Melo Minardi"
"conf/ieeevast/BarloweZLYJ08"	"Multivariate visual explanation for high dimensional datasets."	"2008"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2008.4677368"	"Scott Barlowe;Tianyi Zhang;Yujie Liu;Jing Yang 0001;Donald J. Jacobs"
"conf/ieeevast/BauerTE11"	"Evaluation of large display interaction using smart phones."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102466"	"Jens Bauer;Sebastian Thelen;Achim Ebert"
"conf/ieeevast/BaumleBBMBCJK18"	"Interactive Webtool for Tempospatial Data and Visual Audio Analysis : VAST Challenge 2018: Honorable Mention for Interactive Analytic Tool."	"2018"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2018.8802517"	"Benedikt Bäumle;Ina Boesecke;Raphael Buchmüller;Yannick Metz;Juri Buchmüller;Eren Cakmak;Wolfgang Jentner;Daniel A. Keim"
"conf/ieeevast/BeechamWB12"	"A visual analytics approach to understanding cycling behaviour."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400550"	"Roger Beecham;Jo Wood;Audrey Bowerman"
"conf/ieeevast/BehamPSGM17"	"MC1 - Iterative Analysis of Spatio-temporal Data by Textual Queries and Visualizations."	"2017"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2017.8585513"	"Michael Beham;Silvana Podaras;Rainer Splechtna;Denis Gracanin;Kresimir Matkovic"
"conf/ieeevast/BehamSGGM18"	"River-water Quality Exploration."	"2018"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2018.8802460"	"Michael Beham;Rainer Splechtna;Denis Gracanin;Elena Ginina;Kresimir Matkovic"
"conf/ieeevast/BehamSPGM17"	"MC3 - Modified Frame Differencing of Satellite Images to Detect Temporal Changes in a Natural Preserve."	"2017"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2017.8585476"	"Michael Beham;Rainer Splechtna;Silvana Podaras;Denis Gracanin;Kresimir Matkovic"
"conf/ieeevast/BehrischDSKK12"	"Matrix-based visual correlation analysis on large timeseries data."	"2012"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2012.6400549"	"Michael Behrisch 0001;James Davey;Tobias Schreck;Daniel A. Keim;Jörn Kohlhammer"
"conf/ieeevast/BehrischKSS14"	"Feedback-driven interactive exploration of large multidimensional data supported by visual classifier."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042480"	"Michael Behrisch 0001;Fatih Korkmaz;Lin Shao 0001;Tobias Schreck"
"conf/ieeevast/Belmonte14"	"Extracting and visualizing insights from real-time conversations around public presentations."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042502"	"Nicolas Garcia Belmonte"
"conf/ieeevast/BenjaminMAV15"	"Group identification from visitor movement data: VAST 2015 mini-challenge 1."	"2015"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2015.7347651"	"Perakath C. Benjamin;Karthic Madanagopal;Kumar V. Akella;Kalyan Vadakkeveedu"
"conf/ieeevast/BenjaminMGS14"	"IPM - A framework for visual sense making VAST 2014 mini-challenge 1."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042542"	"Perakath C. Benjamin;Karthic Madanagopal;Belita Gopal;Kannan Swaminathan"
"conf/ieeevast/BensonRAV15"	"Case study of dino fun world movement and communication data."	"2015"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2015.7347652"	"Jordan Riley Benson;Rajiv Ramarajan;Nascif A. Abousalh-Neto;Paul Vezzetti"
"conf/ieeevast/BergerP10"	"Interactive visual analysis of multiobjective optimizations."	"2010"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2010.5651694"	"Wolfgang Berger;Harald Piringer"
"conf/ieeevast/BernardHSSBK14"	"Towards a user-defined visual-interactive definition of similarity functions for mixed data."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042503"	"Jürgen Bernard;Marco Hutter 0002;David Sessler;Tobias Schreck;Michael Behrisch 0001;Jörn Kohlhammer"
"conf/ieeevast/BernardLBS10"	"Cluster correspondence views for enhanced analysis of SOM displays."	"2010"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2010.5651676"	"Jürgen Bernard;Tatiana von Landesberger;Sebastian Bremm;Tobias Schreck"
"conf/ieeevast/BertiniBFHLMMRRRSSSSTZK11"	"Visual analytics of terrorist activities related to epidemics."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102498"	"Enrico Bertini;Juri Buchmüller;Fabian Fischer 0001;Stephan Huber;Thomas Lindemeier;Fabian Maass;Florian Mansmann;Thomas Ramm;Michael Regenscheit;Christian Rohrdantz;Christian Scheible;Tobias Schreck;Stephan Sellien;Florian Stoffel;Mark Tautzenberger;Matthias Zieker;Daniel A. Keim"
"conf/ieeevast/BertiniHL07"	"SpiralView: Towards Security Policies Assessment through Visual Correlation of Network Resources with Evolution of Alarms."	"2007"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2007.4389007"	"Enrico Bertini;Patrick Hertzog;Denis Lalanne"
"conf/ieeevast/BethelCDSW06"	"Accelerating Network Traffic Analytics Using Query-Driven Visualization."	"2006"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2006.261437"	"E. Wes Bethel;Scott Campbell;Eli Dart;Kurt Stockinger;Kesheng Wu"
"conf/ieeevast/BhaskarPSSAAMSS14"	"VACI: Towards visual analytics for criminal investigation."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042543"	"Rahul Kamal Bhaskar;Julia Paredes;Zahra Shaken;Zahra Sahaf;Haleh Alemasoom;Craig Anslow;Frank Maurer;Mario Costa Sousa;Faramarz F. Samavati"
"conf/ieeevast/BierCB08"	"Entity-based collaboration tools for intelligence analysis."	"2008"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2008.4677362"	"Eric A. Bier;Stuart K. Card;John W. Bodnar"
"conf/ieeevast/BigelowNML19"	"Origraph: Interactive Network Wrangling."	"2019"	"VAST"	""	""	"https://doi.org/10.1109/VAST47406.2019.8986909"	"Alex Bigelow;Carolina Nobre;Miriah D. Meyer;Alexander Lex"
"conf/ieeevast/BilgicLGS06"	"D-Dupe: An Interactive Tool for Entity Resolution in Social Networks."	"2006"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2006.261429"	"Mustafa Bilgic 0001;Louis Licamele;Lise Getoor;Ben Shneiderman"
"conf/ieeevast/BinG15"	"Eagleyes: Performing data analysis using an interactive dataflow."	"2015"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2015.7347662"	"Bin Liu;Gang Chen"
"conf/ieeevast/BlascheckBBEW16"	"Visual analysis and coding of data-rich user behavior."	"2016"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2016.7883520"	"Tanja Blascheck;Fabian Beck 0001;Sebastian Baltes;Thomas Ertl;Daniel Weiskopf"
"conf/ieeevast/Blumenschein0SB18"	"SMARTexplore: Simplifying High-Dimensional Data Analysis through a Table-Based Visual Analytics Approach."	"2018"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2018.8802486"	"Michael Blumenschein;Michael Behrisch 0001;Stefanie Schmid;Simon Butscher;Deborah Wahl;Karoline Villinger;Britta Renner;Harald Reiterer;Daniel A. Keim"
"conf/ieeevast/BodesinskyAGM14"	"Visual process mining: Event data exploration and analysis."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042504"	"Peter Bodesinsky;Bilal Alsallakh;Theresia Gschwandtner;Silvia Miksch"
"conf/ieeevast/BoglFGMARL15"	"Visually and statistically guided imputation of missing values in univariate seasonal time series."	"2015"	"VAST"	""	""	"https://doi.org/10.1109/VAST.2015.7347672"	"Markus Bögl;Peter Filzmoser;Theresia Gschwandtner;Silvia Miksch;Wolfgang Aigner;Alexander Rind;Tim Lammarsch"
"conf/ieeevast/BonnetKR14"	"Interactive visualization for optimal placement of public-access AEDs."	"2014"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2014.7042505"	"Bryan Bonnet;Keith Kraus;Jose Emmanuel Ramirez-Marquez"
"conf/ieeevast/BooneS11"	"Mapping an epidemic outbreak: Effective analysis and presentation."	"2011"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2011.6102486"	"Kevin Boone;Edward Swing"
"conf/ieeevast/Borner19"	"VIS Keynote Address: Data Visualization Literacy."	"2019"	"VAST"	""	""	"https://doi.org/10.1109/VAST47406.2019.8986914"	"Katy Börner"
"conf/ieeevast/BoschHMHRHWK09"	"Innovative filtering techniques and customized analytics tools."	"2009"	"IEEE VAST"	""	""	"https://doi.org/10.1109/VAST.2009.5334300"	"Harald Bosch;Julian Heinrich;Christoph Müller 0001;Benjamin Höferlin;Guido Reina;Markus Höferlin;Michael Wörner 0001;Steffen Koch 0001"
