vispub_doi,aminer_id,method
10.1109/vast.2006.261425,53e99984b7602d97021c48e0,doi
10.1109/tvcg.2007.70558,53e9998bb7602d97021cb755,doi
10.1109/visual.2004.113,53e99991b7602d97021d7669,doi
10.1109/visual.1999.809904,53e99998b7602d97021dc062,doi
10.1109/visual.2003.1250381,53e9999eb7602d97021e20c6,doi
10.1109/tvcg.2010.222,53e9999eb7602d97021e4ade,doi
10.1109/tvcg.2010.162,53e999a6b7602d97021ebc30,doi
10.1109/infvis.1999.801860,53e999adb7602d97021ef646,doi
10.1109/tvcg.2007.70516,53e999b4b7602d97021f80c1,title
10.1109/infvis.1998.729569,53e999b5b7602d97021fbe9e,doi
10.1109/tvcg.2012.225,53e999b5b7602d97021fbfe0,doi
10.1109/visual.2005.1532779,53e999bbb7602d97021ffeca,title
10.1109/visual.1991.175799,53e999c3b7602d970220a8d8,doi
10.1109/infvis.2001.963289,53e999cab7602d970220ddbb,doi
10.1109/infvis.1995.528693,53e999cbb7602d970221126a,doi
10.1109/tvcg.2013.224,53e999d8b7602d970221c849,doi
10.1109/infvis.2003.1249026,53e999e0b7602d9702224724,doi
10.1109/vast.2006.261416,53e999e0b7602d970222666e,doi
10.1109/vast.2008.4677388,53e999eeb7602d9702236653,doi
10.1109/tvcg.2011.183,53e999f5b7602d970223c5bc,doi
10.1109/infvis.2004.14,53e999f5b7602d970223ea0d,title
10.1109/vast.2009.5333023,53e999feb7602d9702246b94,doi
10.1109/visual.2003.1250385,53e999ffb7602d9702249183,doi
10.1109/visual.2002.1183754,53e999ffb7602d970224a7ff,doi
10.1109/tvcg.2011.185,53e99a04b7602d9702250864,doi
10.1109/infvis.2003.1249032,53e99a04b7602d9702253f5b,doi
10.1109/visual.1996.568103,53e99a0ab7602d9702257a62,doi
10.1109/tvcg.2012.215,53e99a14b7602d97022674ff,doi
10.1109/visual.1996.568119,53e99a1ab7602d970226dba7,doi
10.1109/visual.1990.146386,53e99a20b7602d9702274683,doi
10.1109/infvis.2002.1173162,53e99a2ab7602d9702282e23,doi
10.1109/infvis.2004.47,53e99a2bb7602d970228618a,title
10.1109/visual.1999.809899,53e99a35b7602d970229422b,doi
10.1109/infvis.2004.70,53e99a35b7602d97022953c0,title
10.1109/tvcg.2012.213,53e99a35b7602d9702296695,doi
10.1109/visual.2003.1250394,53e99a35b7602d9702296be5,doi
10.1109/visual.1991.175810,53e99a3cb7602d97022972b7,doi
10.1109/visual.1991.175821,53e99a3cb7602d970229943d,doi
10.1109/tvcg.2011.165,53e99a3cb7602d970229d0ff,doi
10.1109/visual.1993.398876,53e99a3cb7602d970229d59a,doi
10.1109/infvis.2004.4,53e99a43b7602d97022a1853,title
10.1109/visual.2004.6,53e99a43b7602d97022a1581,doi
10.1109/tvcg.2012.192,53e99a43b7602d97022a4bb8,doi
10.1109/tvcg.2013.127,53e99a48b7602d97022a631c,doi
10.1109/visual.1991.175811,53e99a52b7602d97022b836a,doi
10.1109/visual.1992.235204,53e99a52b7602d97022b8372,doi
10.1109/visual.2005.1532830,53e99a57b7602d97022bfc8d,doi
10.1109/tvcg.2010.214,53e99a57b7602d97022c0ca8,doi
10.1109/visual.1991.175804,53e99a5cb7602d97022c4523,doi
10.1109/tvcg.2009.168,53e99a5cb7602d97022c73cb,doi
10.1109/vast.2011.6102446,53e99a61b7602d97022cba6b,doi
10.1109/visual.1990.146381,53e99a62b7602d97022ce8d6,doi
10.1109/visual.1997.663901,53e99a67b7602d97022d2946,title
10.1109/visual.2003.1250406,53e99a67b7602d97022d2e52,title
10.1109/visual.1996.567800,53e99a67b7602d97022d44b9,doi
10.1109/visual.1992.235223,53e99a67b7602d97022d675d,doi
10.1109/visual.1992.235195,53e99a6db7602d97022dd1e2,doi
10.1109/visual.2001.964540,53e99a6db7602d97022dd17c,doi
10.1109/infvis.2004.49,53e99a74b7602d97022e5fd1,title
10.1109/tvcg.2008.178,53e99a85b7602d97022f65da,doi
10.1109/visual.2004.66,53e99a85b7602d97022f7b3a,doi
10.1109/visual.1996.568105,53e99a85b7602d97022f86cc,doi
10.1109/tvcg.2012.238,53e99a85b7602d97022f92bf,doi
10.1109/infvis.2000.885104,53e99a85b7602d97022fa4ea,doi
10.1109/tvcg.2011.220,53e99a8bb7602d97022fea6d,doi
10.1109/infvis.2003.1249018,53e99a8cb7602d9702304018,doi
10.1109/visual.2004.55,53e99a91b7602d9702305266,doi
10.1109/tvcg.2010.169,53e99a92b7602d970230728a,doi
10.1109/visual.2002.1183763,53e99a92b7602d97023071b8,doi
10.1109/visual.2000.885704,53e99a92b7602d970230c065,title
10.1109/visual.2004.48,53e99a98b7602d970230e03d,doi
10.1109/vast.2007.4389036,53e99a98b7602d9702311cc2,doi
10.1109/vast.2011.6102496,53e99a9fb7602d97023181db,doi
10.1109/visual.1991.175815,53e99aa5b7602d970231b53d,doi
10.1109/visual.2004.62,53e99aa5b7602d970231b8da,doi
10.1109/vast.2007.4389001,53e99aa5b7602d970231e044,doi
10.1109/visual.1997.663897,53e99aa6b7602d970231edfd,title
10.1109/tvcg.2010.161,53e99aa6b7602d970231f9d5,doi
10.1109/visual.1995.480805,53e99aacb7602d9702328ac3,title
10.1109/visual.1996.567603,53e99ab2b7602d970232d4c5,doi
10.1109/infvis.1999.801858,53e99ab3b7602d970232ef1d,doi
10.1109/visual.1996.567608,53e99ab8b7602d9702332bf4,doi
10.1109/visual.1997.663910,53e99ab8b7602d9702333057,title
10.1109/visual.2005.1532815,53e99ab8b7602d970233455f,title
10.1109/infvis.2000.885087,53e99abdb7602d970233b0ac,doi
10.1109/vast.2007.4389017,53e99abeb7602d970233d479,doi
10.1109/infvis.1996.559229,53e99abeb7602d970233d6ef,doi
10.1109/visual.1997.663874,53e99abeb7602d970233e15d,title
10.1109/visual.1998.745335,53e99abeb7602d970233f302,title
10.1109/infvis.1995.528680,53e99ac4b7602d97023400fe,doi
10.1109/visual.2005.1532838,53e99ac4b7602d97023407fc,title
10.1109/infvis.1998.729565,53e99ac4b7602d970234089b,doi
10.1109/visual.2002.1183780,53e99ac4b7602d9702340b37,doi
10.1109/visual.1990.146371,53e99ac4b7602d9702341093,doi
10.1109/infvis.2005.1532143,53e99ac4b7602d970234131a,title
10.1109/visual.1995.485142,53e99ac4b7602d97023416e7,doi
10.1109/visual.2004.127,53e99ac4b7602d9702341cf4,doi
10.1109/tvcg.2007.70617,53e99ac4b7602d970234256c,title
10.1109/tvcg.2010.217,53e99ac4b7602d970234258b,doi
10.1109/visual.1997.663929,53e99ac4b7602d970234290c,title
10.1109/visual.1997.663925,53e99ac4b7602d97023429fd,title
10.1109/tvcg.2008.186,53e99ac4b7602d97023434de,doi
10.1109/tvcg.2008.182,53e99ac4b7602d97023432b2,doi
10.1109/visual.2004.73,53e99ac4b7602d9702343b77,doi
10.1109/infvis.1996.559227,53e99ac4b7602d97023450a2,doi
10.1109/visual.2002.1183761,53e99ac4b7602d97023457af,doi
10.1109/visual.1999.809936,53e99ac4b7602d970234584a,doi
10.1109/visual.1994.346333,53e99ac5b7602d970234685b,doi
10.1109/visual.1998.745318,53e99ad0b7602d970234e625,title
10.1109/visual.2000.885735,53e99ad0b7602d9702350e74,title
10.1109/tvcg.2012.261,53e99ad0b7602d970235184d,doi
10.1109/visual.1999.809909,53e99ad7b7602d9702356934,doi
10.1109/infvis.2001.963272,53e99ad7b7602d9702359bd0,doi
10.1109/tvcg.2007.70603,53e99ad7b7602d970235c06b,doi
10.1109/tvcg.2013.200,53e99ae1b7602d970236609d,doi
10.1109/vast.2007.4389037,53e99ae6b7602d970236d9aa,doi
10.1109/visual.1992.235177,53e99ae7b7602d9702372330,doi
10.1109/visual.2005.1532781,53e99af2b7602d970237d4b8,title
10.1109/vast.2009.5333437,53e99af7b7602d9702381d5a,doi
10.1109/visual.1999.809886,53e99af7b7602d9702383b05,doi
10.1109/visual.2004.90,53e99afeb7602d970238f3cd,doi
10.1109/infvis.2004.58,53e99b0ab7602d970239962c,title
10.1109/infvis.2004.57,53e99b10b7602d970239f148,title
10.1109/visual.1998.745315,53e99b10b7602d97023a1181,title
10.1109/visual.2000.885700,53e99b10b7602d97023a1cd1,title
10.1109/visual.1995.480796,53e99b10b7602d97023a44e7,doi
10.1109/visual.2005.1532807,53e99b10b7602d97023a58f8,title
10.1109/visual.1998.745325,53e99b10b7602d97023a5d69,title
10.1109/infvis.2004.60,53e99b16b7602d97023a6781,title
10.1109/infvis.1995.528684,53e99b16b7602d97023a7c0f,doi
10.1109/tvcg.2008.166,53e99b16b7602d97023a9c2e,doi
10.1109/visual.2005.1532808,53e99b16b7602d97023ad039,title
10.1109/visual.1997.663906,53e99b1bb7602d97023adefc,title
10.1109/infvis.2001.963286,53e99b1bb7602d97023b46f8,doi
10.1109/visual.2001.964498,53e99b21b7602d97023b525b,doi
10.1109/tvcg.2009.171,53e99b31b7602d97023ce573,doi
10.1109/tvcg.2013.135,53e99b3cb7602d97023da67b,doi
10.1109/visual.1997.663863,53e99b3cb7602d97023dc678,title
10.1109/vast.2009.5333431,53e99b3cb7602d97023e0208,doi
10.1109/visual.1998.745352,53e99b43b7602d97023e279f,title
10.1109/infvis.1998.729553,53e99b43b7602d97023e777f,doi
10.1109/tvcg.2011.248,53e99b43b7602d97023e799e,doi
10.1109/vast.2011.6102471,53e99b4ab7602d97023ed63f,doi
10.1109/infvis.2004.59,53e99b4ab7602d97023ed9a7,title
10.1109/tvcg.2009.175,53e99b50b7602d97023f0c25,doi
10.1109/visual.1998.745296,53e99b50b7602d97023f4080,title
10.1109/visual.1998.745354,53e99b56b7602d97023f9f46,doi
10.1109/visual.2005.1532857,53e99b5db7602d97023ff8dd,title
10.1109/visual.1998.745284,53e99b5db7602d97024026b0,title
10.1109/visual.2002.1183760,53e99b5eb7602d9702404cb4,doi
10.1109/vast.2007.4389000,53e99b63b7602d970240589b,doi
10.1109/visual.2001.964526,53e99b63b7602d970240705c,doi
10.1109/tvcg.2012.206,53e99b63b7602d9702408e22,doi
10.1109/visual.2003.1250420,53e99b63b7602d97024092da,doi
10.1109/tvcg.2009.112,53e99b63b7602d970240c244,doi
10.1109/visual.2002.1183796,53e99b6ab7602d970240d0d0,doi
10.1109/tvcg.2012.264,53e99b6ab7602d9702411457,doi
10.1109/visual.2003.1250425,53e99b71b7602d97024144ad,doi
10.1109/tvcg.2008.111,53e99b71b7602d9702416043,doi
10.1109/tvcg.2011.178,53e99b7eb7602d9702425de6,doi
10.1109/tvcg.2008.109,53e99b7eb7602d97024263cc,doi
10.1109/visual.1996.568127,53e99b7fb7602d970242975b,doi
10.1109/tvcg.2013.230,53e99b86b7602d970242f1c4,doi
10.1109/tvcg.2006.139,53e99b8db7602d970243573c,doi
10.1109/tvcg.2011.167,53e99b95b7602d970243e216,doi
10.1109/vast.2012.6400548,53e99b9bb7602d970244139d,doi
10.1109/visual.2004.120,53e99b9bb7602d9702443fd3,doi
10.1109/tvcg.2008.151,53e99ba3b7602d970244b8e2,doi
10.1109/infvis.2004.75,53e99bb9b7602d970245f57f,title
10.1109/visual.1991.175791,53e99bc0b7602d970246992a,doi
10.1109/vast.2010.5652443,53e99bc6b7602d970246f87e,doi
10.1109/visual.2004.31,53e99bc6b7602d9702470261,doi
10.1109/visual.2003.1250359,53e99bc6b7602d9702472fd9,doi
10.1109/tvcg.2008.115,53e99bd4b7602d970247b4e3,doi
10.1109/vast.2006.261438,53e99bd5b7602d9702480a41,doi
10.1109/visual.1990.146417,53e99beab7602d9702494fd6,doi
10.1109/tvcg.2008.144,53e99bf0b7602d9702498523,doi
10.1109/visual.1991.175782,53e99bf0b7602d97024999a1,doi
10.1109/tvcg.2006.148,53e99bf7b7602d97024a0379,doi
10.1109/tvcg.2013.137,53e99bfeb7602d97024a71ee,doi
10.1109/visual.1994.346304,53e99c05b7602d97024b4cc9,doi
10.1109/visual.1999.809925,53e99c0bb7602d97024b857f,doi
10.1109/vast.2009.5334430,53e99c12b7602d97024bfca4,doi
10.1109/visual.1995.480802,53e99c21b7602d97024d2354,doi
10.1109/visual.2002.1183828,53e99c28b7602d97024d37c2,doi
10.1109/visual.1994.346323,53e99c28b7602d97024d38f6,doi
10.1109/tvcg.2008.146,53e99c29b7602d97024d5441,doi
10.1109/infvis.2002.1173140,53e99c36b7602d97024e2e83,doi
10.1109/visual.1993.398857,53e99c36b7602d97024e4454,doi
10.1109/tvcg.2012.195,53e99c36b7602d97024e5809,doi
10.1109/tvcg.2013.177,53e99c3db7602d97024e8d5c,doi
10.1109/visual.2000.885726,53e99c3db7602d97024ed836,title
10.1109/tvcg.2008.134,53e99c3db7602d97024eea7d,doi
10.1109/tvcg.2006.151,53e99c44b7602d97024f3b23,doi
10.1109/infvis.2001.963279,53e99c52b7602d9702501300,doi
10.1109/infvis.2004.13,53e99c52b7602d9702502368,title
10.1109/vast.2011.6102476,53e99c5fb7602d970250e3c9,doi
10.1109/visual.2002.1183814,53e99c60b7602d97025105b7,doi
10.1109/tvcg.2013.157,53e99c60b7602d97025113f1,doi
10.1109/tvcg.2013.178,53e99c60b7602d970251241e,doi
10.1109/vast.2010.5650854,53e99c66b7602d97025156a2,doi
10.1109/visual.2003.1250397,53e99c67b7602d9702519883,doi
10.1109/vast.2008.4677355,53e99c6eb7602d970251d52e,doi
10.1109/tvcg.2013.148,53e99c6eb7602d970251f8c4,doi
10.1109/visual.2004.99,53e99c6eb7602d9702520659,doi
10.1109/visual.2004.18,53e99c75b7602d97025263b3,doi
10.1109/visual.2000.885720,53e99c75b7602d9702528c99,title
10.1109/visual.2000.885720,53e99c75b7602d9702528c98,title
10.1109/tvcg.2012.210,53e99c7cb7602d970252cfff,doi
10.1109/visual.1996.568122,53e99c7cb7602d970252ed80,doi
10.1109/tvcg.2012.250,53e99c84b7602d970253485f,doi
10.1109/tvcg.2010.184,53e99c84b7602d9702535371,doi
10.1109/tvcg.2008.128,53e99c84b7602d9702537468,doi
10.1109/vast.2010.5652896,53e99c8cb7602d970253fbac,doi
10.1109/tvcg.2009.163,53e99c91b7602d970254312d,doi
10.1109/visual.2002.1183801,53e99ca1b7602d9702552208,doi
10.1109/visual.2002.1183825,53e99ca1b7602d970255366d,doi
10.1109/infvis.2002.1173159,53e99ca8b7602d9702558fc9,doi
10.1109/vast.2009.5334301,53e99ca8b7602d9702559397,doi
10.1109/tvcg.2008.131,53e99ca8b7602d970255992f,doi
10.1109/visual.2003.1250412,53e99cafb7602d97025629a5,doi
10.1109/infvis.2005.1532138,53e99cbbb7602d970256ca29,title
10.1109/visual.2001.964492,53e99cbcb7602d97025706c6,doi
10.1109/tvcg.2011.232,53e99cc1b7602d9702573f59,doi
10.1109/visual.1992.235209,53e99cc2b7602d9702574f1a,doi
10.1109/visual.2004.24,53e99cc9b7602d970257b1d2,doi
10.1109/infvis.1998.729556,53e99ccab7602d970258194f,doi
10.1109/tvcg.2013.126,53e99cd8b7602d970258bf3a,doi
10.1109/infvis.2003.1249016,53e99cdfb7602d9702594608,title
10.1109/visual.2000.885739,53e99ce5b7602d970259a400,title
10.1109/tvcg.2008.167,53e99ce6b7602d970259dd02,doi
10.1109/vast.2011.6102474,53e99ce6b7602d970259eac4,doi
10.1109/tvcg.2013.153,53e99cedb7602d97025a36e7,doi
10.1109/visual.2003.1250352,53e99cf4b7602d97025a8c51,doi
10.1109/visual.1990.146393,53e99cf5b7602d97025ac207,doi
10.1109/visual.2000.885691,53e99cf5b7602d97025adc9a,title
10.1109/tvcg.2013.146,53e99cfdb7602d97025b0e3d,doi
10.1109/tvcg.2010.132,53e99cfdb7602d97025b5046,doi
10.1109/visual.2004.69,53e99d04b7602d97025b6908,doi
10.1109/vast.2009.5333099,53e99d05b7602d97025bc795,doi
10.1109/visual.1990.146385,53e99d13b7602d97025c67c8,title
10.1109/tvcg.2007.70529,53e99d21b7602d97025d97b8,doi
10.1109/infvis.2004.68,53e99d2fb7602d97025e8309,title
10.1109/infvis.2003.1249012,53e99d3db7602d97025f2ce2,doi
10.1109/tvcg.2010.148,53e99d3eb7602d97025f638c,doi
10.1109/visual.1998.745291,53e99d4bb7602d97026027d4,title
10.1109/tvcg.2006.153,53e99d51b7602d970260b2ca,doi
10.1109/infvis.2001.963280,53e99d58b7602d9702613f40,doi
10.1109/infvis.1996.559210,53e99d5eb7602d970261b271,doi
10.1109/tvcg.2010.136,53e99d65b7602d970261d54c,doi
10.1109/vast.2011.6102469,53e99d6cb7602d9702623838,doi
10.1109/tvcg.2010.133,53e99d6cb7602d9702624b95,doi
10.1109/infvis.1998.729566,53e99d7ab7602d9702633e48,doi
10.1109/vast.2008.4677357,53e99d7ab7602d9702634ffa,doi
10.1109/visual.1990.146367,53e99d80b7602d970263aa7b,doi
10.1109/tvcg.2012.252,53e99d81b7602d9702640718,doi
10.1109/tvcg.2012.251,53e99d96b7602d97026520fd,doi
10.1109/visual.1999.809918,53e99d9db7602d9702657276,doi
10.1109/visual.1993.398871,53e99d9eb7602d970265a5c3,doi
10.1109/vast.2009.5333911,53e99da4b7602d970265e8f5,doi
10.1109/infvis.2002.1173150,53e99da4b7602d97026645d4,doi
10.1109/tvcg.2013.163,53e99da4b7602d97026642a6,doi
10.1109/tvcg.2006.165,53e99daab7602d97026681f7,doi
10.1109/tvcg.2011.196,53e99dabb7602d970266c08d,doi
10.1109/tvcg.2012.224,53e99db7b7602d9702674096,doi
10.1109/tvcg.2006.138,53e99db8b7602d9702676825,doi
10.1109/visual.2001.964552,53e99db8b7602d97026797eb,doi
10.1109/infvis.1998.729562,53e99dbeb7602d970267b387,doi
10.1109/visual.1993.398847,53e99dc5b7602d97026842d6,doi
10.1109/vast.2010.5652532,53e99dc5b7602d9702688845,doi
10.1109/visual.2001.964559,53e99dd3b7602d970269319f,doi
10.1109/infvis.2004.38,53e99ddbb7602d970269d4a6,title
10.1109/tvcg.2010.221,53e99ddbb7602d970269fbde,doi
10.1109/tvcg.2008.175,53e99de1b7602d97026a19d3,doi
10.1109/visual.1996.567598,53e99de1b7602d97026a3ef0,title
10.1109/tvcg.2008.129,53e99de2b7602d97026a5170,doi
10.1109/tvcg.2009.146,53e99df0b7602d97026aeabf,doi
10.1109/tvcg.2010.190,53e99df0b7602d97026af223,doi
10.1109/visual.2001.964542,53e99df7b7602d97026b6e5a,doi
10.1109/visual.1994.346307,53e9bce1b7602d9704967086,doi
10.1109/visual.1997.663896,53e99df7b7602d97026bb4e5,title
10.1109/visual.2000.885692,53e99e04b7602d97026c90cf,title
10.1109/infvis.2002.1173161,53e99e04b7602d97026ca70e,doi
10.1109/visual.1992.235219,53e99e13b7602d97026d3176,doi
10.1109/visual.1993.398849,53e99e13b7602d97026d6c0f,doi
10.1109/visual.1992.235207,53e99e13b7602d97026d738b,doi
10.1109/visual.2004.91,53e99e13b7602d97026d8418,doi
10.1109/tvcg.2011.179,53e99e1ab7602d97026ddb98,doi
10.1109/visual.1995.480818,53e99e1ab7602d97026e0e41,doi
10.1109/tvcg.2011.255,53e99e21b7602d97026e456e,doi
10.1109/visual.1992.235210,53e99e21b7602d97026e52e2,doi
10.1109/tvcg.2009.149,53e99e28b7602d97026eada1,doi
