doi,author,gender,position,position.rank
10.1109/TVCG.2011.160,Jean-Daniel Fekete,male,4,L
10.1109/TVCG.2011.161,Florian Lindemann,male,1,F
10.1109/TVCG.2011.161,Timo Ropinski,male,2,L
10.1109/TVCG.2011.162,Sean Williams,male,1,F
10.1109/TVCG.2011.162,Mark Petersen,male,2,M
10.1109/TVCG.2011.162,Peer-Timo Bremer,male,3,M
10.1109/TVCG.2011.162,Matthew Hecht,male,4,M
10.1109/TVCG.2011.162,Valerio Pascucci,male,5,M
10.1109/TVCG.2011.162,James P. Ahrens,male,6,M
10.1109/TVCG.2011.162,Mario Hlawitschka,male,7,M
10.1109/TVCG.2011.162,Bernd Hamann,male,8,L
10.1109/TVCG.2011.163,Aritra Dasgupta,male,1,F
10.1109/TVCG.2011.163,Robert Kosara,male,2,L
10.1109/TVCG.2011.164,Weifeng Chen 0002,male,1,F
10.1109/TVCG.2011.164,Wei Chen 0001,male,2,M
10.1109/TVCG.2011.164,Hujun Bao,male,3,L
10.1109/TVCG.2011.165,Nico Pietroni,male,1,F
10.1109/TVCG.2011.165,Massimiliano Corsini,male,2,M
10.1109/TVCG.2011.165,Paolo Cignoni,male,3,M
10.1109/TVCG.2011.165,Roberto Scopigno,male,4,L
10.1109/TVCG.2011.166,Zhao Geng,male,1,F
10.1109/TVCG.2011.166,Zhenmin Peng,male,2,M
10.1109/TVCG.2011.166,Robert S. Laramee,male,3,M
10.1109/TVCG.2011.166,Jonathan C. Roberts,male,4,M
10.1109/TVCG.2011.166,Rick Walker,male,5,L
10.1109/TVCG.2011.167,Justin Talbot,male,1,F
10.1109/TVCG.2011.167,John Gerth,male,2,M
10.1109/TVCG.2011.167,Pat Hanrahan,male,3,L
10.1109/TVCG.2011.168,Alessandro Giusti,male,1,F
10.1109/TVCG.2011.168,Pierluigi Taddei,male,2,M
10.1109/TVCG.2011.168,Giorgio Corani,male,3,M
10.1109/TVCG.2011.168,Luca Maria Gambardella,male,4,M
10.1109/TVCG.2011.168,Cristina Magli,female,5,M
10.1109/TVCG.2011.168,Luca Gianaroli,male,6,L
10.1109/TVCG.2011.169,Ulrik Brandes,male,1,F
10.1109/TVCG.2011.169,Bobo Nick,male,2,L
10.1109/TVCG.2011.170,Darrel Palke,male,1,F
10.1109/TVCG.2011.170,Zhongzang Lin,male,2,M
10.1109/TVCG.2011.170,Guoning Chen,male,3,M
10.1109/TVCG.2011.170,Harry Yeh,male,4,M
10.1109/TVCG.2011.170,Paul Vincent,male,5,M
10.1109/TVCG.2011.170,Robert S. Laramee,male,6,M
10.1109/TVCG.2011.170,Eugene Zhang,male,7,L
10.1109/TVCG.2011.171,Guangyu Zou,male,1,F
10.1109/TVCG.2011.171,Jiaxi Hu,male,2,M
10.1109/TVCG.2011.171,Xianfeng Gu,male,3,M
10.1109/TVCG.2011.171,Jing Hua,male,4,L
10.1109/TVCG.2011.173,Marc Ruiz,male,1,F
10.1109/TVCG.2011.173,Anton Bardera,male,2,M
10.1109/TVCG.2011.173,Imma Boada,female,3,M
10.1109/TVCG.2011.173,Ivan Viola,male,4,L
10.1109/TVCG.2011.174,Jo Wood,male,1,F
10.1109/TVCG.2011.174,Donia Badawood,female,2,M
10.1109/TVCG.2011.174,Jason Dykes,male,3,M
10.1109/TVCG.2011.174,Aidan Slingsby,male,4,L
10.1109/TVCG.2011.175,Jessica Hullman,female,1,F
10.1109/TVCG.2011.175,Eytan Adar,male,2,M
10.1109/TVCG.2011.175,Priti Shah,female,3,L
10.1109/TVCG.2011.176,Nivan Ferreira,male,1,F
10.1109/TVCG.2011.176,Lauro Didier Lins,male,2,M
10.1109/TVCG.2011.176,Daniel Fink,male,3,M
10.1109/TVCG.2011.176,Steve Kelling,male,4,M
10.1109/TVCG.2011.176,Christopher Wood,male,5,M
10.1109/TVCG.2011.176,Juliana Freire,female,6,M
10.1109/TVCG.2011.176,Cláudio T. Silva,male,7,L
10.1109/TVCG.2011.177,Bei Wang,female,1,F
10.1109/TVCG.2011.177,Brian Summa,male,2,M
10.1109/TVCG.2011.177,Valerio Pascucci,male,3,M
10.1109/TVCG.2011.177,Mikael Vejdemo-Johansson,male,4,L
10.1109/TVCG.2011.178,Cagatay Turkay,male,1,F
10.1109/TVCG.2011.178,Peter Filzmoser,male,2,M
10.1109/TVCG.2011.178,Helwig Hauser,male,3,L
10.1109/TVCG.2011.179,Milos Krstajic,male,1,F
10.1109/TVCG.2011.179,Enrico Bertini,male,2,M
10.1109/TVCG.2011.179,Daniel A. Keim,male,3,L
10.1109/TVCG.2011.181,Roeland Scheepens,male,1,F
10.1109/TVCG.2011.181,Niels Willems,male,2,M
10.1109/TVCG.2011.181,Huub van de Wetering,male,3,M
10.1109/TVCG.2011.181,Gennady L. Andrienko,male,4,M
10.1109/TVCG.2011.181,Natalia V. Andrienko,female,5,M
10.1109/TVCG.2011.181,Jarke J. van Wijk,male,6,L
10.1109/TVCG.2011.182,Joseph Marino,male,1,F
10.1109/TVCG.2011.183,Markus Steinberger,male,1,F
10.1109/TVCG.2011.183,Manuela Waldner,female,2,M
10.1109/TVCG.2011.183,Marc Streit,male,3,M
10.1109/TVCG.2011.183,Alexander Lex,male,4,M
10.1109/TVCG.2011.183,Dieter Schmalstieg,male,5,L
10.1109/TVCG.2011.184,Rostislav Khlebnikov,male,1,F
10.1109/TVCG.2011.184,Bernhard Kainz,male,2,M
10.1109/TVCG.2011.184,Judith Muehl,female,3,M
10.1109/TVCG.2011.184,Dieter Schmalstieg,male,4,L
10.1109/TVCG.2011.185,Michael Bostock,male,1,F
10.1109/TVCG.2011.185,Vadim Ogievetsky,male,2,M
10.1109/TVCG.2011.185,Jeffrey Heer,male,3,L
10.1109/TVCG.2011.186,Basak Alper,female,1,F
10.1109/TVCG.2011.186,Nathalie Henry Riche,female,2,M
10.1109/TVCG.2011.186,Gonzalo A. Ramos,male,3,M
10.1109/TVCG.2011.186,Mary Czerwinski,female,4,L
10.1109/TVCG.2011.187,Juhee Bae,female,1,F
10.1109/TVCG.2011.187,Benjamin Watson,male,2,L
10.1109/TVCG.2011.188,Nan Cao,male,1,F
10.1109/TVCG.2011.188,David Gotz,male,2,M
10.1109/TVCG.2011.188,Jimeng Sun,male,3,M
10.1109/TVCG.2011.188,Huamin Qu,male,4,L
10.1109/TVCG.2011.189,Christian Dick,male,1,F
10.1109/TVCG.2011.189,Rainer Burgkart,male,2,M
10.1109/TVCG.2011.189,Rüdiger Westermann,male,3,L
10.1109/TVCG.2011.190,David Selassie,male,1,F
10.1109/TVCG.2011.190,Brandon Heller,male,2,M
10.1109/TVCG.2011.190,Jeffrey Heer,male,3,L
10.1109/TVCG.2011.191,Jan-Henrik Haunert,male,1,F
10.1109/TVCG.2011.191,Leon Sering,male,2,L
10.1109/TVCG.2011.192,Michelle Borkin,female,1,F
10.1109/TVCG.2011.192,Krzysztof Z. Gajos,male,2,M
10.1109/TVCG.2011.192,Amanda Randles,female,3,M
10.1109/TVCG.2011.192,Dimitris Mitsouras,male,4,M
10.1109/TVCG.2011.192,Simone Melchionna,female,5,M
10.1109/TVCG.2011.192,Frank J. Rybicki,male,6,M
10.1109/TVCG.2011.192,Charles L. Feldman,male,7,M
10.1109/TVCG.2011.192,Hanspeter Pfister,male,8,L
10.1109/TVCG.2011.193,Michael Burch,male,1,F
10.1109/TVCG.2011.193,Natalia Konevtsova,female,2,M
10.1109/TVCG.2011.193,Julian Heinrich,male,3,M
10.1109/TVCG.2011.193,Markus Höferlin,male,4,M
10.1109/TVCG.2011.193,Daniel Weiskopf,male,5,L
10.1109/TVCG.2011.194,Mark A. Livingston,male,1,F
10.1109/TVCG.2011.194,Jonathan W. Decker,male,2,L
10.1109/TVCG.2011.195,Jian Zhao 0010,male,1,F
10.1109/TVCG.2011.195,Fanny Chevalier,female,2,M
10.1109/TVCG.2011.195,Emmanuel Pietriga,male,3,M
10.1109/TVCG.2011.195,Ravin Balakrishnan,male,4,L
10.1109/TVCG.2011.196,Johnny Rodgers,male,1,F
10.1109/TVCG.2011.196,Lyn Bartram,female,2,L
10.1109/TVCG.2011.197,Aidan Slingsby,male,1,F
10.1109/TVCG.2011.197,Jason Dykes,male,2,M
10.1109/TVCG.2011.197,Jo Wood,male,3,L
10.1109/TVCG.2011.198,Philipp Schlegel,male,1,F
10.1109/TVCG.2011.198,Maxim Makhinya,male,2,M
10.1109/TVCG.2011.198,Renato Pajarola,male,3,L
10.1109/TVCG.2011.199,Janine Bennett,female,1,F
10.1109/TVCG.2011.199,Vaidyanathan Krishnamoorthy,male,2,M
10.1109/TVCG.2011.199,Shusen Liu,male,3,M
10.1109/TVCG.2011.199,Ray W. Grout,male,4,M
10.1109/TVCG.2011.199,Evatt R. Hawkes,male,5,M
10.1109/TVCG.2011.199,Jacqueline Chen,female,6,M
10.1109/TVCG.2011.199,Jason F. Shepherd,male,7,M
10.1109/TVCG.2011.199,Valerio Pascucci,male,8,M
10.1109/TVCG.2011.199,Peer-Timo Bremer,male,9,L
10.1109/TVCG.2011.200,Dirk J. Lehmann,male,1,F
10.1109/TVCG.2011.200,Holger Theisel,male,2,L
10.1109/TVCG.2011.201,Jarry H. T. Claessen,male,1,F
10.1109/TVCG.2011.201,Jarke J. van Wijk,male,2,L
10.1109/TVCG.2011.202,Kevin Buchin,male,1,F
10.1109/TVCG.2011.202,Bettina Speckmann,female,2,M
10.1109/TVCG.2011.202,Kevin Verbeek,male,3,L
10.1109/TVCG.2011.203,Marcel Hlawatsch,male,1,F
10.1109/TVCG.2011.203,Philipp C. Leube,male,2,M
10.1109/TVCG.2011.203,Wolfgang Nowak,male,3,M
10.1109/TVCG.2011.203,Daniel Weiskopf,male,4,L
10.1109/TVCG.2011.204,Dan R. Lipsa,male,1,F
10.1109/TVCG.2011.204,Robert S. Laramee,male,2,M
10.1109/TVCG.2011.204,Simon J. Cox,male,3,M
10.1109/TVCG.2011.204,Tudur Davies,male,4,L
10.1109/TVCG.2011.205,Yu-Shuen Wang,male,1,F
10.1109/TVCG.2011.205,Ming-Te Chi,male,2,L
10.1109/TVCG.2011.206,Blake Nelson,male,1,F
10.1109/TVCG.2011.206,Robert Michael Kirby,male,2,M
10.1109/TVCG.2011.206,Robert Haimes,male,3,L
10.1109/TVCG.2011.207,Christian Rieder,male,1,F
10.1109/TVCG.2011.207,Tim Kröger,male,2,M
10.1109/TVCG.2011.207,Christian Schumann,male,3,M
10.1109/TVCG.2011.207,Horst K. Hahn,male,4,L
10.1109/TVCG.2011.208,Matthew L. Parry,male,1,F
10.1109/TVCG.2011.208,Philip A. Legg,male,2,M
10.1109/TVCG.2011.208,David H. S. Chung,male,3,M
10.1109/TVCG.2011.208,Iwan W. Griffiths,male,4,M
10.1109/TVCG.2011.208,Min Chen 0001,female,5,L
10.1109/TVCG.2011.209,David Lloyd 0002,male,1,F
10.1109/TVCG.2011.209,Jason Dykes,male,2,L
10.1109/TVCG.2011.211,Erik Sundén,male,1,F
10.1109/TVCG.2011.211,Anders Ynnerman,male,2,M
10.1109/TVCG.2011.211,Timo Ropinski,male,3,L
10.1109/TVCG.2011.212,Jose Gustavo Paiva,male,1,F
10.1109/TVCG.2011.212,Laura Florian,female,2,M
10.1109/TVCG.2011.212,Hélio Pedrini,male,3,M
10.1109/TVCG.2011.212,Guilherme P. Telles,male,4,M
10.1109/TVCG.2011.212,Rosane Minghim,female,5,L
10.1109/TVCG.2011.213,Steffen Hadlak,male,1,F
10.1109/TVCG.2011.213,Hans-Jörg Schulz,male,2,M
10.1109/TVCG.2011.213,Heidrun Schumann,female,3,L
10.1109/TVCG.2011.214,Susanne K. Suter,female,1,F
10.1109/TVCG.2011.214,José Antonio Iglesias Guitián,male,2,M
10.1109/TVCG.2011.214,Fabio Marton,male,3,M
10.1109/TVCG.2011.214,Marco Agus,male,4,M
10.1109/TVCG.2011.214,Andreas Elsener,male,5,M
10.1109/TVCG.2011.214,Christoph P. E. Zollikofer,male,6,M
10.1109/TVCG.2011.214,Meenakshisundaram Gopi,male,7,M
10.1109/TVCG.2011.214,Enrico Gobbetti,male,8,M
10.1109/TVCG.2011.214,Renato Pajarola,male,9,L
10.1109/TVCG.2011.215,Roy van Pelt,male,1,F
10.1109/TVCG.2011.215,Javier Oliván Bescós,male,2,M
10.1109/TVCG.2011.215,Marcel Breeuwer,male,3,M
10.1109/TVCG.2011.215,Rachel E. Clough,female,4,M
10.1109/TVCG.2011.215,M. Eduard Gröller,male,5,M
10.1109/TVCG.2011.215,Bart M. ter Haar Romeny,male,6,M
10.1109/TVCG.2011.215,Anna Vilanova,female,7,L
10.1109/TVCG.2011.216,Philipp Muigg,male,1,F
10.1109/TVCG.2011.216,Markus Hadwiger,male,2,M
10.1109/TVCG.2011.216,Helmut Doleisch,male,3,M
10.1109/TVCG.2011.216,M. Eduard Gröller,male,4,L
10.1109/TVCG.2011.217,Steffen Oeltze-Jafra,male,1,F
10.1109/TVCG.2011.217,Wolfgang Freiler,male,2,M
10.1109/TVCG.2011.217,Reyk Hillert,male,3,M
10.1109/TVCG.2011.217,Helmut Doleisch,male,4,M
10.1109/TVCG.2011.217,Bernhard Preim,male,5,M
10.1109/TVCG.2011.217,Walter Schubert,male,6,L
10.1109/TVCG.2011.218,Ziyi Zheng,male,1,F
10.1109/TVCG.2011.218,Nafees Ahmed,male,2,M
10.1109/TVCG.2011.218,Klaus Mueller,male,3,L
10.1109/TVCG.2011.219,Boonthanome Nouanesengsy,male,1,F
10.1109/TVCG.2011.219,Teng-Yok Lee,male,2,M
10.1109/TVCG.2011.219,Han-Wei Shen,male,3,L
10.1109/TVCG.2011.220,Paulo Joia,male,1,F
10.1109/TVCG.2011.220,Danilo Barbosa Coimbra,male,2,M
10.1109/TVCG.2011.220,José Alberto Cuminato,male,3,M
10.1109/TVCG.2011.220,Fernando Vieira Paulovich,male,4,M
10.1109/TVCG.2011.220,Luis Gustavo Nonato,male,5,L
10.1109/TVCG.2011.223,Christophe Hurter,male,1,F
10.1109/TVCG.2011.223,Alexandru Telea,male,2,M
10.1109/TVCG.2011.223,Ozan Ersoy,male,3,L
10.1109/TVCG.2011.224,Claes Lundström,male,1,F
10.1109/TVCG.2011.224,Thomas Rydell,male,2,M
10.1109/TVCG.2011.224,Camilla Forsell,female,3,M
10.1109/TVCG.2011.224,Anders Persson,male,4,M
10.1109/TVCG.2011.224,Anders Ynnerman,male,5,L
10.1109/TVCG.2011.225,Jürgen Waser,male,1,F
10.1109/TVCG.2011.225,Hrvoje Ribicic,male,2,M
10.1109/TVCG.2011.225,Raphael Fuchs,male,3,M
10.1109/TVCG.2011.225,Christian Hirsch,male,4,M
10.1109/TVCG.2011.225,Benjamin Schindler,male,5,M
10.1109/TVCG.2011.225,Günter Blöschl,male,6,M
10.1109/TVCG.2011.225,M. Eduard Gröller,male,7,L
10.1109/TVCG.2011.226,Michael Burch,male,1,F
10.1109/TVCG.2011.226,Corinna Vehlow,female,2,M
10.1109/TVCG.2011.226,Fabian Beck 0001,male,3,M
10.1109/TVCG.2011.226,Stephan Diehl 0001,male,4,M
10.1109/TVCG.2011.226,Daniel Weiskopf,male,5,L
10.1109/TVCG.2011.227,Hadley Wickham,male,1,F
10.1109/TVCG.2011.227,Heike Hofmann,female,2,L
10.1109/TVCG.2011.228,Artem Amirkhanov,male,1,F
10.1109/TVCG.2011.228,Christoph Heinzl,male,2,M
10.1109/TVCG.2011.228,Michael Reiter,male,3,M
10.1109/TVCG.2011.228,Johann Kastner,male,4,M
10.1109/TVCG.2011.228,M. Eduard Gröller,male,5,L
10.1109/TVCG.2011.229,Enrico Bertini,male,1,F
10.1109/TVCG.2011.230,Mahsa Mirzargar,female,1,F
10.1109/TVCG.2011.230,Alireza Entezari,male,2,L
10.1109/TVCG.2011.231,Cheuk Yiu Ip,male,1,F
10.1109/TVCG.2011.231,Amitabh Varshney,male,2,L
10.1109/TVCG.2011.232,Danielle Albers Szafir,female,1,F
10.1109/TVCG.2011.232,Colin N. Dewey,male,2,M
10.1109/TVCG.2011.232,Michael Gleicher,male,3,L
10.1109/TVCG.2011.233,Ozan Ersoy,male,1,F
10.1109/TVCG.2011.233,Christophe Hurter,male,2,M
10.1109/TVCG.2011.233,Fernando Vieira Paulovich,male,3,M
10.1109/TVCG.2011.233,Gabriel Cantareiro,male,4,M
10.1109/TVCG.2011.233,Alexandru Telea,male,5,L
10.1109/TVCG.2011.234,Basak Alper,female,1,F
10.1109/TVCG.2011.234,Tobias Höllerer,male,2,M
10.1109/TVCG.2011.234,JoAnn Kuchera-Morin,female,3,M
10.1109/TVCG.2011.234,Angus G. Forbes,male,4,L
10.1109/TVCG.2011.235,Paolo Angelelli,male,1,F
10.1109/TVCG.2011.235,Helwig Hauser,male,2,L
10.1109/TVCG.2011.236,Dilip Mathew Thomas,male,1,F
10.1109/TVCG.2011.236,Vijay Natarajan,male,2,L
10.1109/TVCG.2011.237,Georgia Albuquerque,female,1,F
10.1109/TVCG.2011.237,Thomas Löwe,male,2,M
10.1109/TVCG.2011.237,Marcus A. Magnor,male,3,L
10.1109/TVCG.2011.239,Weiwei Cui,male,1,F
10.1109/TVCG.2011.239,Shixia Liu,female,2,M
10.1109/TVCG.2011.239,Li Tan,female,3,M
10.1109/TVCG.2011.239,Conglei Shi,male,4,M
10.1109/TVCG.2011.239,Yangqiu Song,male,5,M
10.1109/TVCG.2011.239,Zekai Gao,male,6,M
10.1109/TVCG.2011.239,Huamin Qu,male,7,M
10.1109/TVCG.2011.239,Xin Tong,male,8,L
10.1109/TVCG.2011.242,Lyn Bartram,female,1,F
10.1109/TVCG.2011.242,Billy Cheung,male,2,M
10.1109/TVCG.2011.242,Maureen C. Stone,female,3,L
10.1109/TVCG.2011.243,Rocco Gasteiger,male,1,F
10.1109/TVCG.2011.243,Mathias Neugebauer,male,2,M
10.1109/TVCG.2011.243,Oliver Beuing,male,3,M
10.1109/TVCG.2011.243,Bernhard Preim,male,4,L
10.1109/TVCG.2011.244,Carlos D. Correa,male,1,F
10.1109/TVCG.2011.244,Peter Lindstrom,male,2,M
10.1109/TVCG.2011.244,Peer-Timo Bremer,male,3,L
10.1109/TVCG.2011.245,Carlos D. Correa,male,1,F
10.1109/TVCG.2011.245,Peter Lindstrom,male,2,L
10.1109/TVCG.2011.246,Yi Gu,male,1,F
10.1109/TVCG.2011.246,Chaoli Wang,male,2,L
10.1109/TVCG.2011.247,Liang Gou,male,1,F
10.1109/TVCG.2011.247,Xiaolong Zhang 0001,male,2,L
10.1109/TVCG.2011.248,Thomas Torsney-Weir,male,1,F
10.1109/TVCG.2011.248,Ahmed Saad,male,2,M
10.1109/TVCG.2011.248,Torsten Möller,male,3,M
10.1109/TVCG.2011.248,Hans-Christian Hege,male,4,M
10.1109/TVCG.2011.248,Britta Weber,female,5,M
10.1109/TVCG.2011.248,Jean-Marc Verbavatz,male,6,L
10.1109/TVCG.2011.249,Jens Kasten,male,1,F
10.1109/TVCG.2011.249,Jan Reininghaus,male,2,M
10.1109/TVCG.2011.249,Ingrid Hotz,female,3,M
10.1109/TVCG.2011.249,Hans-Christian Hege,male,4,L
10.1109/TVCG.2011.250,Alexander Lex,male,1,F
10.1109/TVCG.2011.250,Hans-Jörg Schulz,male,2,M
10.1109/TVCG.2011.250,Marc Streit,male,3,M
10.1109/TVCG.2011.250,Christian Partl,male,4,M
10.1109/TVCG.2011.250,Dieter Schmalstieg,male,5,L
10.1109/TVCG.2011.251,Jagoda Walny,female,1,F
10.1109/TVCG.2011.251,Sheelagh Carpendale,female,2,M
10.1109/TVCG.2011.251,Nathalie Henry Riche,female,3,M
10.1109/TVCG.2011.251,Gina Venolia,female,4,M
10.1109/TVCG.2011.251,Philip Fawcett,male,5,L
10.1109/TVCG.2011.252,Patrick J. Moran,male,1,F
10.1109/TVCG.2011.252,David Ellsworth,male,2,L
10.1109/TVCG.2011.253,A. Johannes Pretorius,male,1,F
10.1109/TVCG.2011.253,Mark-Anthony Bray,male,2,M
10.1109/TVCG.2011.253,Anne E. Carpenter,female,3,M
10.1109/TVCG.2011.253,Roy A. Ruddle,male,4,L
10.1109/TVCG.2011.254,Xavier Tricoche,male,1,F
10.1109/TVCG.2011.254,Christoph Garth,male,2,M
10.1109/TVCG.2011.254,Allen R. Sanderson,male,3,L
10.1109/TVCG.2011.255,Jessica Hullman,female,1,F
10.1109/TVCG.2011.255,Nicholas Diakopoulos,male,2,L
10.1109/TVCG.2011.258,Martin Haidacher,male,1,F
10.1109/TVCG.2011.258,Stefan Bruckner,male,2,M
10.1109/TVCG.2011.258,M. Eduard Gröller,male,3,L
10.1109/TVCG.2011.259,Norbert Lindow,male,1,F
10.1109/TVCG.2011.259,Daniel Baum,male,2,M
10.1109/TVCG.2011.259,Hans-Christian Hege,male,3,L
10.1109/TVCG.2011.260,Christopher Koehler,male,1,F
10.1109/TVCG.2011.260,Thomas Wischgoll,male,2,M
10.1109/TVCG.2011.260,Haibo Dong,male,3,M
10.1109/TVCG.2011.260,Zachary Gaston,male,4,L
10.1109/TVCG.2011.261,Hanqi Guo,male,1,F
10.1109/TVCG.2011.261,Ningyu Mao,female,2,M
10.1109/TVCG.2011.261,Xiaoru Yuan,male,3,L
10.1109/TVCG.2012.186,Lars Kuehne,male,1,F
10.1109/TVCG.2012.186,Joachim Giesen,male,2,M
10.1109/TVCG.2012.186,Zhiyuan Zhang,male,3,M
10.1109/TVCG.2012.186,Sungsoo Ha,male,4,M
10.1109/TVCG.2012.186,Klaus Mueller,male,5,L
10.1109/TVCG.2012.187,Ralf Kähler,male,1,F
10.1109/TVCG.2012.187,Oliver Hahn,male,2,M
10.1109/TVCG.2012.187,Tom Abel,male,3,L
10.1109/TVCG.2012.188,Veronika Soltészová,female,1,F
10.1109/TVCG.2012.188,Cagatay Turkay,male,2,M
10.1109/TVCG.2012.188,Mark C. Price,male,3,M
10.1109/TVCG.2012.188,Ivan Viola,male,4,L
10.1109/TVCG.2012.189,Kai Xu 0003,male,1,F
10.1109/TVCG.2012.189,Chris Rooney,male,2,M
10.1109/TVCG.2012.189,Peter J. Passmore,male,3,M
10.1109/TVCG.2012.189,Dong-Han Ham,male,4,M
10.1109/TVCG.2012.189,Phong H. Nguyen,male,5,L
10.1109/TVCG.2012.190,Andrea Unger,female,1,F
10.1109/TVCG.2012.190,Sven Schulte,male,2,M
10.1109/TVCG.2012.190,Volker Klemann,male,3,M
10.1109/TVCG.2012.190,Doris Dransch,female,4,L
10.1109/TVCG.2012.191,Mike Sips,male,1,F
10.1109/TVCG.2012.191,Patrick Köthur,male,2,M
10.1109/TVCG.2012.191,Andrea Unger,female,3,M
10.1109/TVCG.2012.191,Hans-Christian Hege,male,4,M
10.1109/TVCG.2012.191,Doris Dransch,female,5,L
10.1109/TVCG.2012.192,Bernhard Jenny,male,1,F
10.1109/TVCG.2012.193,Martin Fink 0001,male,1,F
10.1109/TVCG.2012.193,Jan-Henrik Haunert,male,2,M
10.1109/TVCG.2012.193,André Schulz 0001,male,3,M
10.1109/TVCG.2012.193,Joachim Spoerhase,male,4,M
10.1109/TVCG.2012.193,Alexander Wolff 0001,male,5,L
10.1109/TVCG.2012.194,Nathaniel Fout,male,1,F
10.1109/TVCG.2012.194,Kwan-Liu Ma,male,2,L
10.1109/TVCG.2012.195,R. Jordan Crouser,male,1,F
10.1109/TVCG.2012.195,Remco Chang,male,2,L
10.1109/TVCG.2012.196,Justin Talbot,male,1,F
10.1109/TVCG.2012.196,John Gerth,male,2,M
10.1109/TVCG.2012.196,Pat Hanrahan,male,3,L
10.1109/TVCG.2012.197,Rita Borgo,female,1,F
10.1109/TVCG.2012.197,Alfie Abdul-Rahman,male,2,M
10.1109/TVCG.2012.197,Farhan Mohamed,male,3,M
10.1109/TVCG.2012.197,Phil W. Grant,male,4,M
10.1109/TVCG.2012.197,Irene Reppa,female,5,M
10.1109/TVCG.2012.197,Luciano Floridi,male,6,M
10.1109/TVCG.2012.197,Min Chen 0001,female,7,L
10.1109/TVCG.2012.198,Wieland Reich,male,1,F
10.1109/TVCG.2012.198,Gerik Scheuermann,male,2,L
10.1109/TVCG.2012.199,Luana Micallef,female,1,F
10.1109/TVCG.2012.199,Pierre Dragicevic,male,2,M
10.1109/TVCG.2012.199,Jean-Daniel Fekete,male,3,L
10.1109/TVCG.2012.200,Daniela Ushizima,female,1,F
10.1109/TVCG.2012.200,Dmitriy Morozov,male,2,M
10.1109/TVCG.2012.200,Gunther H. Weber,male,3,M
10.1109/TVCG.2012.200,Andrea G. C. Bianchi,female,4,M
10.1109/TVCG.2012.200,James A. Sethian,male,5,M
10.1109/TVCG.2012.200,E. Wes Bethel,male,6,L
10.1109/TVCG.2012.202,Rocco Gasteiger,male,1,F
10.1109/TVCG.2012.202,Dirk J. Lehmann,male,2,M
10.1109/TVCG.2012.202,Roy van Pelt,male,3,M
10.1109/TVCG.2012.202,Gábor Janiga,male,4,M
10.1109/TVCG.2012.202,Oliver Beuing,male,5,M
10.1109/TVCG.2012.202,Anna Vilanova,female,6,M
10.1109/TVCG.2012.202,Holger Theisel,male,7,M
10.1109/TVCG.2012.202,Bernhard Preim,male,8,L
10.1109/TVCG.2012.203,Gunnar Läthén,male,1,F
10.1109/TVCG.2012.203,Stefan Lindholm,male,2,M
10.1109/TVCG.2012.203,Reiner Lenz,male,3,M
10.1109/TVCG.2012.203,Anders Persson,male,4,M
10.1109/TVCG.2012.203,Magnus Borga,male,5,L
10.1109/TVCG.2012.204,Bongshin Lee,female,1,F
10.1109/TVCG.2012.204,Petra Isenberg,female,2,M
10.1109/TVCG.2012.204,Nathalie Henry Riche,female,3,M
10.1109/TVCG.2012.204,Sheelagh Carpendale,female,4,L
10.1109/TVCG.2012.205,Thomas Baudel,male,1,F
10.1109/TVCG.2012.205,Bertjan Broeksema,male,2,L
10.1109/TVCG.2012.206,Alexander Bock,male,1,F
10.1109/TVCG.2012.206,Erik Sundén,male,2,M
10.1109/TVCG.2012.206,Bingchen Liu,male,3,M
10.1109/TVCG.2012.206,Burkhard Wünsche,male,4,M
10.1109/TVCG.2012.206,Timo Ropinski,male,5,L
10.1109/TVCG.2012.207,Alexander Pilhofer,male,1,F
10.1109/TVCG.2012.207,Alexander Gribov,male,2,M
10.1109/TVCG.2012.207,Antony Unwin,male,3,L
10.1109/TVCG.2012.208,Kasper Dinkla,male,1,F
10.1109/TVCG.2012.208,Michel A. Westenberg,male,2,M
10.1109/TVCG.2012.208,Jarke J. van Wijk,male,3,L
10.1109/TVCG.2012.209,Attila Gyulassy,male,1,F
10.1109/TVCG.2012.209,Peer-Timo Bremer,male,2,M
10.1109/TVCG.2012.209,Valerio Pascucci,male,3,L
10.1109/TVCG.2012.210,Krishna Chaitanya Gurijala,male,1,F
10.1109/TVCG.2012.210,Lei Wang 0024,male,2,M
10.1109/TVCG.2012.210,Arie E. Kaufman,male,3,L
10.1109/TVCG.2012.211,Harald Obermaier,male,1,F
10.1109/TVCG.2012.211,Kenneth I. Joy,male,2,L
10.1109/TVCG.2012.212,Yuzuru Tanahashi,male,1,F
10.1109/TVCG.2012.212,Kwan-Liu Ma,male,2,L
10.1109/TVCG.2012.213,Michael Sedlmair,male,1,F
10.1109/TVCG.2012.213,Miriah D. Meyer,female,2,M
10.1109/TVCG.2012.213,Tamara Munzner,female,3,L
10.1109/TVCG.2012.214,Steven R. Gomez,male,1,F
10.1109/TVCG.2012.214,Radu Jianu,male,2,M
10.1109/TVCG.2012.214,Caroline Ziemkiewicz,female,3,M
10.1109/TVCG.2012.214,Hua Guo,female,4,M
10.1109/TVCG.2012.214,David H. Laidlaw,male,5,L
10.1109/TVCG.2012.215,Sung-Hee Kim,female,1,F
10.1109/TVCG.2012.215,Zhihua Dong,male,2,M
10.1109/TVCG.2012.215,Hanjun Xian,male,3,M
