doi,author,gender,position,position.rank
10.1109/VISUAL.1996.568132,Orlando Ardito,male,3,M
10.1109/VISUAL.1996.568132,Kim Morla,female,4,M
10.1109/VISUAL.1996.568132,Eduardo Nolasco,male,5,M
10.1109/VISUAL.1996.568132,Jorge Prado,male,6,M
10.1109/VISUAL.1996.568132,Regulo Franco,male,7,M
10.1109/VISUAL.1996.568132,Antonio Murga,male,8,M
10.1109/VISUAL.1996.568132,Guillermo Wiese,male,9,L
10.1109/VISUAL.1996.568133,Colin R. F. Monks,male,1,F
10.1109/VISUAL.1996.568133,Patricia Crossno,female,2,M
10.1109/VISUAL.1996.568133,George S. Davidson,male,3,M
10.1109/VISUAL.1996.568133,Constantine J. Pavlakos,male,4,M
10.1109/VISUAL.1996.568133,Abraham Kupfer,male,5,M
10.1109/VISUAL.1996.568133,Cláudio T. Silva,male,6,M
10.1109/VISUAL.1996.568133,Brian N. Wylie,male,7,L
10.1109/VISUAL.1996.568134,Karel J. Zuiderveld,male,1,F
10.1109/VISUAL.1996.568134,Peter M. A. van Ooijen,male,2,M
10.1109/VISUAL.1996.568134,John W. C. Chin-A-Woeng,male,3,M
10.1109/VISUAL.1996.568134,Pieter C. Buijs,male,4,M
10.1109/VISUAL.1996.568134,Marco Olree,male,5,M
10.1109/VISUAL.1996.568134,Frits H. Post,male,6,L
10.1109/VISUAL.1996.568135,Vishram Pandit,male,1,F
10.1109/VISUAL.1996.568135,Robert McDermott,male,2,M
10.1109/VISUAL.1996.568135,Gianluca Lazzi,male,3,M
10.1109/VISUAL.1996.568135,Cynthia Furse,female,4,M
10.1109/VISUAL.1996.568135,Om Gandhi,male,5,L
10.1109/VISUAL.1996.568136,Georgios Sakas,male,1,F
10.1109/VISUAL.1996.568136,Michael G. Vicker,male,2,M
10.1109/VISUAL.1996.568136,Peter Jörg Plath,male,3,L
10.1109/VISUAL.1996.568137,Martin Roth,male,1,F
10.1109/VISUAL.1996.568137,Ronald Peikert,male,2,L
10.1109/VISUAL.1996.568138,Aaron Trott,male,1,F
10.1109/VISUAL.1996.568138,Robert J. Moorhead II,male,2,M
10.1109/VISUAL.1996.568138,John McGinley,male,3,L
10.1109/VISUAL.1996.568139,Ed Boring,male,1,F
10.1109/VISUAL.1996.568139,Alex T. Pang,male,2,L
10.1109/VISUAL.1996.568140,Jens C. Trapp,male,1,F
10.1109/VISUAL.1996.568140,Hans-Georg Pagendarm,male,2,L
10.1109/VISUAL.1996.568141,John G. Hagedorn,male,1,F
10.1109/VISUAL.1996.568141,Holly E. Rushmeier,female,2,M
10.1109/VISUAL.1996.568141,John Blendell,male,3,M
10.1109/VISUAL.1996.568141,Mark Vaudin,male,4,L
10.1109/VISUAL.1996.568142,Shao-Chiung Lu,male,1,F
10.1109/VISUAL.1996.568142,Alec B. Rebello,male,2,M
10.1109/VISUAL.1996.568142,D. H. Cui,male,3,M
10.1109/VISUAL.1996.568142,Roni Yagel,male,4,M
10.1109/VISUAL.1996.568142,R. A. Miller,male,5,M
10.1109/VISUAL.1996.568142,G. L. Kinzel,male,6,L
10.1109/VISUAL.1996.568143,Shao-Chiung Lu,male,1,F
10.1109/VISUAL.1996.568143,Alec B. Rebello,male,2,M
10.1109/VISUAL.1996.568143,D. H. Cui,male,3,M
10.1109/VISUAL.1996.568143,Roni Yagel,male,4,M
10.1109/VISUAL.1996.568143,R. A. Miller,male,5,M
10.1109/VISUAL.1996.568143,G. L. Kinzel,male,6,L
10.1109/VISUAL.1996.568144,James S. Painter,male,1,F
10.1109/VISUAL.1996.568144,Hans-Peter Bunge,male,2,M
10.1109/VISUAL.1996.568144,Yarden Livnat,male,3,L
10.1109/VISUAL.1996.568145,Yingcai Xiao,male,1,F
10.1109/VISUAL.1996.568145,John P. Ziebarth,male,2,M
10.1109/VISUAL.1996.568145,Chuck Woodbury,male,3,M
10.1109/VISUAL.1996.568145,Eric Bayer,male,4,M
10.1109/VISUAL.1996.568145,Bruce Rundell,male,5,M
10.1109/VISUAL.1996.568145,Jeroen van der Zijp,male,6,L
10.1109/VISUAL.1996.568146,Adam B. Forgang,male,1,F
10.1109/VISUAL.1996.568146,Bernd Hamann,male,2,M
10.1109/VISUAL.1996.568146,Carl F. Cerco,male,3,L
10.1109/VISUAL.1996.568147,David C. Banks,male,1,F
10.1109/VISUAL.1996.568147,Bernd Hamann,male,2,M
10.1109/VISUAL.1996.568147,Po-Yu Tsai,male,3,M
10.1109/VISUAL.1996.568147,Robert J. Moorhead II,male,4,M
10.1109/VISUAL.1996.568147,Jonathan Barlow,male,5,L
10.1109/VISUAL.1996.568148,Sheelagh Carpendale,female,1,F
10.1109/VISUAL.1996.568148,Andrew Fall,male,2,M
10.1109/VISUAL.1996.568148,David J. Cowperthwaite,male,3,M
10.1109/VISUAL.1996.568148,Joseph Fall,male,4,M
10.1109/VISUAL.1996.568148,F. David Fracchia,male,5,L
10.1109/VISUAL.1996.568149,Scott Nations,male,1,F
10.1109/VISUAL.1996.568149,Robert J. Moorhead II,male,2,M
10.1109/VISUAL.1996.568149,Kelly P. Gaither,female,3,M
10.1109/VISUAL.1996.568149,Steve Aukstakalnis,male,4,M
10.1109/VISUAL.1996.568149,Rhonda Vickery,female,5,M
10.1109/VISUAL.1996.568149,Warren Carl Couvillion Jr.,male,6,M
10.1109/VISUAL.1996.568149,Daniel N. Fox,male,7,M
10.1109/VISUAL.1996.568149,Peter Flynn,male,8,M
10.1109/VISUAL.1996.568149,Alan J. Wallcraft,male,9,M
10.1109/VISUAL.1996.568149,Patrick Hogan,male,10,M
10.1109/VISUAL.1996.568149,Ole Martin Smedstad,male,11,L
10.1109/VISUAL.1996.568150,Jarke J. van Wijk,male,1,F
10.1109/VISUAL.1996.568150,Hans J. W. Spoelder,male,2,M
10.1109/VISUAL.1996.568150,Willem-Jan Knibbe,male,3,M
10.1109/VISUAL.1996.568150,Kamran Eftekhari Shahroudi,male,4,L
10.1109/VISUAL.1996.568151,William E. Lorensen,male,1,F
10.1109/VISUAL.1996.568151,Ron Kikinis,male,2,M
10.1109/VISUAL.1996.568151,Sandy Napel,female,3,M
10.1109/VISUAL.1996.568151,Arie E. Kaufman,male,4,M
10.1109/VISUAL.1996.568151,John Flynn,male,5,L
10.1109/VISUAL.1996.568160,Hanspeter Pfister,male,1,F
10.1109/VISUAL.1996.568160,Günter Knittel,male,2,M
10.1109/VISUAL.1996.568160,Jürgen Hesser,male,3,M
10.1109/VISUAL.1996.568160,John C. Goble,male,4,L
10.1109/VISUAL.1996.568163,Gregory Piatetsky-Shapiro,male,1,F
10.1109/VISUAL.1996.568163,Graham J. Wills,male,2,L
10.1109/VISUAL.1996.568165,David Banks,male,1,F
10.1109/VISUAL.1996.568165,George Francis,male,2,M
10.1109/VISUAL.1996.568165,Andrew J. Hanson,male,3,M
10.1109/VISUAL.1996.568165,Loki Jörgenson,male,4,L
10.1109/VISUAL.1996.569203,Robert Braham,male,1,F
10.1109/VISUAL.1996.569203,F. David Fracchia,male,2,M
10.1109/VISUAL.1996.569203,Andrew S. Glassner,male,3,M
10.1109/VISUAL.1996.569203,Barbara Mones-Hattal,female,4,M
10.1109/VISUAL.1996.569203,Russ Rose,male,5,M
10.1109/VISUAL.1996.569203,Nahum D. Gershon,male,6,L
10.1109/VISUAL.1997.663848,Torsten Möller,male,1,F
10.1109/VISUAL.1997.663848,Raghu Machiraju,male,2,M
10.1109/VISUAL.1997.663848,Klaus Mueller,male,3,M
10.1109/VISUAL.1997.663848,Roni Yagel,male,4,L
10.1109/VISUAL.1997.663851,Taosong He,male,1,F
10.1109/VISUAL.1997.663851,Arie E. Kaufman,male,2,L
10.1109/VISUAL.1997.663853,Rüdiger Westermann,male,1,F
10.1109/VISUAL.1997.663853,Thomas Ertl,male,2,L
10.1109/VISUAL.1997.663855,Roger C. Tam,male,1,F
10.1109/VISUAL.1997.663855,Christopher G. Healey,male,2,M
10.1109/VISUAL.1997.663855,Borys Flak,male,3,M
10.1109/VISUAL.1997.663855,Peter Cahoon,male,4,L
10.1109/VISUAL.1997.663856,Christopher R. Volpe,male,1,F
10.1109/VISUAL.1997.663856,Ephraim P. Glinert,male,2,L
10.1109/VISUAL.1997.663857,Yingmei Lavin,female,1,F
10.1109/VISUAL.1997.663857,Yuval Levy,male,2,M
10.1109/VISUAL.1997.663857,Lambertus Hesselink,male,3,L
10.1109/VISUAL.1997.663858,Gerik Scheuermann,male,1,F
10.1109/VISUAL.1997.663858,Hans Hagen,male,2,M
10.1109/VISUAL.1997.663858,Heinz Krüger,male,3,M
10.1109/VISUAL.1997.663858,Martin Menzel,male,4,M
10.1109/VISUAL.1997.663858,Alyn P. Rockwood,male,5,L
10.1109/VISUAL.1997.663859,Wenli Cai,female,1,F
10.1109/VISUAL.1997.663859,Pheng-Ann Heng,male,2,L
10.1109/VISUAL.1997.663860,Mark A. Duchaineau,male,1,F
10.1109/VISUAL.1997.663860,Murray Wolinsky,male,2,M
10.1109/VISUAL.1997.663860,David E. Sigeti,male,3,M
10.1109/VISUAL.1997.663860,Mark C. Miller,male,4,M
10.1109/VISUAL.1997.663860,Charles Aldrich,male,5,M
10.1109/VISUAL.1997.663860,Mark B. Mineev-Weinstein,male,6,L
10.1109/VISUAL.1997.663862,Dru Clark,male,1,F
10.1109/VISUAL.1997.663862,Michael J. Bailey,male,2,L
10.1109/VISUAL.1997.663863,Boris Rabinovich,male,1,F
10.1109/VISUAL.1997.663863,Craig Gotsman,male,2,L
10.1109/VISUAL.1997.663865,Leila De Floriani,female,1,F
10.1109/VISUAL.1997.663865,Paola Magillo,female,2,M
10.1109/VISUAL.1997.663865,Enrico Puppo,male,3,L
10.1109/VISUAL.1997.663866,Pak Chung Wong,male,1,F
10.1109/VISUAL.1997.663866,R. Daniel Bergeron,male,2,L
10.1109/VISUAL.1997.663867,Rainer Wegenkittl,male,1,F
10.1109/VISUAL.1997.663867,Helwig Löffelmann,male,2,M
10.1109/VISUAL.1997.663867,M. Eduard Gröller,male,3,L
10.1109/VISUAL.1997.663868,Jackie Assa,female,1,F
10.1109/VISUAL.1997.663868,Daniel Cohen-Or,male,2,M
10.1109/VISUAL.1997.663868,Tova Milo,female,3,L
10.1109/VISUAL.1997.663869,Yong Zhou 0001,unisex,1,F
10.1109/VISUAL.1997.663869,Baoquan Chen,male,2,M
10.1109/VISUAL.1997.663869,Arie E. Kaufman,male,3,L
10.1109/VISUAL.1997.663871,Gregory M. Nielson,male,1,F
10.1109/VISUAL.1997.663871,Il-Hong Jung,male,2,M
10.1109/VISUAL.1997.663871,Junwon Sung,male,3,L
10.1109/VISUAL.1997.663872,Zhifan Zhu,male,1,F
10.1109/VISUAL.1997.663872,Raghu Machiraju,male,2,M
10.1109/VISUAL.1997.663872,Bryan Fry,male,3,M
10.1109/VISUAL.1997.663872,Robert J. Moorhead II,male,4,L
10.1109/VISUAL.1997.663874,Penny Rheingans,female,1,F
10.1109/VISUAL.1997.663875,Chandrajit L. Bajaj,male,1,F
10.1109/VISUAL.1997.663875,Valerio Pascucci,male,2,M
10.1109/VISUAL.1997.663875,Daniel Schikore,male,3,L
10.1109/VISUAL.1997.663876,Andrew J. Hanson,male,1,F
10.1109/VISUAL.1997.663876,Eric A. Wernert,male,2,L
10.1109/VISUAL.1997.663878,Martin L. Brady,male,1,F
10.1109/VISUAL.1997.663878,Kenneth K. Jung,male,2,M
10.1109/VISUAL.1997.663878,H. T. Nguyen,male,3,M
10.1109/VISUAL.1997.663878,Thinh P. Q. Nguyen,male,4,L
10.1109/VISUAL.1997.663880,Jason Freund,male,1,F
10.1109/VISUAL.1997.663880,Kenneth R. Sloan,male,2,L
10.1109/VISUAL.1997.663882,J. Edward Swan,male,1,F
10.1109/VISUAL.1997.663882,Klaus Mueller,male,2,M
10.1109/VISUAL.1997.663882,Torsten Möller,male,3,M
10.1109/VISUAL.1997.663882,Naeem Shareef,male,4,M
10.1109/VISUAL.1997.663882,Roger Crawfis,male,5,M
10.1109/VISUAL.1997.663882,Roni Yagel,male,6,L
10.1109/VISUAL.1997.663883,William J. Schroeder,male,1,F
10.1109/VISUAL.1997.663885,Guy Albertelli,male,1,F
10.1109/VISUAL.1997.663885,Roger Crawfis,male,2,L
10.1109/VISUAL.1997.663886,Gregory M. Nielson,male,1,F
10.1109/VISUAL.1997.663886,Junwon Sung,male,2,L
10.1109/VISUAL.1997.663887,Gregory M. Nielson,male,1,F
10.1109/VISUAL.1997.663887,Richard Franke,male,2,L
10.1109/VISUAL.1997.663888,Michael Cox,male,1,F
10.1109/VISUAL.1997.663888,David Ellsworth,male,2,L
10.1109/VISUAL.1997.663889,Issei Fujishiro,male,1,F
10.1109/VISUAL.1997.663889,Yuriko Takeshima,female,2,M
10.1109/VISUAL.1997.663889,Yoshihiko Ichikawa,male,3,M
10.1109/VISUAL.1997.663889,Kyoko Nakamura,female,4,L
10.1109/VISUAL.1997.663890,Jason D. Wood,male,1,F
10.1109/VISUAL.1997.663890,Helen Wright,female,2,M
10.1109/VISUAL.1997.663890,Ken Brodlie,male,3,L
10.1109/VISUAL.1997.663891,Cherilyn Michaels,female,1,F
10.1109/VISUAL.1997.663891,Michael J. Bailey,male,2,L
10.1109/VISUAL.1997.663892,Qian Chen,male,1,F
10.1109/VISUAL.1997.663892,Gérard G. Medioni,male,2,L
10.1109/VISUAL.1997.663893,Peter Rander,male,1,F
10.1109/VISUAL.1997.663893,P. J. Narayanan,male,2,M
10.1109/VISUAL.1997.663893,Takeo Kanade,male,3,L
10.1109/VISUAL.1997.663894,Kwan-Liu Ma,male,1,F
10.1109/VISUAL.1997.663894,Victoria Interrante,female,2,L
10.1109/VISUAL.1997.663895,Yi-Jen Chiang,male,1,F
10.1109/VISUAL.1997.663895,Cláudio T. Silva,male,2,L
10.1109/VISUAL.1997.663896,Vijendra Jaswal,male,1,F
10.1109/VISUAL.1997.663897,Rainer Wegenkittl,male,1,F
10.1109/VISUAL.1997.663897,M. Eduard Gröller,male,2,L
10.1109/VISUAL.1997.663898,Han-Wei Shen,male,1,F
10.1109/VISUAL.1997.663898,David L. Kao,male,2,L
10.1109/VISUAL.1997.663899,Bruno Jobard,male,1,F
10.1109/VISUAL.1997.663899,Wilfrid Lefer,male,2,L
10.1109/VISUAL.1997.663900,Tzi-cker Chiueh,male,1,F
10.1109/VISUAL.1997.663900,Chuan-Kai Yang,male,2,M
10.1109/VISUAL.1997.663900,Taosong He,male,3,M
10.1109/VISUAL.1997.663900,Hanspeter Pfister,male,4,M
10.1109/VISUAL.1997.663900,Arie E. Kaufman,male,5,L
10.1109/VISUAL.1997.663901,Oliver G. Staadt,male,1,F
10.1109/VISUAL.1997.663901,Markus H. Gross,male,2,M
10.1109/VISUAL.1997.663901,Roger Weber,male,3,L
10.1109/VISUAL.1997.663902,Mike M. Chow,male,1,F
10.1109/VISUAL.1997.663903,Daniel G. Aliaga,male,1,F
10.1109/VISUAL.1997.663903,Anselmo Lastra,male,2,L
10.1109/VISUAL.1997.663904,Gill Barequet,female,1,F
10.1109/VISUAL.1997.663904,Subodh Kumar,male,2,L
10.1109/VISUAL.1997.663905,Chhandomay Mandal,male,1,F
10.1109/VISUAL.1997.663905,Hong Qin,male,2,M
10.1109/VISUAL.1997.663905,Baba C. Vemuri,male,3,L
10.1109/VISUAL.1997.663906,Tran S. Gieng,female,1,F
10.1109/VISUAL.1997.663906,Bernd Hamann,male,2,M
10.1109/VISUAL.1997.663906,Kenneth I. Joy,male,3,M
10.1109/VISUAL.1997.663906,Gregory L. Schussman,male,4,M
10.1109/VISUAL.1997.663906,Issac J. Trotts,male,5,L
10.1109/VISUAL.1997.663907,Roberto Grosso,male,1,F
10.1109/VISUAL.1997.663907,Christoph Lürig,male,2,M
10.1109/VISUAL.1997.663907,Thomas Ertl,male,3,L
10.1109/VISUAL.1997.663908,Jonathan D. Cohen,male,1,F
10.1109/VISUAL.1997.663908,Dinesh Manocha,male,2,M
10.1109/VISUAL.1997.663908,Marc Olano,male,3,L
10.1109/VISUAL.1997.663909,Jihad El-Sana,male,1,F
10.1109/VISUAL.1997.663909,Amitabh Varshney,male,2,L
10.1109/VISUAL.1997.663910,David N. Kenwright,male,1,F
10.1109/VISUAL.1997.663910,Robert Haimes,male,2,L
10.1109/VISUAL.1997.663911,Samuel P. Uselton,male,1,F
10.1109/VISUAL.1997.663912,Victoria Interrante,female,1,F
10.1109/VISUAL.1997.663912,Chester Grosch,male,2,L
10.1109/VISUAL.1997.663913,Jean-Marie Favre,male,1,F
10.1109/VISUAL.1997.663914,Pak Chung Wong,male,1,F
10.1109/VISUAL.1997.663914,R. Daniel Bergeron,male,2,L
10.1109/VISUAL.1997.663915,Suya You,male,1,F
10.1109/VISUAL.1997.663915,Lichan Hong,male,2,M
10.1109/VISUAL.1997.663915,Ming Wan,male,3,M
10.1109/VISUAL.1997.663915,Kittiboon Junyaprasert,female,4,M
10.1109/VISUAL.1997.663915,Arie E. Kaufman,male,5,M
10.1109/VISUAL.1997.663915,Shigeru Muraki,male,6,M
10.1109/VISUAL.1997.663915,Yong Zhou 0001,unisex,7,M
10.1109/VISUAL.1997.663915,Mark Wax,male,8,M
10.1109/VISUAL.1997.663915,Zhengrong Liang,male,9,L
10.1109/VISUAL.1997.663916,Patrick Hoffman,male,1,F
10.1109/VISUAL.1997.663916,Georges G. Grinstein,male,2,M
10.1109/VISUAL.1997.663916,Kenneth A. Marx,male,3,M
10.1109/VISUAL.1997.663916,Ivo Grosse,male,4,M
10.1109/VISUAL.1997.663916,Eugene Stanley,male,5,L
10.1109/VISUAL.1997.663917,Anna Puig,female,1,F
10.1109/VISUAL.1997.663917,Dani Tost,female,2,M
10.1109/VISUAL.1997.663917,Isabel Navazo,female,3,L
10.1109/VISUAL.1997.663918,David C. Banks,male,1,F
10.1109/VISUAL.1997.663918,John T. Foley,male,2,M
10.1109/VISUAL.1997.663918,Kiril Vidimce,male,3,M
10.1109/VISUAL.1997.663918,Ming-Hoe Kiu,male,4,L
10.1109/VISUAL.1997.663919,James P. Ahrens,male,1,F
10.1109/VISUAL.1997.663919,Patrick S. McCormick,male,2,M
10.1109/VISUAL.1997.663919,James Bossert,male,3,M
10.1109/VISUAL.1997.663919,Jon Reisner,male,4,M
10.1109/VISUAL.1997.663919,Judith Winterkamp,female,5,L
10.1109/VISUAL.1997.663920,Maria Shneerson,female,1,F
10.1109/VISUAL.1997.663920,Ayellet Tal,female,2,L
10.1109/VISUAL.1997.663921,Anton L. Fuhrmann,male,1,F
10.1109/VISUAL.1997.663921,Helwig Löffelmann,male,2,M
10.1109/VISUAL.1997.663921,Dieter Schmalstieg,male,3,L
10.1109/VISUAL.1997.663922,Holly E. Rushmeier,female,1,F
10.1109/VISUAL.1997.663922,Richard D. Lawrence,male,2,M
10.1109/VISUAL.1997.663922,George S. Almási,male,3,L
10.1109/VISUAL.1997.663923,Russell M. Taylor II,male,1,F
10.1109/VISUAL.1997.663923,Jun Chen,male,2,M
10.1109/VISUAL.1997.663923,Shoji Okimoto,male,3,M
10.1109/VISUAL.1997.663923,Noel Llopis-Artime,male,4,M
10.1109/VISUAL.1997.663923,Vernon L. Chi,male,5,M
10.1109/VISUAL.1997.663923,Frederick P. Brooks Jr.,male,6,M
10.1109/VISUAL.1997.663923,Michael R. Falvo,male,7,M
10.1109/VISUAL.1997.663923,Scott Paulson,male,8,M
10.1109/VISUAL.1997.663923,Pichet Thiansathaporn,male,9,M
10.1109/VISUAL.1997.663923,David Glick,male,10,M
10.1109/VISUAL.1997.663923,Sean Washburn,male,11,M
10.1109/VISUAL.1997.663923,Richard Superfine,male,12,L
10.1109/VISUAL.1997.663924,Jed Marti,male,1,F
10.1109/VISUAL.1997.663925,Jeremy J. Loomis,male,1,F
10.1109/VISUAL.1997.663925,Xiuwen Liu,female,2,M
10.1109/VISUAL.1997.663925,Zhaohua Ding,male,3,M
10.1109/VISUAL.1997.663925,Kikuo Fujimura,male,4,M
10.1109/VISUAL.1997.663925,Michael L. Evans,male,5,M
10.1109/VISUAL.1997.663925,Hideo Ishikawa,male,6,L
10.1109/VISUAL.1997.663926,Dan Drake,male,1,F
10.1109/VISUAL.1997.663926,Thomas Simpson,male,2,M
10.1109/VISUAL.1997.663926,Larry Smithmier,male,3,M
10.1109/VISUAL.1997.663926,Penny Rheingans,female,4,L
10.1109/VISUAL.1997.663927,Lisa Sobierajski Avila,female,1,F
10.1109/VISUAL.1997.663927,William J. Schroeder,male,2,L
10.1109/VISUAL.1997.663928,Sven Kuschfeldt,male,1,F
10.1109/VISUAL.1997.663928,Thomas Ertl,male,2,M
10.1109/VISUAL.1997.663928,Michael Holzner,male,3,L
10.1109/VISUAL.1997.663929,Mark A. Livingston,male,1,F
10.1109/VISUAL.1997.663930,Patricia Crossno,female,1,F
10.1109/VISUAL.1997.663930,Edward Angel,male,2,L
10.1109/VISUAL.1997.663931,Sean M. Smith,male,1,F
10.1109/VISUAL.1997.663931,Glen N. Williams,male,2,L
10.1109/VISUAL.1997.663932,Carol L. Hunter,female,1,F
10.1109/VISUAL.1997.663932,Roger Crawfis,male,2,M
10.1109/VISUAL.1997.663932,Michael Cox,male,3,M
10.1109/VISUAL.1997.663932,Bernd Hamann,male,4,M
10.1109/VISUAL.1997.663932,Charles D. Hansen,male,5,M
10.1109/VISUAL.1997.663932,Mark C. Miller,male,6,L
10.1109/VISUAL.1997.663933,Georges G. Grinstein,male,1,F
10.1109/VISUAL.1997.663933,Sharon J. Laskowski,female,2,M
10.1109/VISUAL.1997.663933,Graham J. Wills,male,3,M
10.1109/VISUAL.1997.663933,Bernice E. Rogowitz,female,4,L
10.1109/VISUAL.1997.663934,Holly E. Rushmeier,female,1,F
10.1109/VISUAL.1997.663934,Harrison H. Barrett,male,2,M
10.1109/VISUAL.1997.663934,Penny Rheingans,female,3,M
10.1109/VISUAL.1997.663934,Samuel P. Uselton,male,4,M
10.1109/VISUAL.1997.663934,Andrew Watson,male,5,L
10.1109/VISUAL.1998.745280,Renato Pajarola,male,1,F
10.1109/VISUAL.1998.745281,Jianyun Chai,male,1,F
10.1109/VISUAL.1998.745281,Takaharu Miyoshi,male,2,M
10.1109/VISUAL.1998.745281,Eihachiro Nakamae,male,3,L
10.1109/VISUAL.1998.745282,Hugues Hoppe,male,1,F
10.1109/VISUAL.1998.745283,Leila De Floriani,female,1,F
10.1109/VISUAL.1998.745283,Paola Magillo,female,2,M
10.1109/VISUAL.1998.745283,Enrico Puppo,male,3,L
10.1109/VISUAL.1998.745284,Chandrajit L. Bajaj,male,1,F
10.1109/VISUAL.1998.745284,Valerio Pascucci,male,2,M
10.1109/VISUAL.1998.745284,Daniel Schikore,male,3,L
10.1109/VISUAL.1998.745285,Paolo Cignoni,male,1,F
10.1109/VISUAL.1998.745285,Claudio Montani,male,2,M
10.1109/VISUAL.1998.745285,Roberto Scopigno,male,3,M
10.1109/VISUAL.1998.745285,Claudio Rocchini,male,4,L
10.1109/VISUAL.1998.745286,Marek Teichmann,male,1,F
10.1109/VISUAL.1998.745286,Michael V. Capps,male,2,L
10.1109/VISUAL.1998.745287,Georges-Pierre Bonneau,male,1,F
10.1109/VISUAL.1998.745287,Alexandre Gerussi,male,2,L
10.1109/VISUAL.1998.745288,Deborah Silver,female,1,F
10.1109/VISUAL.1998.745288,Xin Wang,unisex,2,L
10.1109/VISUAL.1998.745289,Chris Henze,male,1,F
10.1109/VISUAL.1998.745290,Chi-Keung Tang,male,1,F
10.1109/VISUAL.1998.745290,Gérard G. Medioni,male,2,L
10.1109/VISUAL.1998.745291,Yingmei Lavin,female,1,F
10.1109/VISUAL.1998.745291,Rajesh Batra,male,2,M
10.1109/VISUAL.1998.745291,Lambertus Hesselink,male,3,L
10.1109/VISUAL.1998.745292,Christopher G. Healey,male,1,F
10.1109/VISUAL.1998.745292,James T. Enns,male,2,L
10.1109/VISUAL.1998.745293,Henrik Weimer,male,1,F
10.1109/VISUAL.1998.745293,Joe D. Warren,male,2,M
10.1109/VISUAL.1998.745293,Jane Troutner,female,3,M
10.1109/VISUAL.1998.745293,Wendell Wiggins,male,4,M
10.1109/VISUAL.1998.745293,John Shrout,male,5,L
10.1109/VISUAL.1998.745294,David H. Laidlaw,male,1,F
10.1109/VISUAL.1998.745294,Eric T. Ahrens,male,2,M
10.1109/VISUAL.1998.745294,David Kremers,male,3,M
10.1109/VISUAL.1998.745294,Matthew J. Avalos,male,4,M
10.1109/VISUAL.1998.745294,Russell E. Jacobs,male,5,M
10.1109/VISUAL.1998.745294,Carol Readhead,female,6,L
10.1109/VISUAL.1998.745295,Xiaoyang Mao,female,1,F
10.1109/VISUAL.1998.745295,Yuji Hatanaka,male,2,M
10.1109/VISUAL.1998.745295,Hidenori Higashida,male,3,M
10.1109/VISUAL.1998.745295,Atsumi Imamiya,female,4,L
10.1109/VISUAL.1998.745296,Martin Roth,male,1,F
10.1109/VISUAL.1998.745296,Ronald Peikert,male,2,L
10.1109/VISUAL.1998.745297,David N. Kenwright,male,1,F
10.1109/VISUAL.1998.745298,Han-Wei Shen,male,1,F
10.1109/VISUAL.1998.745299,Yi-Jen Chiang,male,1,F
10.1109/VISUAL.1998.745299,Cláudio T. Silva,male,2,M
10.1109/VISUAL.1998.745299,William J. Schroeder,male,3,L
10.1109/VISUAL.1998.745300,Yarden Livnat,male,1,F
10.1109/VISUAL.1998.745300,Charles D. Hansen,male,2,L
10.1109/VISUAL.1998.745301,Daniel A. Keim,male,1,F
10.1109/VISUAL.1998.745301,Annemarie Herrmann,female,2,L
10.1109/VISUAL.1998.745302,Nancy E. Miller,female,1,F
10.1109/VISUAL.1998.745302,Pak Chung Wong,male,2,M
10.1109/VISUAL.1998.745302,Mary Brewster,female,3,M
10.1109/VISUAL.1998.745302,Harlan Foote,male,4,L
10.1109/VISUAL.1998.745303,Donald H. House,male,1,F
10.1109/VISUAL.1998.745303,Christopher J. Kocmoud,male,2,L
10.1109/VISUAL.1998.745304,Klaus Kremer,male,1,F
10.1109/VISUAL.1998.745305,Voicu Popescu,male,1,F
10.1109/VISUAL.1998.745305,Anselmo Lastra,male,2,M
10.1109/VISUAL.1998.745305,Daniel G. Aliaga,male,3,M
10.1109/VISUAL.1998.745305,Manuel Menezes de Oliveira Neto,male,4,L
10.1109/VISUAL.1998.745306,Kay A. Robbins,female,1,F
10.1109/VISUAL.1998.745306,David M. Senseman,male,2,L
10.1109/VISUAL.1998.745307,Robert van Liere,male,1,F
10.1109/VISUAL.1998.745307,Jan Harkes,male,2,M
10.1109/VISUAL.1998.745307,Wim C. de Leeuw,male,3,L
10.1109/VISUAL.1998.745309,Klaus Mueller,male,1,F
10.1109/VISUAL.1998.745309,Roger Crawfis,male,2,L
10.1109/VISUAL.1998.745310,Lichan Hong,male,1,F
10.1109/VISUAL.1998.745310,Arie E. Kaufman,male,2,L
10.1109/VISUAL.1998.745311,Ulf Tiede,male,1,F
10.1109/VISUAL.1998.745311,Thomas Schiemann,male,2,M
10.1109/VISUAL.1998.745311,Karl Heinz Höhne,male,3,L
10.1109/VISUAL.1998.745312,Michael Garland,male,1,F
10.1109/VISUAL.1998.745312,Paul S. Heckbert,male,2,L
10.1109/VISUAL.1998.745313,Meenakshisundaram Gopi,male,1,F
10.1109/VISUAL.1998.745313,Dinesh Manocha,male,2,L
10.1109/VISUAL.1998.745314,Peter Lindstrom,male,1,F
10.1109/VISUAL.1998.745314,Greg Turk,male,2,L
10.1109/VISUAL.1998.745315,Issac J. Trotts,male,1,F
10.1109/VISUAL.1998.745315,Bernd Hamann,male,2,M
10.1109/VISUAL.1998.745315,Kenneth I. Joy,male,3,M
10.1109/VISUAL.1998.745315,David F. Wiley,male,4,L
10.1109/VISUAL.1998.745316,Ed Boring,male,1,F
