,DOI,AuthorName-Deduped,PositionNumber,PositionCode,OriginalAffiliation,CleanedAffiliation,Country
8843,10.1109/VAST.2006.261432,Harlan Foote,3,M,"Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA",USA
8844,10.1109/VAST.2006.261432,Patrick Mackey,4,M,"Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA",USA
8845,10.1109/VAST.2006.261432,James J. Thomas,5,L,"Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA",USA
8846,10.1109/VAST.2006.261433,Hangzai Luo,1,F,"Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA","University of North Carolina, Charlotte, USA",USA
8847,10.1109/VAST.2006.261433,Jianping Fan 0001,2,M,"Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA","University of North Carolina, Charlotte, USA",USA
8848,10.1109/VAST.2006.261433,Jing Yang 0001,3,M,"Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA","University of North Carolina, Charlotte, USA",USA
8849,10.1109/VAST.2006.261433,William Ribarsky,4,M,"Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA","University of North Carolina, Charlotte, USA",USA
8850,10.1109/VAST.2006.261433,Shin'ichi Satoh 0001,5,L,"National Institute of Informatics (NII), Tokyo, Japan",,
8851,10.1109/VAST.2006.261434,Avin Pattath,1,F,"Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8852,10.1109/VAST.2006.261434,Brian D. Bue,2,M,"Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8853,10.1109/VAST.2006.261434,Yun Jang,3,M,"Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8854,10.1109/VAST.2006.261434,David S. Ebert,4,M,"Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8855,10.1109/VAST.2006.261434,Xuan Zhong,5,M,"Center for Wireless Systems and Applications (CWSA), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8856,10.1109/VAST.2006.261434,Aaron Ault,6,M,"Center for Wireless Systems and Applications (CWSA), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8857,10.1109/VAST.2006.261434,Edward J. Coyle,7,L,"Center for Wireless Systems and Applications (CWSA), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8858,10.1109/VAST.2006.261435,Weichao Wang,1,F,"University of Kansas, USA","University of Kansas, USA",USA
8859,10.1109/VAST.2006.261435,Aidong Lu,2,L,"North Carolina State University, Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8860,10.1109/VAST.2006.261436,Ling Xiao,1,F,"University of Stanford, USA","Stanford University, USA",USA
8861,10.1109/VAST.2006.261436,John Gerth,2,M,"University of Stanford, USA","Stanford University, USA",USA
8862,10.1109/VAST.2006.261436,Pat Hanrahan,3,L,"University of Stanford, USA","Stanford University, USA",USA
8863,10.1109/VAST.2006.261437,E. Wes Bethel,1,F,"Computational Research Division and Lawrence Berkeley National Laboratory, University of California, Berkeley, CA",,
8864,10.1109/VAST.2006.261437,Scott Campbell,2,M,"National Energy Research Scientific Computing Center Division and Lawrence Berkeley National Laboratory, University of California, Berkeley, CA, USA","National Energy Research Scientific Computing Center Division, USA",USA
8865,10.1109/VAST.2006.261437,Eli Dart,3,M,"Energy Sciences Network and Lawrence Berkeley National Laboratory, University of California, Berkeley, CA, USA","Energy Sciences Network, USA",USA
8866,10.1109/VAST.2006.261437,Kurt Stockinger,4,M,"Computational Research Division and Lawrence Berkeley National Laboratory, University of California, Berkeley, CA, USA","University of California, Berkeley, USA",USA
8867,10.1109/VAST.2006.261437,Kesheng Wu,5,L,"Computational Research Division and Lawrence Berkeley National Laboratory, University of California, Berkeley, CA, USA","University of California, Berkeley, USA",USA
8868,10.1109/VAST.2006.261438,Daniel A. Keim,1,F,"Databases, Data Mining and Visualization Group, University of Konstanz, Germany","University of Konstanz,Germany",Germany
8869,10.1109/VAST.2006.261438,Florian Mansmann,2,M,"Databases, Data Mining and Visualization Group, University of Konstanz, Germany","University of Konstanz,Germany",Germany
8870,10.1109/VAST.2006.261438,Jörn Schneidewind,3,M,"Databases, Data Mining and Visualization Group, University of Konstanz, Germany","University of Konstanz,Germany",Germany
8871,10.1109/VAST.2006.261438,Tobias Schreck,4,L,"Databases, Data Mining and Visualization Group, University of Konstanz, Germany","University of Konstanz,Germany",Germany
8872,10.1109/VAST.2006.261439,Susan Brennan,1,F,"Psychology Department, Stony Brook University, Stony Brook, NY, USA","Stony Brook University, USA",USA
8873,10.1109/VAST.2006.261439,Klaus Mueller 0001,2,M,"Computer Science Department, Stony Brook University, Stony Brook, NY, USA",,
8874,10.1109/VAST.2006.261439,Gregory J. Zelinsky,3,M,"Psychology Department, Stony Brook University, Stony Brook, NY, USA","Stony Brook University, USA",USA
8875,10.1109/VAST.2006.261439,I. V. Ramakrishnan,4,M,"Computer Science Department, Stony Brook University, Stony Brook, NY, USA","Stony Brook University, USA",USA
8876,10.1109/VAST.2006.261439,David Scott Warren,5,M,"Computer Science Department, Stony Brook University, Stony Brook, NY, USA","Stony Brook University, USA",USA
8877,10.1109/VAST.2006.261439,Arie E. Kaufman,6,L,"Computer Science Department, Stony Brook University, Stony Brook, NY, USA","Stony Brook University, USA",USA
8878,10.1109/VAST.2006.261450,Stuart K. Card,1,F,"Palo Alto Research Center, CA, USA","Palo Alto Research Center, USA",USA
8879,10.1109/VAST.2006.261450,Bongwon Suh,2,M,"Palo Alto Research Center, CA, USA","Palo Alto Research Center, USA",USA
8880,10.1109/VAST.2006.261450,Bryan A. Pendleton,3,M,"Palo Alto Research Center, CA, USA","Palo Alto Research Center, USA",USA
8881,10.1109/VAST.2006.261450,Bryan Heer,4,M,"University of California at Berkeley, USA","University of California, Berkeley, USA",USA
8882,10.1109/VAST.2006.261450,John W. Bodnar,5,L,"SAIC, USA","Science Applications Int. Corp., McLean, VA, USA",USA
8883,10.1109/VAST.2006.261451,Bryan Mehta,1,F,"Computer Science & Engineering, Ohio State Uinversity, USA","Ohio State University, Columbus, USA",USA
8884,10.1109/VAST.2006.261451,Srinivasan Parthasarathy 0001,2,M,"Computer Science & Engineering, Ohio State Uinversity, USA","Ohio State University, Columbus, USA",USA
8885,10.1109/VAST.2006.261451,Raghu Machiraju,3,L,"Computer Science & Engineering, Ohio State Uinversity, USA","Ohio State University, Columbus, USA",USA
8886,10.1109/VAST.2006.261452,Roberto Therón,1,F,"Departamento deInformatica y Automatica, Universidad de Salamanca, Spain","Universidad de Salamanca, Spain",Spain
8887,10.1109/VAST.2007.4388989,Stephen Few,1,F,"University of California, Berkeley, USA","University of California, Berkeley, USA",USA
8888,10.1109/VAST.2007.4388990,Firdaus Janoos,1,F,"Department of Computer Science and Engineering, Ohio State Uinversity, USA","Ohio State University, Columbus, USA",USA
8889,10.1109/VAST.2007.4388990,Shantanu Singh,2,M,"Department of Computer Science and Engineering, Ohio State Uinversity, USA","Ohio State University, Columbus, USA",USA
8890,10.1109/VAST.2007.4388990,M. Okan Irfanoglu,3,M,"Department of Computer Science and Engineering, Ohio State Uinversity, USA","Ohio State University, Columbus, USA",USA
8891,10.1109/VAST.2007.4388990,Raghu Machiraju,4,M,"Department of Computer Science and Engineering, Ohio State Uinversity, USA","Ohio State University, Columbus, USA",USA
8892,10.1109/VAST.2007.4388990,Richard E. Parent,5,L,"Department of Computer Science and Engineering, Ohio State Uinversity, USA","Ohio State University, Columbus, USA",USA
8893,10.1109/VAST.2007.4388991,Chi-Chun Pan,1,F,"Pennsylvania State University, USA","Pennsylvania State University, USA",USA
8894,10.1109/VAST.2007.4388991,Prasenjit Mitra,2,L,"Pennsylvania State University, USA","Pennsylvania State University, USA",USA
8895,10.1109/VAST.2007.4388992,Ryan Eccles,1,F,"Oculus Info, Inc., USA","Oculus Info Inc., USA",USA
8896,10.1109/VAST.2007.4388992,Thomas Kapler,2,M,"Oculus Info, Inc., USA","Oculus Info Inc., USA",USA
8897,10.1109/VAST.2007.4388992,Robert Harper 0002,3,M,"Oculus Info, Inc., USA","Oculus Info Inc., USA",USA
8898,10.1109/VAST.2007.4388992,William Wright,4,L,"Oculus Info, Inc., USA","Oculus Info Inc., USA",USA
8899,10.1109/VAST.2007.4388993,Ross Maciejewski,1,F,"Purdue University Regional Visualization and Analytics Center, USA","Purdue University, USA",USA
8900,10.1109/VAST.2007.4388993,Benjamin Tyner,2,M,"Purdue University Regional Visualization and Analytics Center, USA","Purdue University, USA",USA
8901,10.1109/VAST.2007.4388993,Yun Jang,3,M,"Purdue University Regional Visualization and Analytics Center, USA","Purdue University, USA",USA
8902,10.1109/VAST.2007.4388993,Cheng Zheng,4,M,"Purdue University Regional Visualization and Analytics Center, USA","Purdue University, USA",USA
8903,10.1109/VAST.2007.4388993,Rimma V. Nehme,5,M,"Purdue University Regional Visualization and Analytics Center, USA","Purdue University, USA",USA
8904,10.1109/VAST.2007.4388993,David S. Ebert,6,M,"Purdue University Regional Visualization and Analytics Center, USA","Purdue University, USA",USA
8905,10.1109/VAST.2007.4388993,William S. Cleveland,7,M,"Purdue University Regional Visualization and Analytics Center, USA","Purdue University, USA",USA
8906,10.1109/VAST.2007.4388993,Mourad Ouzzani,8,M,"Purdue University Regional Visualization and Analytics Center, USA","Purdue University, USA",USA
8907,10.1109/VAST.2007.4388993,Shaun J. Grannis,9,M,"Regenstrief Institute, Indiana University School of Medicine, USA","Regenstrief Institute, USA",USA
8908,10.1109/VAST.2007.4388993,Shaun J. Grannis,9,M,"Regenstrief Institute, Indiana University School of Medicine, USA","University of Indiana, USA",USA
8909,10.1109/VAST.2007.4388993,Lawrence T. Glickman,10,L," School of Veterinary Medicine Clinical Epidemiology Group, Purdue University, USA","Purdue University, USA",USA
8910,10.1109/VAST.2007.4388994,SungYe Kim,1,F,"Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8911,10.1109/VAST.2007.4388994,Yun Jang,2,M,"Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8912,10.1109/VAST.2007.4388994,Angela K. Mellema,3,M,"Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN, USA",,
8913,10.1109/VAST.2007.4388994,David S. Ebert,4,M,"Purdue University Regional Visualization and Analytics Center (PURVAC), Purdue University, West Lafayette, IN, USA","Purdue University, USA",USA
8914,10.1109/VAST.2007.4388994,Timothy W. Collins,5,L,"Purdue Homeland Security Institute (PHSI), Purdue University, West Lafayette, IN. e-mail:","Purdue University, USA",USA
8915,10.1109/VAST.2007.4388995,Gennady L. Andrienko,1,F,"Fraunhofer Institute of Intelligent Analysis and Information Systems (IAIS), Germany","Fraunhofer Institute, Germany",Germany
8916,10.1109/VAST.2007.4388995,Natalia V. Andrienko,2,M,"Fraunhofer Institute of Intelligent Analysis and Information Systems (IAIS), Germany","Fraunhofer Institute, Germany",Germany
8917,10.1109/VAST.2007.4388995,Ulrich Bartling,3,L,"Fraunhofer Institute of Intelligent Analysis and Information Systems (IAIS), Germany","Fraunhofer Institute, Germany",Germany
8918,10.1109/VAST.2007.4388996,Stephen G. Eick,1,F,"SSS Research, Inc., Naperville, IL, USA","SSS Research, Inc, USA",USA
8919,10.1109/VAST.2007.4388996,M. Andrew Eick,2,M,"SSS Research, Inc., Naperville, IL, USA","SSS Research, Inc, USA",USA
8920,10.1109/VAST.2007.4388996,Jesse Fugitt,3,M,"SSS Research, Inc., Naperville, IL, USA","SSS Research, Inc, USA",USA
8921,10.1109/VAST.2007.4388996,Brian Horst,4,M,"SSS Research, Inc., Naperville, IL, USA","SSS Research, Inc, USA",USA
8922,10.1109/VAST.2007.4388996,Maxim Khailo,5,M,"SSS Research, Inc., Naperville, IL, USA","SSS Research, Inc, USA",USA
8923,10.1109/VAST.2007.4388996,Russell A. Lankenau,6,L,"SSS Research, Inc., Naperville, IL, USA","SSS Research, Inc, USA",USA
8924,10.1109/VAST.2007.4388997,Chris Shaw 0002,1,F,"School of Interactive Arts & Technology, Simon Fraser University Surrey, Surrey, BC, Canada","Simon Fraser University, Canada",Canada
8925,10.1109/VAST.2007.4388997,Greg A. Dasch,2,M,"Viral and Rickettsial Zoonoses Branch, Centers for Disease Control and Prevention, National Center for Infectious Diseases, Atlanta, GA, USA","National Center for Infectious Diseases, Centers for Disease Control and Prevention, USA",USA
8926,10.1109/VAST.2007.4388997,Marina E. Eremeeva,3,L,"Viral and Rickettsial Zoonoses Branch, Centers for Disease Control and Prevention, National Center for Infectious Diseases, Atlanta, GA, USA","National Center for Infectious Diseases, Centers for Disease Control and Prevention, USA",USA
8927,10.1109/VAST.2007.4388998,Daniel R. Tesone,1,F,"Division of Applied Visions Inc., Secure Decisions","Applied Visions Inc., USA",USA
8928,10.1109/VAST.2007.4388998,John R. Goodall,2,L,"Division of Applied Visions Inc., Secure Decisions","Applied Visions Inc., USA",USA
8929,10.1109/VAST.2007.4388999,Eun Ju Nam,1,F,"Stony Brook University, USA","Stony Brook University, USA",USA
8930,10.1109/VAST.2007.4388999,Yiping Han,2,M,"Stony Brook University, USA","Stony Brook University, USA",USA
8931,10.1109/VAST.2007.4388999,Klaus Mueller 0001,3,M,"Stony Brook University, USA",,
8932,10.1109/VAST.2007.4388999,Alla Zelenyuk,4,M,"Pacific Northwest National Laboratory, USA","Pacific Northwest National Laboratory, USA",USA
8933,10.1109/VAST.2007.4388999,Dan Imre,5,L,"Imre Consulting, UK","Imre Consulting, USA",USA
8934,10.1109/VAST.2007.4389000,Di Yang,1,F,"Worcester Polytechnic Institute, USA","Worcester Polytechnical Institute, USA",USA
8935,10.1109/VAST.2007.4389000,Elke A. Rundensteiner,2,M,"Worcester Polytechnic Institute, USA","Worcester Polytechnical Institute, USA",USA
8936,10.1109/VAST.2007.4389000,Matthew O. Ward,3,L,"Worcester Polytechnic Institute, USA","Worcester Polytechnical Institute, USA",USA
8937,10.1109/VAST.2007.4389001,Ming C. Hao,1,F,"Hewlett Packard Laboratories, CA, USA","Hewlett Packard Laboratories, USA",USA
8938,10.1109/VAST.2007.4389001,Umeshwar Dayal,2,M,"Hewlett Packard Laboratories, CA, USA","Hewlett Packard Laboratories, USA",USA
8939,10.1109/VAST.2007.4389001,Daniel A. Keim,3,M,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
8940,10.1109/VAST.2007.4389001,D. Morent,4,M,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
8941,10.1109/VAST.2007.4389001,Jörn Schneidewind,5,L,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
8942,10.1109/VAST.2007.4389002,Ana M. Cuadros,1,F,"Instituto de Ciências Matemáticas e de Computação, Universidade de Sáo Paulo, Sao Carlos, Brazil","University of Sao Paulo, Brazil",Brazil
8943,10.1109/VAST.2007.4389002,Fernando Vieira Paulovich,2,M,"Instituto de Ciências Matemáticas e de Computação, Universidade de Sáo Paulo, Sao Carlos, Brazil","University of Sao Paulo, Brazil",Brazil
8944,10.1109/VAST.2007.4389002,Rosane Minghim,3,M,"Instituto de Ciências Matemáticas e de Computação, Universidade de Sáo Paulo, Sao Carlos, Brazil","University of Sao Paulo, Brazil",Brazil
8945,10.1109/VAST.2007.4389002,Guilherme P. Telles,4,L,"Instituto de Ciências Matemáticas e de Computação, Universidade de Sáo Paulo, Sao Carlos, Brazil","University of Sao Paulo, Brazil",Brazil
8946,10.1109/VAST.2007.4389003,Hangzai Luo,1,F,"Software Engineering Institute, East China Jiao Tong University, Shanghai, China","East China Normal University, China",China
8947,10.1109/VAST.2007.4389003,Jianping Fan 0001,2,M,"Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA","University of North Carolina, Charlotte, USA",USA
8948,10.1109/VAST.2007.4389003,Jing Yang 0001,3,M,"Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA","University of North Carolina, Charlotte, USA",USA
8949,10.1109/VAST.2007.4389003,William Ribarsky,4,M,"Department of Computer Science, UNC-Charlotte, Charlotte, NC, USA","University of North Carolina, Charlotte, USA",USA
8950,10.1109/VAST.2007.4389003,Shin'ichi Satoh 0001,5,L,"National Institute of Information, Tokyo, Japan",,
8951,10.1109/VAST.2007.4389004,Daniel A. Keim,1,F,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
8952,10.1109/VAST.2007.4389004,Daniela Oelke,2,L,"University of Konstanz, Germany","University of Konstanz,Germany",Germany
8953,10.1109/VAST.2007.4389005,Mohammad Ghoniem,1,F,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8954,10.1109/VAST.2007.4389005,Dongning Luo,2,M,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8955,10.1109/VAST.2007.4389005,Jing Yang 0001,3,M,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8956,10.1109/VAST.2007.4389005,William Ribarsky,4,L,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8957,10.1109/VAST.2007.4389006,John T. Stasko,1,F,"School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
8958,10.1109/VAST.2007.4389006,Carsten Görg,2,M,"School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
8959,10.1109/VAST.2007.4389006,Zhicheng Liu,3,M,"School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
8960,10.1109/VAST.2007.4389006,Kanupriya Singhal,4,L,"School of Interactive Computing & GVU Center, Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
8961,10.1109/VAST.2007.4389007,Enrico Bertini,1,F,"University of Freiburg, Switzerland","University of Fribourg, Switzerland",Switzerland
8962,10.1109/VAST.2007.4389007,Patrick Hertzog,2,M,NEXThink S.A.,"NEXThink S.A., Switzerland",Switzerland
8963,10.1109/VAST.2007.4389007,Denis Lalanne,3,L,"University of Freiburg, Switzerland","University of Fribourg, Switzerland",Switzerland
8964,10.1109/VAST.2007.4389008,Heidi Lam,1,F,"University of British Columbia, Canada","Google Inc., USA",USA
8965,10.1109/VAST.2007.4389008,Daniel M. Russell,2,M,"Google, Inc., USA","Google Inc., USA",USA
8966,10.1109/VAST.2007.4389008,Diane Tang,3,M,"Google, Inc., USA","Google Inc., USA",USA
8967,10.1109/VAST.2007.4389008,Tamara Munzner,4,L,"University of British Columbia, Canada","University of British Columbia, Canada",Canada
8968,10.1109/VAST.2007.4389009,Remco Chang,1,F,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8969,10.1109/VAST.2007.4389009,Mohammad Ghoniem,2,M,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8970,10.1109/VAST.2007.4389009,Robert Kosara,3,M,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8971,10.1109/VAST.2007.4389009,William Ribarsky,4,M,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8972,10.1109/VAST.2007.4389009,Jing Yang 0001,5,M,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8973,10.1109/VAST.2007.4389009,Evan A. Suma,6,M,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8974,10.1109/VAST.2007.4389009,Caroline Ziemkiewicz,7,M,"UNC-Charlotte, USA","University of North Carolina, Charlotte, USA",USA
8975,10.1109/VAST.2007.4389009,Daniel A. Kern,8,M,"Bank of America, USA","Bank of America, USA",USA
8976,10.1109/VAST.2007.4389009,Agus Sudjianto,9,L,"Bank of America, USA","Bank of America, USA",USA
8977,10.1109/VAST.2007.4389010,Bongwon Suh,1,F,"Palo Alto Research Center, Inc.orporated, USA","Palo Alto Research Center, USA",USA
8978,10.1109/VAST.2007.4389010,Ed H. Chi,2,M,"Palo Alto Research Center, Inc.orporated, USA",,
8979,10.1109/VAST.2007.4389010,Bryan A. Pendleton,3,M,"Palo Alto Research Center, Inc.orporated, USA","Palo Alto Research Center, USA",USA
8980,10.1109/VAST.2007.4389010,Aniket Kittur,4,L,"Palo Alto Research Center, Inc.orporated, USA","Palo Alto Research Center, USA",USA
8981,10.1109/VAST.2007.4389011,Jeffrey Heer,1,F,"University of California, Berkeley, USA","University of California, Berkeley, USA",USA
8982,10.1109/VAST.2007.4389011,Maneesh Agrawala,2,L,"University of California, Berkeley, USA","University of California, Berkeley, USA",USA
8983,10.1109/VAST.2007.4389012,Ulrik Brandes,1,F,"Department of Computer & Information Science, University of Konstanz, Germany","University of Konstanz,Germany",Germany
8984,10.1109/VAST.2007.4389012,Jürgen Lerner,2,L,"Department of Computer & Information Science, University of Konstanz, Germany","University of Konstanz,Germany",Germany
8985,10.1109/VAST.2007.4389013,Niklas Elmqvist,1,F,"INRIA/LRI, University of Paris-Sud 11, France","Inria, France",France
8986,10.1109/VAST.2007.4389013,Niklas Elmqvist,1,F,"INRIA/LRI, University of Paris-Sud 11, France","Université Paris-Sud,France",France
8987,10.1109/VAST.2007.4389013,John T. Stasko,2,M,"Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
8988,10.1109/VAST.2007.4389013,Philippas Tsigas,3,L,"Chalmers University of Technology, Sweden","Chalmers University of Technology, Sweden",Sweden
8989,10.1109/VAST.2007.4389015,Loretta Auvil,1,F,"National Center for Supercomputing Applications, Automated Learning Group, University of Illinois, Urbana-Champaign, USA","University of Illinois, Urbana-Champaign, USA",USA
8990,10.1109/VAST.2007.4389015,Xavier Llorà,2,M,"National Center for Supercomputing Applications, Data Intensive Technologies and Applications, University of Illinois, Urbana-Champaign, USA","University of Illinois, Urbana-Champaign, USA",USA
8991,10.1109/VAST.2007.4389015,Duane Searsmith,3,M,"National Center for Supercomputing Applications, Automated Learning Group, University of Illinois, Urbana-Champaign, USA","University of Illinois, Urbana-Champaign, USA",USA
8992,10.1109/VAST.2007.4389015,Kelly Searsmith,4,L,"National Center for Supercomputing Applications, Automated Learning Group, University of Illinois, Urbana-Champaign, USA","University of Illinois, Urbana-Champaign, USA",USA
8993,10.1109/VAST.2007.4389016,Lynn Schwendiman,1,F,"ATS Intelligent Discovery, USA","ATS Intelligent Discovery, USA",USA
8994,10.1109/VAST.2007.4389016,Jonathan McLean,2,M,"ATS Intelligent Discovery, USA","ATS Intelligent Discovery, USA",USA
8995,10.1109/VAST.2007.4389016,Jonathan Larson,3,L,"ATS Intelligent Discovery, USA","ATS Intelligent Discovery, USA",USA
8996,10.1109/VAST.2007.4389017,Carsten Görg,1,F,"School of Interactive Computing, Georgia Institute of Technology","Georgia Institute of Technology, USA",USA
8997,10.1109/VAST.2007.4389017,Zhicheng Liu,2,M,"School of Interactive Computing, Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
8998,10.1109/VAST.2007.4389017,Neel Parekh,3,M,"School of Interactive Computing, Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
8999,10.1109/VAST.2007.4389017,Kanupriya Singhal,4,M,"School of Interactive Computing, Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
9000,10.1109/VAST.2007.4389017,John T. Stasko,5,L,"School of Interactive Computing, Georgia Institute of Technology, USA","Georgia Institute of Technology, USA",USA
9001,10.1109/VAST.2007.4389018,Lynn Chien,1,F,"Oculus Info, Inc., USA","Oculus Info Inc., USA",USA
9002,10.1109/VAST.2007.4389018,Annie Tat,2,M,"Oculus Info, Inc., USA","Oculus Info Inc., USA",USA
9003,10.1109/VAST.2007.4389018,William Wright,3,L,"Oculus Info, Inc., USA","Oculus Info Inc., USA",USA
9004,10.1109/VAST.2007.4389019,Chi-Chun Pan,1,F,"Pennsylvania State University, USA","Pennsylvania State University, USA",USA
9005,10.1109/VAST.2007.4389019,Anuj R. Jaiswal,2,M,"Pennsylvania State University, USA","Pennsylvania State University, USA",USA
9006,10.1109/VAST.2007.4389019,Junyan Luo,3,M,"Pennsylvania State University, USA","Pennsylvania State University, USA",USA
9007,10.1109/VAST.2007.4389019,Anthony C. Robinson,4,L,"Pennsylvania State University, USA","Pennsylvania State University, USA",USA
9008,10.1109/VAST.2007.4389020,William Chao,1,F,"MAGIC, SIAT and University of British Columbia, Canada","Simon Fraser University, Canada",Canada
9009,10.1109/VAST.2007.4389020,William Chao,1,F,"MAGIC, SIAT and University of British Columbia, Canada","University of British Columbia, Canada",Canada
9010,10.1109/VAST.2007.4389020,Daniel Ha,2,M,"MAGIC, SIAT and University of British Columbia, Canada","Simon Fraser University, Canada",Canada
9011,10.1109/VAST.2007.4389020,Daniel Ha,2,M,"MAGIC, SIAT and University of British Columbia, Canada","University of British Columbia, Canada",Canada
9012,10.1109/VAST.2007.4389020,Kevin I.-J. Ho,3,M,"MAGIC, SIAT and University of British Columbia, Canada","Simon Fraser University, Canada",Canada
9013,10.1109/VAST.2007.4389020,Kevin I.-J. Ho,3,M,"MAGIC, SIAT and University of British Columbia, Canada","University of British Columbia, Canada",Canada
9014,10.1109/VAST.2007.4389020,Linda T. Kaastra,4,M,"MAGIC, SIAT and University of British Columbia, Canada","Simon Fraser University, Canada",Canada
9015,10.1109/VAST.2007.4389020,Linda T. Kaastra,4,M,"MAGIC, SIAT and University of British Columbia, Canada","University of British Columbia, Canada",Canada
9016,10.1109/VAST.2007.4389020,Minjung Kim,5,M,"MAGIC, SIAT and University of British Columbia, Canada","Simon Fraser University, Canada",Canada
9017,10.1109/VAST.2007.4389020,Minjung Kim,5,M,"MAGIC, SIAT and University of British Columbia, Canada","University of British Columbia, Canada",Canada
9018,10.1109/VAST.2007.4389020,Andrew Wade,6,M,"MAGIC, SIAT and University of British Columbia, Canada","Simon Fraser University, Canada",Canada
9019,10.1109/VAST.2007.4389020,Andrew Wade,6,M,"MAGIC, SIAT and University of British Columbia, Canada","University of British Columbia, Canada",Canada
9020,10.1109/VAST.2007.4389020,Brian D. Fisher,7,L,"MAGIC, SIAT and University of British Columbia",,
9021,10.1109/VAST.2007.4389021,Yedendra Babu Shrinivasan,1,F,"Department Mathematics and Computer Science, Technische Universiteit Eindhoven, Netherlands","Eindhoven University of Technology, The Netherlands",The Netherlands
9022,10.1109/VAST.2007.4389021,Jarke J. van Wijk,2,L,"Department Mathematics and Computer Science, Technische Universiteit Eindhoven, Netherlands","Eindhoven University of Technology, The Netherlands",The Netherlands
9023,10.1109/VAST.2007.4389022,Hyunmo Kang,1,F,"University of Maryland, College Park, MD, USA","University of Maryland, College Park, USA",USA
9024,10.1109/VAST.2007.4389022,Lise Getoor,2,M,"University of Maryland, College Park, MD, USA","University of Maryland, College Park, USA",USA
9025,10.1109/VAST.2007.4389022,Lisa Singh,3,L,"George town University, Washington D.C., DC, USA","Georgetown University, Washington DC, USA",USA
9026,10.1109/VAST.2007.4389023,Jae Choi,1,F,"George town University, USA","Georgetown University, Washington DC, USA",USA
9027,10.1109/VAST.2007.4389023,Sang-joon Lee,2,M,"Viznox, Inc.","Viznox, Inc., USA",USA
9028,10.1109/VAST.2007.4389023,Sarah Gigitashvilli,3,M,"George town University, USA","Georgetown University, Washington DC, USA",USA
9029,10.1109/VAST.2007.4389023,James M. Wilson V,4,L,"George town University, USA",,
9030,10.1109/VAST.2007.4389024,Palmyra Catravas,1,F,"ECE Department, Union College, Schenectady, NY, USA","Union College, USA",USA
9031,10.1109/VAST.2007.4389025,Guoray Cai,1,F,"College of Information Sciences and Technology, Pennslyvania State University, University Park, PA, USA","Pennsylvania State University, USA",USA
9032,10.1109/VAST.2007.4389026,Cecilia R. Aragon,1,F,"Lawrence Berkeley National Laboratory, USA","Lawrence Berkeley National Laboratory, USA",USA
