Paper DOI,Author Names,PositionNumber,PositionCode,Affiliation
10.1109/tvcg.2014.2346626,,14,M,
10.1109/tvcg.2014.2346626,,15,M,
10.1109/tvcg.2014.2346626,,16,M,
10.1109/tvcg.2014.2346626,,17,M,
10.1109/tvcg.2014.2346626,,18,M,
10.1109/tvcg.2014.2346626,,19,M,
10.1109/tvcg.2014.2346626,,20,M,
10.1109/tvcg.2014.2346626,,21,L,
10.1109/tvcg.2014.2346434,Attila Gyulassy,1,F,"SCI Institute, University of Utah"
10.1109/tvcg.2014.2346434,David Günther,2,M,"Institut Mines-Télécom, Télécom ParisTech, CNRS LTCI, Paris, France"
10.1109/tvcg.2014.2346434,Joshua A. Levine,3,M,"School of Computing, Visual Computing Division, Clemson University, Clemson, SC, USA"
10.1109/tvcg.2014.2346434,Julien Tierny,4,M,"Institut Mines-Télécom, Télécom ParisTech, CNRS LTCI, CNRS LIP6, UPMC, Sorbonne Universites, Paris, France"
10.1109/tvcg.2014.2346434,Valerio Pascucci,5,M,"SCI Institute, University of Utah"
10.1109/tvcg.2014.2346434,,6,M,
10.1109/tvcg.2014.2346434,,7,M,
10.1109/tvcg.2014.2346434,,8,M,
10.1109/tvcg.2014.2346434,,9,M,
10.1109/tvcg.2014.2346434,,10,M,
10.1109/tvcg.2014.2346434,,11,M,
10.1109/tvcg.2014.2346434,,12,M,
10.1109/tvcg.2014.2346434,,13,M,
10.1109/tvcg.2014.2346434,,14,M,
10.1109/tvcg.2014.2346434,,15,M,
10.1109/tvcg.2014.2346434,,16,M,
10.1109/tvcg.2014.2346434,,17,M,
10.1109/tvcg.2014.2346434,,18,M,
10.1109/tvcg.2014.2346434,,19,M,
10.1109/tvcg.2014.2346434,,20,M,
10.1109/tvcg.2014.2346434,,21,L,
10.1109/tvcg.2014.2346332,Dilip Mathew Thomas,1,F,"Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India"
10.1109/tvcg.2014.2346332,Vijay Natarajan,2,M,"Department of Computer Science and Automation and Supercomputer Education Research Centre, Indian Institute of Science, Bangalore, India"
10.1109/tvcg.2014.2346332,,3,M,
10.1109/tvcg.2014.2346332,,4,M,
10.1109/tvcg.2014.2346332,,5,M,
10.1109/tvcg.2014.2346332,,6,M,
10.1109/tvcg.2014.2346332,,7,M,
10.1109/tvcg.2014.2346332,,8,M,
10.1109/tvcg.2014.2346332,,9,M,
10.1109/tvcg.2014.2346332,,10,M,
10.1109/tvcg.2014.2346332,,11,M,
10.1109/tvcg.2014.2346332,,12,M,
10.1109/tvcg.2014.2346332,,13,M,
10.1109/tvcg.2014.2346332,,14,M,
10.1109/tvcg.2014.2346332,,15,M,
10.1109/tvcg.2014.2346332,,16,M,
10.1109/tvcg.2014.2346332,,17,M,
10.1109/tvcg.2014.2346332,,18,M,
10.1109/tvcg.2014.2346332,,19,M,
10.1109/tvcg.2014.2346332,,20,M,
10.1109/tvcg.2014.2346332,,21,L,
10.1109/tvcg.2014.2346276,Felipe S. L. G. Duarte,1,F,"Institute of Mathematics and Computer Science, University of São Paulo, São Carlos, Sp, Brazil"
10.1109/tvcg.2014.2346276,Fabio Sikansi,2,M,"Institute of Mathematics and Computer Science, University of São Paulo, São Carlos, Sp, Brazil"
10.1109/tvcg.2014.2346276,Francisco M. Fatore,3,M,"Institute of Mathematics and Computer Science, University of São Paulo, São Carlos, Sp, Brazil"
10.1109/tvcg.2014.2346276,Samuel G. Fadel,4,M,"Institute of Mathematics and Computer Science, University of São Paulo, São Carlos, Sp, Brazil"
10.1109/tvcg.2014.2346276,Fernando Vieira Paulovich,5,M,"Institute of Mathematics and Computer Science, University of São Paulo, São Carlos, Sp, Brazil"
10.1109/tvcg.2014.2346276,,6,M,
10.1109/tvcg.2014.2346276,,7,M,
10.1109/tvcg.2014.2346276,,8,M,
10.1109/tvcg.2014.2346276,,9,M,
10.1109/tvcg.2014.2346276,,10,M,
10.1109/tvcg.2014.2346276,,11,M,
10.1109/tvcg.2014.2346276,,12,M,
10.1109/tvcg.2014.2346276,,13,M,
10.1109/tvcg.2014.2346276,,14,M,
10.1109/tvcg.2014.2346276,,15,M,
10.1109/tvcg.2014.2346276,,16,M,
10.1109/tvcg.2014.2346276,,17,M,
10.1109/tvcg.2014.2346276,,18,M,
10.1109/tvcg.2014.2346276,,19,M,
10.1109/tvcg.2014.2346276,,20,M,
10.1109/tvcg.2014.2346276,,21,L,
10.1109/vast.2014.7042476,Jan Zahálka,1,F,University of Amsterdam
10.1109/vast.2014.7042476,Marcel Worring,2,M,University of Amsterdam
10.1109/vast.2014.7042476,,3,M,
10.1109/vast.2014.7042476,,4,M,
10.1109/vast.2014.7042476,,5,M,
10.1109/vast.2014.7042476,,6,M,
10.1109/vast.2014.7042476,,7,M,
10.1109/vast.2014.7042476,,8,M,
10.1109/vast.2014.7042476,,9,M,
10.1109/vast.2014.7042476,,10,M,
10.1109/vast.2014.7042476,,11,M,
10.1109/vast.2014.7042476,,12,M,
10.1109/vast.2014.7042476,,13,M,
10.1109/vast.2014.7042476,,14,M,
10.1109/vast.2014.7042476,,15,M,
10.1109/vast.2014.7042476,,16,M,
10.1109/vast.2014.7042476,,17,M,
10.1109/vast.2014.7042476,,18,M,
10.1109/vast.2014.7042476,,19,M,
10.1109/vast.2014.7042476,,20,M,
10.1109/vast.2014.7042476,,21,L,
10.1109/tvcg.2014.2346323,Jo Wood,1,F,"giCentre, City University London"
10.1109/tvcg.2014.2346323,Roger Beecham,2,M,"giCentre, City University London"
10.1109/tvcg.2014.2346323,Jason Dykes,3,M,"giCentre, City University London"
10.1109/tvcg.2014.2346323,,4,M,
10.1109/tvcg.2014.2346323,,5,M,
10.1109/tvcg.2014.2346323,,6,M,
10.1109/tvcg.2014.2346323,,7,M,
10.1109/tvcg.2014.2346323,,8,M,
10.1109/tvcg.2014.2346323,,9,M,
10.1109/tvcg.2014.2346323,,10,M,
10.1109/tvcg.2014.2346323,,11,M,
10.1109/tvcg.2014.2346323,,12,M,
10.1109/tvcg.2014.2346323,,13,M,
10.1109/tvcg.2014.2346323,,14,M,
10.1109/tvcg.2014.2346323,,15,M,
10.1109/tvcg.2014.2346323,,16,M,
10.1109/tvcg.2014.2346323,,17,M,
10.1109/tvcg.2014.2346323,,18,M,
10.1109/tvcg.2014.2346323,,19,M,
10.1109/tvcg.2014.2346323,,20,M,
10.1109/tvcg.2014.2346323,,21,L,
10.1109/tvcg.2014.2346898,Jiawan Zhang,1,F,"School of Computer Science and Technology, Tianjin University"
10.1109/tvcg.2014.2346898,E. Yanli,2,M,"School of Computer Science and Technology, Tianjin University"
10.1109/tvcg.2014.2346898,Jing Ma,3,M,"SCS, Tianjin University"
10.1109/tvcg.2014.2346898,Yahui Zhao,4,M,"SCS, Tianjin University"
10.1109/tvcg.2014.2346898,Binghan Xu,5,M,"SCS, Tianjin University"
10.1109/tvcg.2014.2346898,Liting Sun,6,M,"SCS, Tianjin University"
10.1109/tvcg.2014.2346898,Jinyan Chen,7,M,"SCS, Tianjin University"
10.1109/tvcg.2014.2346898,Xiaoru Yuan,8,M,"School of EECS, Peking University"
10.1109/tvcg.2014.2346898,,9,M,
10.1109/tvcg.2014.2346898,,10,M,
10.1109/tvcg.2014.2346898,,11,M,
10.1109/tvcg.2014.2346898,,12,M,
10.1109/tvcg.2014.2346898,,13,M,
10.1109/tvcg.2014.2346898,,14,M,
10.1109/tvcg.2014.2346898,,15,M,
10.1109/tvcg.2014.2346898,,16,M,
10.1109/tvcg.2014.2346898,,17,M,
10.1109/tvcg.2014.2346898,,18,M,
10.1109/tvcg.2014.2346898,,19,M,
10.1109/tvcg.2014.2346898,,20,M,
10.1109/tvcg.2014.2346898,,21,L,
10.1109/tvcg.2014.2346665,Maoyuan Sun,1,F,"Department of Computer Science, Discovery Analytics Center, Virginia Tech"
10.1109/tvcg.2014.2346665,Chris North 0001,2,M,"Department of Computer Science, Discovery Analytics Center, Virginia Tech"
10.1109/tvcg.2014.2346665,Naren Ramakrishnan,3,M,"Department of Computer Science, Discovery Analytics Center, Virginia Tech"
10.1109/tvcg.2014.2346665,,4,M,
10.1109/tvcg.2014.2346665,,5,M,
10.1109/tvcg.2014.2346665,,6,M,
10.1109/tvcg.2014.2346665,,7,M,
10.1109/tvcg.2014.2346665,,8,M,
10.1109/tvcg.2014.2346665,,9,M,
10.1109/tvcg.2014.2346665,,10,M,
10.1109/tvcg.2014.2346665,,11,M,
10.1109/tvcg.2014.2346665,,12,M,
10.1109/tvcg.2014.2346665,,13,M,
10.1109/tvcg.2014.2346665,,14,M,
10.1109/tvcg.2014.2346665,,15,M,
10.1109/tvcg.2014.2346665,,16,M,
10.1109/tvcg.2014.2346665,,17,M,
10.1109/tvcg.2014.2346665,,18,M,
10.1109/tvcg.2014.2346665,,19,M,
10.1109/tvcg.2014.2346665,,20,M,
10.1109/tvcg.2014.2346665,,21,L,
10.1109/tvcg.2014.2346912,Conglei Shi,1,F,Hong Kong University of Science and Technology
10.1109/tvcg.2014.2346912,Yingcai Wu,2,M,Microsoft Research Asia
10.1109/tvcg.2014.2346912,Shixia Liu,3,M,Microsoft Research Asia
10.1109/tvcg.2014.2346912,Hong Zhou 0004,4,M,Shenzhen University
10.1109/tvcg.2014.2346912,Huamin Qu,5,M,Hong Kong University of Science and Technology
10.1109/tvcg.2014.2346912,,6,M,
10.1109/tvcg.2014.2346912,,7,M,
10.1109/tvcg.2014.2346912,,8,M,
10.1109/tvcg.2014.2346912,,9,M,
10.1109/tvcg.2014.2346912,,10,M,
10.1109/tvcg.2014.2346912,,11,M,
10.1109/tvcg.2014.2346912,,12,M,
10.1109/tvcg.2014.2346912,,13,M,
10.1109/tvcg.2014.2346912,,14,M,
10.1109/tvcg.2014.2346912,,15,M,
10.1109/tvcg.2014.2346912,,16,M,
10.1109/tvcg.2014.2346912,,17,M,
10.1109/tvcg.2014.2346912,,18,M,
10.1109/tvcg.2014.2346912,,19,M,
10.1109/tvcg.2014.2346912,,20,M,
10.1109/tvcg.2014.2346912,,21,L,
10.1109/tvcg.2014.2346572,Dang Tuan Nhon,1,F,"Department of Computer Science, University of Illinois at Chicago"
10.1109/tvcg.2014.2346572,Leland Wilkinson,2,M,"Department of Computer Science, University of Illinois at Chicago"
10.1109/tvcg.2014.2346572,,3,M,
10.1109/tvcg.2014.2346572,,4,M,
10.1109/tvcg.2014.2346572,,5,M,
10.1109/tvcg.2014.2346572,,6,M,
10.1109/tvcg.2014.2346572,,7,M,
10.1109/tvcg.2014.2346572,,8,M,
10.1109/tvcg.2014.2346572,,9,M,
10.1109/tvcg.2014.2346572,,10,M,
10.1109/tvcg.2014.2346572,,11,M,
10.1109/tvcg.2014.2346572,,12,M,
10.1109/tvcg.2014.2346572,,13,M,
10.1109/tvcg.2014.2346572,,14,M,
10.1109/tvcg.2014.2346572,,15,M,
10.1109/tvcg.2014.2346572,,16,M,
10.1109/tvcg.2014.2346572,,17,M,
10.1109/tvcg.2014.2346572,,18,M,
10.1109/tvcg.2014.2346572,,19,M,
10.1109/tvcg.2014.2346572,,20,M,
10.1109/tvcg.2014.2346572,,21,L,
10.1109/tvcg.2014.2346352,Manuela Waldner,1,F,Vienna University of Technology
10.1109/tvcg.2014.2346352,Mathieu Le Muzic,2,M,Vienna University of Technology
10.1109/tvcg.2014.2346352,Matthias Bernhard,3,M,Vienna University of Technology
10.1109/tvcg.2014.2346352,Werner Purgathofer,4,M,VRVis Research Center and Vienna University of Technology
10.1109/tvcg.2014.2346352,Ivan Viola,5,M,Vienna University of Technology
10.1109/tvcg.2014.2346352,,6,M,
10.1109/tvcg.2014.2346352,,7,M,
10.1109/tvcg.2014.2346352,,8,M,
10.1109/tvcg.2014.2346352,,9,M,
10.1109/tvcg.2014.2346352,,10,M,
10.1109/tvcg.2014.2346352,,11,M,
10.1109/tvcg.2014.2346352,,12,M,
10.1109/tvcg.2014.2346352,,13,M,
10.1109/tvcg.2014.2346352,,14,M,
10.1109/tvcg.2014.2346352,,15,M,
10.1109/tvcg.2014.2346352,,16,M,
10.1109/tvcg.2014.2346352,,17,M,
10.1109/tvcg.2014.2346352,,18,M,
10.1109/tvcg.2014.2346352,,19,M,
10.1109/tvcg.2014.2346352,,20,M,
10.1109/tvcg.2014.2346352,,21,L,
10.1109/tvcg.2014.2346322,Hyungsuk Choi,1,F,Ulsan National Institute of Science and Technology (UNIST)
10.1109/tvcg.2014.2346322,Woohyuk Choi,2,M,Ulsan National Institute of Science and Technology (UNIST)
10.1109/tvcg.2014.2346322,Tran Minh Quan,3,M,Ulsan National Institute of Science and Technology (UNIST)
10.1109/tvcg.2014.2346322,David G. C. Hildebrand,4,M,Harvard University
10.1109/tvcg.2014.2346322,Hanspeter Pfister,5,M,Harvard University
10.1109/tvcg.2014.2346322,Won-Ki Jeong,6,M,Ulsan National Institute of Science and Technology (UNIST)
10.1109/tvcg.2014.2346322,,7,M,
10.1109/tvcg.2014.2346322,,8,M,
10.1109/tvcg.2014.2346322,,9,M,
10.1109/tvcg.2014.2346322,,10,M,
10.1109/tvcg.2014.2346322,,11,M,
10.1109/tvcg.2014.2346322,,12,M,
10.1109/tvcg.2014.2346322,,13,M,
10.1109/tvcg.2014.2346322,,14,M,
10.1109/tvcg.2014.2346322,,15,M,
10.1109/tvcg.2014.2346322,,16,M,
10.1109/tvcg.2014.2346322,,17,M,
10.1109/tvcg.2014.2346322,,18,M,
10.1109/tvcg.2014.2346322,,19,M,
10.1109/tvcg.2014.2346322,,20,M,
10.1109/tvcg.2014.2346322,,21,L,
10.1109/tvcg.2014.2346744,Kresimir Matkovic,1,F,"VRVis Research Center, Vienna, Austria"
10.1109/tvcg.2014.2346744,Denis Gracanin,2,M,"Virginia Tech, Blacksburg, VA, USA"
10.1109/tvcg.2014.2346744,Rainer Splechtna,3,M,"VRVis Research Center, Vienna, Austria"
10.1109/tvcg.2014.2346744,Mario Jelovic,4,M,"AVL-AST Zagreb, Croatia"
10.1109/tvcg.2014.2346744,Benedikt Stehno,5,M,"VRVis Research Center, Vienna, Austria"
10.1109/tvcg.2014.2346744,Helwig Hauser,6,M,"University of Bergen, Norway"
10.1109/tvcg.2014.2346744,Werner Purgathofer,7,M,"Vienna University of Technology, Austria"
10.1109/tvcg.2014.2346744,,8,M,
10.1109/tvcg.2014.2346744,,9,M,
10.1109/tvcg.2014.2346744,,10,M,
10.1109/tvcg.2014.2346744,,11,M,
10.1109/tvcg.2014.2346744,,12,M,
10.1109/tvcg.2014.2346744,,13,M,
10.1109/tvcg.2014.2346744,,14,M,
10.1109/tvcg.2014.2346744,,15,M,
10.1109/tvcg.2014.2346744,,16,M,
10.1109/tvcg.2014.2346744,,17,M,
10.1109/tvcg.2014.2346744,,18,M,
10.1109/tvcg.2014.2346744,,19,M,
10.1109/tvcg.2014.2346744,,20,M,
10.1109/tvcg.2014.2346744,,21,L,
10.1109/tvcg.2014.2346420,Rudolf Netzel,1,F,"VISUS, University of Stuttgart"
10.1109/tvcg.2014.2346420,Michael Burch,2,M,"VISUS, University of Stuttgart"
10.1109/tvcg.2014.2346420,Daniel Weiskopf,3,M,"VISUS, University of Stuttgart"
10.1109/tvcg.2014.2346420,,4,M,
10.1109/tvcg.2014.2346420,,5,M,
10.1109/tvcg.2014.2346420,,6,M,
10.1109/tvcg.2014.2346420,,7,M,
10.1109/tvcg.2014.2346420,,8,M,
10.1109/tvcg.2014.2346420,,9,M,
10.1109/tvcg.2014.2346420,,10,M,
10.1109/tvcg.2014.2346420,,11,M,
10.1109/tvcg.2014.2346420,,12,M,
10.1109/tvcg.2014.2346420,,13,M,
10.1109/tvcg.2014.2346420,,14,M,
10.1109/tvcg.2014.2346420,,15,M,
10.1109/tvcg.2014.2346420,,16,M,
10.1109/tvcg.2014.2346420,,17,M,
10.1109/tvcg.2014.2346420,,18,M,
10.1109/tvcg.2014.2346420,,19,M,
10.1109/tvcg.2014.2346420,,20,M,
10.1109/tvcg.2014.2346420,,21,L,
10.1109/tvcg.2014.2346983,Connor Gramazio,1,F,"Department of Computer Science, Brown University"
10.1109/tvcg.2014.2346983,Karen B. Schloss,2,M,"Department of Cognitive, Linguistic, Psychological Sciences at Brown University"
10.1109/tvcg.2014.2346983,David H. Laidlaw,3,M,"Department of Computer Science, Brown University"
10.1109/tvcg.2014.2346983,,4,M,
10.1109/tvcg.2014.2346983,,5,M,
10.1109/tvcg.2014.2346983,,6,M,
10.1109/tvcg.2014.2346983,,7,M,
10.1109/tvcg.2014.2346983,,8,M,
10.1109/tvcg.2014.2346983,,9,M,
10.1109/tvcg.2014.2346983,,10,M,
10.1109/tvcg.2014.2346983,,11,M,
10.1109/tvcg.2014.2346983,,12,M,
10.1109/tvcg.2014.2346983,,13,M,
10.1109/tvcg.2014.2346983,,14,M,
10.1109/tvcg.2014.2346983,,15,M,
10.1109/tvcg.2014.2346983,,16,M,
10.1109/tvcg.2014.2346983,,17,M,
10.1109/tvcg.2014.2346983,,18,M,
10.1109/tvcg.2014.2346983,,19,M,
10.1109/tvcg.2014.2346983,,20,M,
10.1109/tvcg.2014.2346983,,21,L,
10.1109/tvcg.2014.2346406,Sylvia Glaßer,1,F,"Department for Simulation and Graphics, Otto von Guericke Universitat Magdeburg, Magdeburg, Sachsen-Anhalt, DE"
10.1109/tvcg.2014.2346406,Kai Lawonn,2,M,"Department for Simulation and Graphics, University of Magdeburg, Germany"
10.1109/tvcg.2014.2346406,Thomas Hoffmann 0002,3,M,"Neuroradiology Department, University hospital of Magdeburg, Germany"
10.1109/tvcg.2014.2346406,Martin Skalej,4,M,"Neuroradiology Department, University hospital of Magdeburg, Germany"
10.1109/tvcg.2014.2346406,Bernhard Preim,5,M,"Department for Simulation and Graphics, University of Magdeburg, Germany"
10.1109/tvcg.2014.2346406,,6,M,
10.1109/tvcg.2014.2346406,,7,M,
10.1109/tvcg.2014.2346406,,8,M,
10.1109/tvcg.2014.2346406,,9,M,
10.1109/tvcg.2014.2346406,,10,M,
10.1109/tvcg.2014.2346406,,11,M,
10.1109/tvcg.2014.2346406,,12,M,
10.1109/tvcg.2014.2346406,,13,M,
10.1109/tvcg.2014.2346406,,14,M,
10.1109/tvcg.2014.2346406,,15,M,
10.1109/tvcg.2014.2346406,,16,M,
10.1109/tvcg.2014.2346406,,17,M,
10.1109/tvcg.2014.2346406,,18,M,
10.1109/tvcg.2014.2346406,,19,M,
10.1109/tvcg.2014.2346406,,20,M,
10.1109/tvcg.2014.2346406,,21,L,
10.1109/tvcg.2014.2346319,Steffen Frey,1,F,University of Stuttgart
10.1109/tvcg.2014.2346319,Filip Sadlo,2,M,University of Stuttgart
10.1109/tvcg.2014.2346319,Kwan-Liu Ma,3,M,UC Davis
10.1109/tvcg.2014.2346319,Thomas Ertl,4,M,University of Stuttgart
10.1109/tvcg.2014.2346319,,5,M,
10.1109/tvcg.2014.2346319,,6,M,
10.1109/tvcg.2014.2346319,,7,M,
10.1109/tvcg.2014.2346319,,8,M,
10.1109/tvcg.2014.2346319,,9,M,
10.1109/tvcg.2014.2346319,,10,M,
10.1109/tvcg.2014.2346319,,11,M,
10.1109/tvcg.2014.2346319,,12,M,
10.1109/tvcg.2014.2346319,,13,M,
10.1109/tvcg.2014.2346319,,14,M,
10.1109/tvcg.2014.2346319,,15,M,
10.1109/tvcg.2014.2346319,,16,M,
10.1109/tvcg.2014.2346319,,17,M,
10.1109/tvcg.2014.2346319,,18,M,
10.1109/tvcg.2014.2346319,,19,M,
10.1109/tvcg.2014.2346319,,20,M,
10.1109/tvcg.2014.2346319,,21,L,
10.1109/tvcg.2014.2346432,David Günther,1,F,"Institut Mines-Télécom, CNRS LTCI, Paris, France"
10.1109/tvcg.2014.2346432,Alec Jacobson,2,M,"Columbia University, New York, USA"
10.1109/tvcg.2014.2346432,Jan Reininghaus,3,M,"IST Austria, Vienna, Austria"
10.1109/tvcg.2014.2346432,Hans-Peter Seidel,4,M,"Max Planck Institute for Informatics, Saarbrücken, Germany"
10.1109/tvcg.2014.2346432,Olga Sorkine-Hornung,5,M,"ETH Zürich, Zürich, Switzerland"
10.1109/tvcg.2014.2346432,Tino Weinkauf,6,M,"Max Planck Institute for Informatics, Saarbrücken, Germany"
10.1109/tvcg.2014.2346432,,7,M,
10.1109/tvcg.2014.2346432,,8,M,
10.1109/tvcg.2014.2346432,,9,M,
10.1109/tvcg.2014.2346432,,10,M,
10.1109/tvcg.2014.2346432,,11,M,
10.1109/tvcg.2014.2346432,,12,M,
10.1109/tvcg.2014.2346432,,13,M,
10.1109/tvcg.2014.2346432,,14,M,
10.1109/tvcg.2014.2346432,,15,M,
10.1109/tvcg.2014.2346432,,16,M,
10.1109/tvcg.2014.2346432,,17,M,
10.1109/tvcg.2014.2346432,,18,M,
10.1109/tvcg.2014.2346432,,19,M,
10.1109/tvcg.2014.2346432,,20,M,
10.1109/tvcg.2014.2346432,,21,L,
10.1109/tvcg.2014.2346324,Ronell Sicat,1,F,King Abdullah University of Science and Technology (KAUST)
10.1109/tvcg.2014.2346324,Jens H. Krüger,2,M,University of Duisburg-Essen
10.1109/tvcg.2014.2346324,Torsten Möller,3,M,University of Vienna
10.1109/tvcg.2014.2346324,Markus Hadwiger,4,M,King Abdullah University of Science and Technology (KAUST)
10.1109/tvcg.2014.2346324,,5,M,
10.1109/tvcg.2014.2346324,,6,M,
10.1109/tvcg.2014.2346324,,7,M,
10.1109/tvcg.2014.2346324,,8,M,
10.1109/tvcg.2014.2346324,,9,M,
10.1109/tvcg.2014.2346324,,10,M,
10.1109/tvcg.2014.2346324,,11,M,
10.1109/tvcg.2014.2346324,,12,M,
10.1109/tvcg.2014.2346324,,13,M,
10.1109/tvcg.2014.2346324,,14,M,
10.1109/tvcg.2014.2346324,,15,M,
10.1109/tvcg.2014.2346324,,16,M,
10.1109/tvcg.2014.2346324,,17,M,
10.1109/tvcg.2014.2346324,,18,M,
10.1109/tvcg.2014.2346324,,19,M,
10.1109/tvcg.2014.2346324,,20,M,
10.1109/tvcg.2014.2346324,,21,L,
10.1109/tvcg.2014.2346318,Peter Rautek,1,F,KAUST
10.1109/tvcg.2014.2346318,Stefan Bruckner,2,M,University of Bergen
10.1109/tvcg.2014.2346318,M. Eduard Gröller,3,M,"Vienna University of Technology, VrVis Research Center"
10.1109/tvcg.2014.2346318,Markus Hadwiger,4,M,KAUST
10.1109/tvcg.2014.2346318,,5,M,
10.1109/tvcg.2014.2346318,,6,M,
10.1109/tvcg.2014.2346318,,7,M,
10.1109/tvcg.2014.2346318,,8,M,
10.1109/tvcg.2014.2346318,,9,M,
10.1109/tvcg.2014.2346318,,10,M,
10.1109/tvcg.2014.2346318,,11,M,
10.1109/tvcg.2014.2346318,,12,M,
10.1109/tvcg.2014.2346318,,13,M,
10.1109/tvcg.2014.2346318,,14,M,
10.1109/tvcg.2014.2346318,,15,M,
10.1109/tvcg.2014.2346318,,16,M,
10.1109/tvcg.2014.2346318,,17,M,
10.1109/tvcg.2014.2346318,,18,M,
10.1109/tvcg.2014.2346318,,19,M,
10.1109/tvcg.2014.2346318,,20,M,
10.1109/tvcg.2014.2346318,,21,L,
10.1109/vast.2014.7042484,Sungahn Ko,1,F,Purdue University
10.1109/vast.2014.7042484,Shehzad Afzal,2,M,Purdue University
10.1109/vast.2014.7042484,Simon J. Walton,3,M,Oxford University
10.1109/vast.2014.7042484,Yang Yang,4,M,Purdue University
10.1109/vast.2014.7042484,Junghoon Chae,5,M,Purdue University
10.1109/vast.2014.7042484,Abish Malik,6,M,Purdue University
10.1109/vast.2014.7042484,Yun Jang,7,M,Sejong University
10.1109/vast.2014.7042484,Min Chen 0001,8,M,Oxford University
10.1109/vast.2014.7042484,David S. Ebert,9,M,Purdue University
10.1109/vast.2014.7042484,,10,M,
10.1109/vast.2014.7042484,,11,M,
10.1109/vast.2014.7042484,,12,M,
10.1109/vast.2014.7042484,,13,M,
10.1109/vast.2014.7042484,,14,M,
10.1109/vast.2014.7042484,,15,M,
10.1109/vast.2014.7042484,,16,M,
10.1109/vast.2014.7042484,,17,M,
10.1109/vast.2014.7042484,,18,M,
10.1109/vast.2014.7042484,,19,M,
10.1109/vast.2014.7042484,,20,M,
10.1109/vast.2014.7042484,,21,L,
10.1109/tvcg.2014.2346751,Patrick Köthur,1,F,"GFZ German Research Centre for Geosciences, Potsdam, Germany"
10.1109/tvcg.2014.2346751,Mike Sips,2,M,"GFZ German Research Centre for Geosciences, Potsdam, Germany"
10.1109/tvcg.2014.2346751,Henryk Dobslaw,3,M,"GFZ German Research Centre for Geosciences, Potsdam, Germany"
10.1109/tvcg.2014.2346751,Doris Dransch,4,M,"GFZ German Research Centre for Geosciences, Potsdam, Germany and Geography Department, Humboldt-Universität zu Berlin, Berlin, Germany"
10.1109/tvcg.2014.2346751,,5,M,
10.1109/tvcg.2014.2346751,,6,M,
10.1109/tvcg.2014.2346751,,7,M,
10.1109/tvcg.2014.2346751,,8,M,
10.1109/tvcg.2014.2346751,,9,M,
10.1109/tvcg.2014.2346751,,10,M,
10.1109/tvcg.2014.2346751,,11,M,
10.1109/tvcg.2014.2346751,,12,M,
10.1109/tvcg.2014.2346751,,13,M,
10.1109/tvcg.2014.2346751,,14,M,
10.1109/tvcg.2014.2346751,,15,M,
10.1109/tvcg.2014.2346751,,16,M,
10.1109/tvcg.2014.2346751,,17,M,
10.1109/tvcg.2014.2346751,,18,M,
10.1109/tvcg.2014.2346751,,19,M,
10.1109/tvcg.2014.2346751,,20,M,
10.1109/tvcg.2014.2346751,,21,L,
10.1109/tvcg.2014.2346333,Marco Ament,1,F,"Karlsruhe Institute of Technology, Germany"
10.1109/tvcg.2014.2346333,Filip Sadlo,2,M,"University of Stuttgart, Germany"
10.1109/tvcg.2014.2346333,Carsten Dachsbacher,3,M,"Karlsruhe Institute of Technology, Germany"
10.1109/tvcg.2014.2346333,Daniel Weiskopf,4,M,"University of Stuttgart, Germany"
10.1109/tvcg.2014.2346333,,5,M,
10.1109/tvcg.2014.2346333,,6,M,
10.1109/tvcg.2014.2346333,,7,M,
10.1109/tvcg.2014.2346333,,8,M,
10.1109/tvcg.2014.2346333,,9,M,
10.1109/tvcg.2014.2346333,,10,M,
10.1109/tvcg.2014.2346333,,11,M,
10.1109/tvcg.2014.2346333,,12,M,
10.1109/tvcg.2014.2346333,,13,M,
10.1109/tvcg.2014.2346333,,14,M,
10.1109/tvcg.2014.2346333,,15,M,
10.1109/tvcg.2014.2346333,,16,M,
10.1109/tvcg.2014.2346333,,17,M,
10.1109/tvcg.2014.2346333,,18,M,
10.1109/tvcg.2014.2346333,,19,M,
10.1109/tvcg.2014.2346333,,20,M,
10.1109/tvcg.2014.2346333,,21,L,
10.1109/tvcg.2014.2346755,Jorge Poco,1,F,New York University
10.1109/tvcg.2014.2346755,Aritra Dasgupta 0001,2,M,New York University and DataONE
10.1109/tvcg.2014.2346755,Yaxing Wei,3,M,Oak Ridge National Laboratory
10.1109/tvcg.2014.2346755,William W. Hargrove,4,M,USDA Forest Service
10.1109/tvcg.2014.2346755,Christopher R. Schwalm,5,M,Northern Arizona University
10.1109/tvcg.2014.2346755,Deborah N. Huntzinger,6,M,Northern Arizona University
10.1109/tvcg.2014.2346755,Robert B. Cook,7,M,Oak Ridge National Laboratory
10.1109/tvcg.2014.2346755,Enrico Bertini,8,M,New York University
10.1109/tvcg.2014.2346755,Cláudio T. Silva,9,M,New York University
10.1109/tvcg.2014.2346755,,10,M,
10.1109/tvcg.2014.2346755,,11,M,
10.1109/tvcg.2014.2346755,,12,M,
10.1109/tvcg.2014.2346755,,13,M,
10.1109/tvcg.2014.2346755,,14,M,
10.1109/tvcg.2014.2346755,,15,M,
10.1109/tvcg.2014.2346755,,16,M,
10.1109/tvcg.2014.2346755,,17,M,
