Paper DOI,Author Names,PositionNumber,PositionCode,Affiliation
10.1109/tvcg.2021.3114849,Dave Murray-Rust,5,M,"TU Delft, Netherlands"
10.1109/tvcg.2021.3114849,Benjamin Bach,6,M,"University of Edinburgh, Scotland"
10.1109/tvcg.2021.3114849,,7,M,
10.1109/tvcg.2021.3114849,,8,M,
10.1109/tvcg.2021.3114849,,9,M,
10.1109/tvcg.2021.3114849,,10,M,
10.1109/tvcg.2021.3114849,,11,M,
10.1109/tvcg.2021.3114849,,12,M,
10.1109/tvcg.2021.3114849,,13,M,
10.1109/tvcg.2021.3114849,,14,M,
10.1109/tvcg.2021.3114849,,15,M,
10.1109/tvcg.2021.3114849,,16,M,
10.1109/tvcg.2021.3114849,,17,M,
10.1109/tvcg.2021.3114849,,18,M,
10.1109/tvcg.2021.3114849,,19,M,
10.1109/tvcg.2021.3114849,,20,M,
10.1109/tvcg.2021.3114849,,21,L,
10.1109/tvcg.2021.3114824,Alex Kale,1,F,"University of Washington, USA"
10.1109/tvcg.2021.3114824,Yifan Wu 0005,2,M,"University of California at Berkeley, USA"
10.1109/tvcg.2021.3114824,Jessica Hullman,3,M,"Northwestern University, USA"
10.1109/tvcg.2021.3114824,,4,M,
10.1109/tvcg.2021.3114824,,5,M,
10.1109/tvcg.2021.3114824,,6,M,
10.1109/tvcg.2021.3114824,,7,M,
10.1109/tvcg.2021.3114824,,8,M,
10.1109/tvcg.2021.3114824,,9,M,
10.1109/tvcg.2021.3114824,,10,M,
10.1109/tvcg.2021.3114824,,11,M,
10.1109/tvcg.2021.3114824,,12,M,
10.1109/tvcg.2021.3114824,,13,M,
10.1109/tvcg.2021.3114824,,14,M,
10.1109/tvcg.2021.3114824,,15,M,
10.1109/tvcg.2021.3114824,,16,M,
10.1109/tvcg.2021.3114824,,17,M,
10.1109/tvcg.2021.3114824,,18,M,
10.1109/tvcg.2021.3114824,,19,M,
10.1109/tvcg.2021.3114824,,20,M,
10.1109/tvcg.2021.3114824,,21,L,
10.1109/tvcg.2021.3114822,Ehsan Jahangirzadeh Soure,1,F,"University of Waterloo, Canada"
10.1109/tvcg.2021.3114822,Emily Kuang,2,M,"Rochester Institute of Technology, USA"
10.1109/tvcg.2021.3114822,Mingming Fan 0001,3,M,"Rochester Institute of Technology, USA and Hong Kong University of Science and Technology, China"
10.1109/tvcg.2021.3114822,Jian Zhao 0010,4,M,"University of Waterloo, Canada"
10.1109/tvcg.2021.3114822,,5,M,
10.1109/tvcg.2021.3114822,,6,M,
10.1109/tvcg.2021.3114822,,7,M,
10.1109/tvcg.2021.3114822,,8,M,
10.1109/tvcg.2021.3114822,,9,M,
10.1109/tvcg.2021.3114822,,10,M,
10.1109/tvcg.2021.3114822,,11,M,
10.1109/tvcg.2021.3114822,,12,M,
10.1109/tvcg.2021.3114822,,13,M,
10.1109/tvcg.2021.3114822,,14,M,
10.1109/tvcg.2021.3114822,,15,M,
10.1109/tvcg.2021.3114822,,16,M,
10.1109/tvcg.2021.3114822,,17,M,
10.1109/tvcg.2021.3114822,,18,M,
10.1109/tvcg.2021.3114822,,19,M,
10.1109/tvcg.2021.3114822,,20,M,
10.1109/tvcg.2021.3114822,,21,L,
10.1109/tvcg.2021.3114777,Yijie Hou,1,F,"School of Data Science, Fudan University, China"
10.1109/tvcg.2021.3114777,Chengshun Wang,2,M,"School of Data Science, Fudan University, China"
10.1109/tvcg.2021.3114777,Junhong Wang,3,M,"School of Data Science, Fudan University, China"
10.1109/tvcg.2021.3114777,Xiangyang Xue 0001,4,M,"School of Data Science, Fudan University, China"
10.1109/tvcg.2021.3114777,Xiaolong Luke Zhang,5,M,"Pennsylvania State University, Pennsylvania"
10.1109/tvcg.2021.3114777,Jun Zhu,6,M,"China FAW (Nanjing) Technology Development Co., Ltd., China"
10.1109/tvcg.2021.3114777,Dongliang Wang,7,M,"China FAW (Nanjing) Technology Development Co., Ltd., China"
10.1109/tvcg.2021.3114777,Siming Chen 0001,8,M,"School of Data Science, Fudan University, China"
10.1109/tvcg.2021.3114777,,9,M,
10.1109/tvcg.2021.3114777,,10,M,
10.1109/tvcg.2021.3114777,,11,M,
10.1109/tvcg.2021.3114777,,12,M,
10.1109/tvcg.2021.3114777,,13,M,
10.1109/tvcg.2021.3114777,,14,M,
10.1109/tvcg.2021.3114777,,15,M,
10.1109/tvcg.2021.3114777,,16,M,
10.1109/tvcg.2021.3114777,,17,M,
10.1109/tvcg.2021.3114777,,18,M,
10.1109/tvcg.2021.3114777,,19,M,
10.1109/tvcg.2021.3114777,,20,M,
10.1109/tvcg.2021.3114777,,21,L,
10.1109/tvcg.2021.3114765,Yinqiao Wang,1,F,"Shandong University, CN, China"
10.1109/tvcg.2021.3114765,Lu Chen,2,M,"Shandong University, CN, China"
10.1109/tvcg.2021.3114765,Jaemin Jo,3,M,"Sungkyunkwan University, KR, South Korea"
10.1109/tvcg.2021.3114765,Yunhai Wang,4,M,"Shandong University, CN, China"
10.1109/tvcg.2021.3114765,,5,M,
10.1109/tvcg.2021.3114765,,6,M,
10.1109/tvcg.2021.3114765,,7,M,
10.1109/tvcg.2021.3114765,,8,M,
10.1109/tvcg.2021.3114765,,9,M,
10.1109/tvcg.2021.3114765,,10,M,
10.1109/tvcg.2021.3114765,,11,M,
10.1109/tvcg.2021.3114765,,12,M,
10.1109/tvcg.2021.3114765,,13,M,
10.1109/tvcg.2021.3114765,,14,M,
10.1109/tvcg.2021.3114765,,15,M,
10.1109/tvcg.2021.3114765,,16,M,
10.1109/tvcg.2021.3114765,,17,M,
10.1109/tvcg.2021.3114765,,18,M,
10.1109/tvcg.2021.3114765,,19,M,
10.1109/tvcg.2021.3114765,,20,M,
10.1109/tvcg.2021.3114765,,21,L,
10.1109/tvcg.2021.3114760,Matthew Brehmer,1,F,"Tableau Research, United States"
10.1109/tvcg.2021.3114760,Robert Kosara,2,M,"Tableau Research, United States"
10.1109/tvcg.2021.3114760,,3,M,
10.1109/tvcg.2021.3114760,,4,M,
10.1109/tvcg.2021.3114760,,5,M,
10.1109/tvcg.2021.3114760,,6,M,
10.1109/tvcg.2021.3114760,,7,M,
10.1109/tvcg.2021.3114760,,8,M,
10.1109/tvcg.2021.3114760,,9,M,
10.1109/tvcg.2021.3114760,,10,M,
10.1109/tvcg.2021.3114760,,11,M,
10.1109/tvcg.2021.3114760,,12,M,
10.1109/tvcg.2021.3114760,,13,M,
10.1109/tvcg.2021.3114760,,14,M,
10.1109/tvcg.2021.3114760,,15,M,
10.1109/tvcg.2021.3114760,,16,M,
10.1109/tvcg.2021.3114760,,17,M,
10.1109/tvcg.2021.3114760,,18,M,
10.1109/tvcg.2021.3114760,,19,M,
10.1109/tvcg.2021.3114760,,20,M,
10.1109/tvcg.2021.3114760,,21,L,
10.1109/tvcg.2021.3114856,Weiwei Cui 0001,1,F,"Microsoft Research Asia, China"
10.1109/tvcg.2021.3114856,Jinpeng Wang 0001,2,M,"Meituan, China"
10.1109/tvcg.2021.3114856,He Huang,3,M,"Microsoft Research Asia, China"
10.1109/tvcg.2021.3114856,Yun Wang 0012,4,M,"Microsoft Research Asia, China"
10.1109/tvcg.2021.3114856,Chin-Yew Lin,5,M,"Microsoft Research Asia, China"
10.1109/tvcg.2021.3114856,Haidong Zhang,6,M,"Microsoft Research Asia, China"
10.1109/tvcg.2021.3114856,Dongmei Zhang 0001,7,M,"Microsoft Research Asia, China"
10.1109/tvcg.2021.3114856,,8,M,
10.1109/tvcg.2021.3114856,,9,M,
10.1109/tvcg.2021.3114856,,10,M,
10.1109/tvcg.2021.3114856,,11,M,
10.1109/tvcg.2021.3114856,,12,M,
10.1109/tvcg.2021.3114856,,13,M,
10.1109/tvcg.2021.3114856,,14,M,
10.1109/tvcg.2021.3114856,,15,M,
10.1109/tvcg.2021.3114856,,16,M,
10.1109/tvcg.2021.3114856,,17,M,
10.1109/tvcg.2021.3114856,,18,M,
10.1109/tvcg.2021.3114856,,19,M,
10.1109/tvcg.2021.3114856,,20,M,
10.1109/tvcg.2021.3114856,,21,L,
10.1109/tvcg.2021.3114683,Theo Jaunet,1,F,"INSA-Lyon and LIRIS, France"
10.1109/tvcg.2021.3114683,Corentin Kervadec,2,M,"INSA-Lyon, LIRIS, and Orange Innovation, France"
10.1109/tvcg.2021.3114683,Romain Vuillemot,3,M,"École Centrale de Lyon and LIRIS, France"
10.1109/tvcg.2021.3114683,Grigory Antipov,4,M,"Orange Innovation, United States"
10.1109/tvcg.2021.3114683,Moez Baccouche,5,M,"Orange Innovation, United States"
10.1109/tvcg.2021.3114683,Christian Wolf 0001,6,M,"INSA-Lyon and LIRIS, France"
10.1109/tvcg.2021.3114683,,7,M,
10.1109/tvcg.2021.3114683,,8,M,
10.1109/tvcg.2021.3114683,,9,M,
10.1109/tvcg.2021.3114683,,10,M,
10.1109/tvcg.2021.3114683,,11,M,
10.1109/tvcg.2021.3114683,,12,M,
10.1109/tvcg.2021.3114683,,13,M,
10.1109/tvcg.2021.3114683,,14,M,
10.1109/tvcg.2021.3114683,,15,M,
10.1109/tvcg.2021.3114683,,16,M,
10.1109/tvcg.2021.3114683,,17,M,
10.1109/tvcg.2021.3114683,,18,M,
10.1109/tvcg.2021.3114683,,19,M,
10.1109/tvcg.2021.3114683,,20,M,
10.1109/tvcg.2021.3114683,,21,L,
10.1109/tvcg.2021.3114850,Tiankai Xie,1,F,"Arizona State University, United States"
10.1109/tvcg.2021.3114850,Yuxin Ma 0001,2,M,"Southern University of Science and Technology, China"
10.1109/tvcg.2021.3114850,Jian Kang 0008,3,M,"University of Illinois at Urbana-Champaign, United States"
10.1109/tvcg.2021.3114850,Hanghang Tong,4,M,"University of Illinois at Urbana-Champaign, United States"
10.1109/tvcg.2021.3114850,Ross Maciejewski,5,M,"Arizona State University, United States"
10.1109/tvcg.2021.3114850,,6,M,
10.1109/tvcg.2021.3114850,,7,M,
10.1109/tvcg.2021.3114850,,8,M,
10.1109/tvcg.2021.3114850,,9,M,
10.1109/tvcg.2021.3114850,,10,M,
10.1109/tvcg.2021.3114850,,11,M,
10.1109/tvcg.2021.3114850,,12,M,
10.1109/tvcg.2021.3114850,,13,M,
10.1109/tvcg.2021.3114850,,14,M,
10.1109/tvcg.2021.3114850,,15,M,
10.1109/tvcg.2021.3114850,,16,M,
10.1109/tvcg.2021.3114850,,17,M,
10.1109/tvcg.2021.3114850,,18,M,
10.1109/tvcg.2021.3114850,,19,M,
10.1109/tvcg.2021.3114850,,20,M,
10.1109/tvcg.2021.3114850,,21,L,
10.1109/tvcg.2021.3114840,Qianwen Wang 0001,1,F,"Harvard University, USA"
10.1109/tvcg.2021.3114840,Tali Mazor,2,M,"Dana-Farber Cancer Institute, USA"
10.1109/tvcg.2021.3114840,Theresa Anisja Harbig,3,M,"University of Tübingen, Germany"
10.1109/tvcg.2021.3114840,Ethan Cerami,4,M,"Dana-Farber Cancer Institute, USA"
10.1109/tvcg.2021.3114840,Nils Gehlenborg,5,M,"Harvard University, USA"
10.1109/tvcg.2021.3114840,,6,M,
10.1109/tvcg.2021.3114840,,7,M,
10.1109/tvcg.2021.3114840,,8,M,
10.1109/tvcg.2021.3114840,,9,M,
10.1109/tvcg.2021.3114840,,10,M,
10.1109/tvcg.2021.3114840,,11,M,
10.1109/tvcg.2021.3114840,,12,M,
10.1109/tvcg.2021.3114840,,13,M,
10.1109/tvcg.2021.3114840,,14,M,
10.1109/tvcg.2021.3114840,,15,M,
10.1109/tvcg.2021.3114840,,16,M,
10.1109/tvcg.2021.3114840,,17,M,
10.1109/tvcg.2021.3114840,,18,M,
10.1109/tvcg.2021.3114840,,19,M,
10.1109/tvcg.2021.3114840,,20,M,
10.1109/tvcg.2021.3114840,,21,L,
10.1109/tvcg.2021.3114833,Hyeon Jeon,1,F,"Seoul National University, South Korea"
10.1109/tvcg.2021.3114833,Hyung-Kwon Ko,2,M,"Seoul National University, South Korea"
10.1109/tvcg.2021.3114833,Jaemin Jo,3,M,"Sungkyunkwan University, South Korea"
10.1109/tvcg.2021.3114833,Youngtaek Kim,4,M,"Seoul National University, South Korea"
10.1109/tvcg.2021.3114833,Jinwook Seo,5,M,"Seoul National University, South Korea"
10.1109/tvcg.2021.3114833,,6,M,
10.1109/tvcg.2021.3114833,,7,M,
10.1109/tvcg.2021.3114833,,8,M,
10.1109/tvcg.2021.3114833,,9,M,
10.1109/tvcg.2021.3114833,,10,M,
10.1109/tvcg.2021.3114833,,11,M,
10.1109/tvcg.2021.3114833,,12,M,
10.1109/tvcg.2021.3114833,,13,M,
10.1109/tvcg.2021.3114833,,14,M,
10.1109/tvcg.2021.3114833,,15,M,
10.1109/tvcg.2021.3114833,,16,M,
10.1109/tvcg.2021.3114833,,17,M,
10.1109/tvcg.2021.3114833,,18,M,
10.1109/tvcg.2021.3114833,,19,M,
10.1109/tvcg.2021.3114833,,20,M,
10.1109/tvcg.2021.3114833,,21,L,
10.1109/tvcg.2021.3114821,Natkamon Tovanich,1,F,"IRT SystemX, Palaiseau, France and Université Paris-Saclay, CNRS, Inria, LISN, Orsay, France"
10.1109/tvcg.2021.3114821,Nicolas Soulié,2,M,"Université Paris-Saclay, Univ Evry, IMT-BS, LITEM, Evry-Courcouronnes, France"
10.1109/tvcg.2021.3114821,Nicolas Heulot,3,M,"IRT SystemX, Palaiseau, France"
10.1109/tvcg.2021.3114821,Petra Isenberg,4,M,"Université Paris-Saclay, CNRS, Inria, LISN, Orsay, France"
10.1109/tvcg.2021.3114821,,5,M,
10.1109/tvcg.2021.3114821,,6,M,
10.1109/tvcg.2021.3114821,,7,M,
10.1109/tvcg.2021.3114821,,8,M,
10.1109/tvcg.2021.3114821,,9,M,
10.1109/tvcg.2021.3114821,,10,M,
10.1109/tvcg.2021.3114821,,11,M,
10.1109/tvcg.2021.3114821,,12,M,
10.1109/tvcg.2021.3114821,,13,M,
10.1109/tvcg.2021.3114821,,14,M,
10.1109/tvcg.2021.3114821,,15,M,
10.1109/tvcg.2021.3114821,,16,M,
10.1109/tvcg.2021.3114821,,17,M,
10.1109/tvcg.2021.3114821,,18,M,
10.1109/tvcg.2021.3114821,,19,M,
10.1109/tvcg.2021.3114821,,20,M,
10.1109/tvcg.2021.3114821,,21,L,
10.1109/tvcg.2021.3114800,Johannes Knittel,1,F,"University of Stuttgart, Germany"
10.1109/tvcg.2021.3114800,Steffen Koch 0001,2,M,"University of Stuttgart, Germany"
10.1109/tvcg.2021.3114800,Tan Tang,3,M,"State Key Lab of CAD&CG, Zhejiang University, China"
10.1109/tvcg.2021.3114800,Wei Chen 0001,4,M,"State Key Lab of CAD&CG, Zhejiang University, China"
10.1109/tvcg.2021.3114800,Yingcai Wu,5,M,"State Key Lab of CAD&CG, Zhejiang University, China"
10.1109/tvcg.2021.3114800,Shixia Liu,6,M,"Tsinghua University, China"
10.1109/tvcg.2021.3114800,Thomas Ertl,7,M,"University of Stuttgart, Germany"
10.1109/tvcg.2021.3114800,,8,M,
10.1109/tvcg.2021.3114800,,9,M,
10.1109/tvcg.2021.3114800,,10,M,
10.1109/tvcg.2021.3114800,,11,M,
10.1109/tvcg.2021.3114800,,12,M,
10.1109/tvcg.2021.3114800,,13,M,
10.1109/tvcg.2021.3114800,,14,M,
10.1109/tvcg.2021.3114800,,15,M,
10.1109/tvcg.2021.3114800,,16,M,
10.1109/tvcg.2021.3114800,,17,M,
10.1109/tvcg.2021.3114800,,18,M,
10.1109/tvcg.2021.3114800,,19,M,
10.1109/tvcg.2021.3114800,,20,M,
10.1109/tvcg.2021.3114800,,21,L,
10.1109/tvcg.2021.3114786,Jared Jessup,1,F,"School of Engineering and Applied Sciences, Harvard University, USA"
10.1109/tvcg.2021.3114786,Robert Krüger,2,M,"School of Engineering and Applied Sciences, Harvard University, USA and Laboratory of Systems Pharmacology, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Simon Warchol,3,M,"School of Engineering and Applied Sciences, Harvard University, USA"
10.1109/tvcg.2021.3114786,John Hoffer,4,M,"Laboratory of Systems Pharmacology, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Jeremy Muhlich,5,M,"Laboratory of Systems Pharmacology, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Cecily C. Ritch,6,M,"Brigham and Women's Hospital, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Giorgio Gaglia,7,M,"Brigham and Women's Hospital, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Shannon Coy,8,M,"Brigham and Women's Hospital, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Yu-An Chen,9,M,"Laboratory of Systems Pharmacology, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Jia-Ren Lin,10,M,"Laboratory of Systems Pharmacology, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Sandro Santagata,11,M,"Brigham and Women's Hospital, Harvard Medical School, USA and Laboratory of Systems Pharmacology, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Peter K. Sorger,12,M,"Laboratory of Systems Pharmacology, Harvard Medical School, USA"
10.1109/tvcg.2021.3114786,Hanspeter Pfister,13,M,"School of Engineering and Applied Sciences, Harvard University, USA"
10.1109/tvcg.2021.3114786,,14,M,
10.1109/tvcg.2021.3114786,,15,M,
10.1109/tvcg.2021.3114786,,16,M,
10.1109/tvcg.2021.3114786,,17,M,
10.1109/tvcg.2021.3114786,,18,M,
10.1109/tvcg.2021.3114786,,19,M,
10.1109/tvcg.2021.3114786,,20,M,
10.1109/tvcg.2021.3114786,,21,L,
10.1109/tvcg.2021.3114857,Huan Song,1,F,"Robert Bosch Research and Technology Center, USA"
10.1109/tvcg.2021.3114857,Zeng Dai,2,M,"ByteDance Inc., China"
10.1109/tvcg.2021.3114857,Panpan Xu,3,M,"Amazon AWS AI, United States"
10.1109/tvcg.2021.3114857,Liu Ren,4,M,"Robert Bosch Research and Technology Center, USA"
10.1109/tvcg.2021.3114857,,5,M,
10.1109/tvcg.2021.3114857,,6,M,
10.1109/tvcg.2021.3114857,,7,M,
10.1109/tvcg.2021.3114857,,8,M,
10.1109/tvcg.2021.3114857,,9,M,
10.1109/tvcg.2021.3114857,,10,M,
10.1109/tvcg.2021.3114857,,11,M,
10.1109/tvcg.2021.3114857,,12,M,
10.1109/tvcg.2021.3114857,,13,M,
10.1109/tvcg.2021.3114857,,14,M,
10.1109/tvcg.2021.3114857,,15,M,
10.1109/tvcg.2021.3114857,,16,M,
10.1109/tvcg.2021.3114857,,17,M,
10.1109/tvcg.2021.3114857,,18,M,
10.1109/tvcg.2021.3114857,,19,M,
10.1109/tvcg.2021.3114857,,20,M,
10.1109/tvcg.2021.3114857,,21,L,
10.1109/tvcg.2021.3114828,Saiful Khan,1,F,"University of Oxford, UK"
10.1109/tvcg.2021.3114828,Phong Hai Nguyen,2,M,"Redsift Ltd., UK"
10.1109/tvcg.2021.3114828,Alfie Abdul-Rahman,3,M,"King's College London, UK"
10.1109/tvcg.2021.3114828,Benjamin Bach,4,M,"Edinburgh University, UK"
10.1109/tvcg.2021.3114828,Min Chen 0001,5,M,"University of Oxford, UK"
10.1109/tvcg.2021.3114828,Euan Freeman,6,M,"University of Glasgow, Scotland"
10.1109/tvcg.2021.3114828,Cagatay Turkay,7,M,"University of Warwick, UK"
10.1109/tvcg.2021.3114828,,8,M,
10.1109/tvcg.2021.3114828,,9,M,
10.1109/tvcg.2021.3114828,,10,M,
10.1109/tvcg.2021.3114828,,11,M,
10.1109/tvcg.2021.3114828,,12,M,
10.1109/tvcg.2021.3114828,,13,M,
10.1109/tvcg.2021.3114828,,14,M,
10.1109/tvcg.2021.3114828,,15,M,
10.1109/tvcg.2021.3114828,,16,M,
10.1109/tvcg.2021.3114828,,17,M,
10.1109/tvcg.2021.3114828,,18,M,
10.1109/tvcg.2021.3114828,,19,M,
10.1109/tvcg.2021.3114828,,20,M,
10.1109/tvcg.2021.3114828,,21,L,
10.1109/tvcg.2021.3114827,Arpit Narechania,1,F,"Georgia Institute of Technology, United States"
10.1109/tvcg.2021.3114827,Adam Coscia,2,M,"Georgia Institute of Technology, United States"
10.1109/tvcg.2021.3114827,Emily Wall 0001,3,M,"Emory University, United States"
10.1109/tvcg.2021.3114827,Alex Endert,4,M,"Georgia Institute of Technology, United States"
10.1109/tvcg.2021.3114827,,5,M,
10.1109/tvcg.2021.3114827,,6,M,
10.1109/tvcg.2021.3114827,,7,M,
10.1109/tvcg.2021.3114827,,8,M,
10.1109/tvcg.2021.3114827,,9,M,
10.1109/tvcg.2021.3114827,,10,M,
10.1109/tvcg.2021.3114827,,11,M,
10.1109/tvcg.2021.3114827,,12,M,
10.1109/tvcg.2021.3114827,,13,M,
10.1109/tvcg.2021.3114827,,14,M,
10.1109/tvcg.2021.3114827,,15,M,
10.1109/tvcg.2021.3114827,,16,M,
10.1109/tvcg.2021.3114827,,17,M,
10.1109/tvcg.2021.3114827,,18,M,
10.1109/tvcg.2021.3114827,,19,M,
10.1109/tvcg.2021.3114827,,20,M,
10.1109/tvcg.2021.3114827,,21,L,
10.1109/tvcg.2021.3114805,Kyle Wm. Hall,1,F,"Temple University, USA and Layer 6, Canada"
10.1109/tvcg.2021.3114805,Anthony Kouroupis,2,M,"Ontario Tech University, Canada"
10.1109/tvcg.2021.3114805,Anastasia Bezerianos,3,M,"LRI-Université Paris-Saclay, France"
10.1109/tvcg.2021.3114805,Danielle Albers Szafir,4,M,"University of Colorado Boulder, USA"
10.1109/tvcg.2021.3114805,Christopher Collins 0001,5,M,"Ontario Tech University, Canada"
10.1109/tvcg.2021.3114805,,6,M,
10.1109/tvcg.2021.3114805,,7,M,
10.1109/tvcg.2021.3114805,,8,M,
10.1109/tvcg.2021.3114805,,9,M,
10.1109/tvcg.2021.3114805,,10,M,
10.1109/tvcg.2021.3114805,,11,M,
10.1109/tvcg.2021.3114805,,12,M,
10.1109/tvcg.2021.3114805,,13,M,
10.1109/tvcg.2021.3114805,,14,M,
10.1109/tvcg.2021.3114805,,15,M,
10.1109/tvcg.2021.3114805,,16,M,
10.1109/tvcg.2021.3114805,,17,M,
10.1109/tvcg.2021.3114805,,18,M,
10.1109/tvcg.2021.3114805,,19,M,
10.1109/tvcg.2021.3114805,,20,M,
10.1109/tvcg.2021.3114805,,21,L,
10.1109/tvcg.2021.3114801,Maoyuan Sun,1,F,"Northern Illinois University, United States"
10.1109/tvcg.2021.3114801,Abdul Rahman Shaikh,2,M,"Northern Illinois University, United States"
10.1109/tvcg.2021.3114801,Hamed Alhoori,3,M,"Northern Illinois University, United States"
10.1109/tvcg.2021.3114801,Jian Zhao 0010,4,M,"University of Waterloo, Canada"
10.1109/tvcg.2021.3114801,,5,M,
10.1109/tvcg.2021.3114801,,6,M,
10.1109/tvcg.2021.3114801,,7,M,
10.1109/tvcg.2021.3114801,,8,M,
10.1109/tvcg.2021.3114801,,9,M,
10.1109/tvcg.2021.3114801,,10,M,
10.1109/tvcg.2021.3114801,,11,M,
10.1109/tvcg.2021.3114801,,12,M,
10.1109/tvcg.2021.3114801,,13,M,
10.1109/tvcg.2021.3114801,,14,M,
10.1109/tvcg.2021.3114801,,15,M,
10.1109/tvcg.2021.3114801,,16,M,
10.1109/tvcg.2021.3114801,,17,M,
10.1109/tvcg.2021.3114801,,18,M,
10.1109/tvcg.2021.3114801,,19,M,
10.1109/tvcg.2021.3114801,,20,M,
10.1109/tvcg.2021.3114801,,21,L,
10.1109/tvcg.2021.3114795,Markus Wallinger,1,F,"TU Wien, Austria"
10.1109/tvcg.2021.3114795,Daniel Archambault,2,M,"Swansea University, United Kingdom"
10.1109/tvcg.2021.3114795,David Auber,3,M,"University of Bordeaux, France"
10.1109/tvcg.2021.3114795,Martin Nöllenburg,4,M,"TU Wien, Austria"
10.1109/tvcg.2021.3114795,Jaakko Peltonen,5,M,"Tampere University, Finland"
10.1109/tvcg.2021.3114795,,6,M,
10.1109/tvcg.2021.3114795,,7,M,
10.1109/tvcg.2021.3114795,,8,M,
10.1109/tvcg.2021.3114795,,9,M,
10.1109/tvcg.2021.3114795,,10,M,
10.1109/tvcg.2021.3114795,,11,M,
10.1109/tvcg.2021.3114795,,12,M,
10.1109/tvcg.2021.3114795,,13,M,
10.1109/tvcg.2021.3114795,,14,M,
10.1109/tvcg.2021.3114795,,15,M,
10.1109/tvcg.2021.3114795,,16,M,
10.1109/tvcg.2021.3114795,,17,M,
10.1109/tvcg.2021.3114795,,18,M,
10.1109/tvcg.2021.3114795,,19,M,
10.1109/tvcg.2021.3114795,,20,M,
10.1109/tvcg.2021.3114795,,21,L,
10.1109/tvcg.2021.3114787,Natkamon Tovanich,1,F,"IRT SystemX, Paris-Saclay, Palaiseau, France and Université Paris-Saclay, CNRS, Inria, LISN, Orsay, France"
10.1109/tvcg.2021.3114787,Pierre Dragicevic,2,M,"Université Paris-Saclay, CNRS, Inria, LISN, Orsay, France"
10.1109/tvcg.2021.3114787,Petra Isenberg,3,M,"Université Paris-Saclay, CNRS, Inria, LISN, Orsay, France"
10.1109/tvcg.2021.3114787,,4,M,
10.1109/tvcg.2021.3114787,,5,M,
10.1109/tvcg.2021.3114787,,6,M,
10.1109/tvcg.2021.3114787,,7,M,
10.1109/tvcg.2021.3114787,,8,M,
10.1109/tvcg.2021.3114787,,9,M,
10.1109/tvcg.2021.3114787,,10,M,
10.1109/tvcg.2021.3114787,,11,M,
10.1109/tvcg.2021.3114787,,12,M,
10.1109/tvcg.2021.3114787,,13,M,
10.1109/tvcg.2021.3114787,,14,M,
10.1109/tvcg.2021.3114787,,15,M,
10.1109/tvcg.2021.3114787,,16,M,
10.1109/tvcg.2021.3114787,,17,M,
10.1109/tvcg.2021.3114787,,18,M,
10.1109/tvcg.2021.3114787,,19,M,
10.1109/tvcg.2021.3114787,,20,M,
10.1109/tvcg.2021.3114787,,21,L,
10.1109/tvcg.2021.3114783,Matt-Heun Hong,1,F,"ATLAS Institute, University of Colorado, Boulder, USA"
10.1109/tvcg.2021.3114783,Jessica K. Witt,2,M,"Department of Psychology, Colorado State University, USA"
10.1109/tvcg.2021.3114783,Danielle Albers Szafir,3,M,"ATLAS Institute, University of Colorado, Boulder, USA"
10.1109/tvcg.2021.3114783,,4,M,
10.1109/tvcg.2021.3114783,,5,M,
10.1109/tvcg.2021.3114783,,6,M,
10.1109/tvcg.2021.3114783,,7,M,
10.1109/tvcg.2021.3114783,,8,M,
10.1109/tvcg.2021.3114783,,9,M,
10.1109/tvcg.2021.3114783,,10,M,
10.1109/tvcg.2021.3114783,,11,M,
10.1109/tvcg.2021.3114783,,12,M,
10.1109/tvcg.2021.3114783,,13,M,
10.1109/tvcg.2021.3114783,,14,M,
10.1109/tvcg.2021.3114783,,15,M,
10.1109/tvcg.2021.3114783,,16,M,
10.1109/tvcg.2021.3114783,,17,M,
10.1109/tvcg.2021.3114783,,18,M,
10.1109/tvcg.2021.3114783,,19,M,
10.1109/tvcg.2021.3114783,,20,M,
10.1109/tvcg.2021.3114783,,21,L,
10.1109/tvcg.2021.3114762,Chenhui Li 0001,1,F,"School of Computer Science and Technology, East China Normal University, China"
10.1109/tvcg.2021.3114762,George Baciu,2,M,"The Hong Kong Polytechnic University, Hong Kong"
10.1109/tvcg.2021.3114762,Yunzhe Wang,3,M,"Suzhou University of Science and Technology, China"
10.1109/tvcg.2021.3114762,Junjie Chen,4,M,"School of Computer Science and Technology, East China Normal University, China"
10.1109/tvcg.2021.3114762,Changbo Wang,5,M,"School of Computer Science and Technology, East China Normal University, China"
10.1109/tvcg.2021.3114762,,6,M,
10.1109/tvcg.2021.3114762,,7,M,
10.1109/tvcg.2021.3114762,,8,M,
10.1109/tvcg.2021.3114762,,9,M,
10.1109/tvcg.2021.3114762,,10,M,
10.1109/tvcg.2021.3114762,,11,M,
