Paper DOI,Author Names
10.1109/mcg.2020.3042587,Wolfgang Hayek
10.1109/mcg.2020.3042587,Piotr Florek
10.1109/mcg.2020.3042587,Harold Dyson
10.1109/mcg.2017.3621224,Feng Wang 0012
10.1109/mcg.2017.3621224,Brett Hansen
10.1109/mcg.2017.3621224,Ryan Simmons
10.1109/mcg.2017.3621224,Ross Maciejewski
10.1109/mcg.2018.053491731,Benjamin Karer
10.1109/mcg.2018.053491731,Alina Freund
10.1109/mcg.2018.053491731,Michael Horst
10.1109/mcg.2018.053491731,Inga Scheler
10.1109/mcg.2018.053491731,Thomas Kossurok
10.1109/mcg.2018.053491731,Franz-Josef Brandt
10.1109/mcg.2020.3025183,Doris Kosminsky
10.1109/mcg.2020.3025183,Douglas Thomaz de Oliveira
10.1109/mcg.2018.2877113,Eric Papenhausen
10.1109/mcg.2018.2877113,Matthew Harper Langston
10.1109/mcg.2018.2877113,Benoît Meister
10.1109/mcg.2018.2877113,Richard Lethin
10.1109/mcg.2018.2877113,Klaus Mueller 0001
10.1109/tvcg.2018.2846735,Luis Gustavo Nonato
10.1109/tvcg.2018.2846735,Michaël Aupetit 0001
10.1109/tvcg.2018.2829750,Bahador Saket
10.1109/tvcg.2018.2829750,Alex Endert
10.1109/tvcg.2018.2829750,Çagatay Demiralp
10.1109/tvcg.2018.2872577,Evanthia Dimara
10.1109/tvcg.2018.2872577,Steven Franconeri
10.1109/tvcg.2018.2872577,Catherine Plaisant
10.1109/tvcg.2018.2872577,Anastasia Bezerianos
10.1109/tvcg.2018.2872577,Pierre Dragicevic
10.1109/tvcg.2017.2785807,Deokgun Park 0001
10.1109/tvcg.2017.2785807,Steven Mark Drucker
10.1109/tvcg.2017.2785807,Roland Fernandez
10.1109/tvcg.2017.2785807,Niklas Elmqvist
10.1109/tvcg.2019.2904683,Marti A. Hearst
10.1109/tvcg.2019.2904683,Emily Pedersen
10.1109/tvcg.2019.2904683,Lekha Patil
10.1109/tvcg.2019.2904683,Elsie Lee
10.1109/tvcg.2019.2904683,Paul Laskowski
10.1109/tvcg.2019.2904683,Steven Franconeri
10.1109/tvcg.2018.2889054,Siming Chen 0001
10.1109/tvcg.2018.2889054,Jie Li 0006
10.1109/tvcg.2018.2889054,Gennady L. Andrienko
10.1109/tvcg.2018.2889054,Natalia V. Andrienko
10.1109/tvcg.2018.2889054,Yun Wang 0012
10.1109/tvcg.2018.2889054,Phong H. Nguyen
10.1109/tvcg.2018.2889054,Cagatay Turkay
10.1109/tvcg.2017.2764459,Yingcai Wu
10.1109/tvcg.2017.2764459,Zhutian Chen
10.1109/tvcg.2017.2764459,Guodao Sun
10.1109/tvcg.2017.2764459,Xiao Xie
10.1109/tvcg.2017.2764459,Nan Cao 0001
10.1109/tvcg.2017.2764459,Shixia Liu
10.1109/tvcg.2017.2764459,Weiwei Cui
10.1109/tvcg.2021.3057483,Alex Bäuerle
10.1109/tvcg.2021.3057483,Christian van Onzenoodt
10.1109/tvcg.2021.3057483,Timo Ropinski
10.1109/tvcg.2019.2963659,Haipeng Zeng
10.1109/tvcg.2019.2963659,Xinhuan Shu
10.1109/tvcg.2019.2963659,Yanbang Wang
10.1109/tvcg.2019.2963659,Yong Wang 0021
10.1109/tvcg.2019.2963659,Liguo Zhang
10.1109/tvcg.2019.2963659,Ting-Chuen Pong
10.1109/tvcg.2019.2963659,Huamin Qu
10.1109/tvcg.2019.2933196,Paola Valdivia
10.1109/tvcg.2019.2933196,Paolo Buono
10.1109/tvcg.2019.2933196,Catherine Plaisant
10.1109/tvcg.2019.2933196,Nicole Dufournaud
10.1109/tvcg.2019.2933196,Jean-Daniel Fekete
10.1109/tvcg.2019.2940580,Mingyu Pi
10.1109/tvcg.2019.2940580,Hanbyul Yeon
10.1109/tvcg.2019.2940580,Hyesook Son
10.1109/tvcg.2019.2940580,Yun Jang
10.1109/tvcg.2018.2835485,Xiao Xie
10.1109/tvcg.2018.2835485,Xiwen Cai
10.1109/tvcg.2018.2835485,Junpei Zhou
10.1109/tvcg.2018.2835485,Nan Cao 0001
10.1109/tvcg.2018.2835485,Yingcai Wu
10.1109/tvcg.2019.2920639,Daniel Jönsson
10.1109/tvcg.2019.2920639,Peter Steneteg
10.1109/tvcg.2019.2920639,Erik Sundén
10.1109/tvcg.2019.2920639,Rickard Englund
10.1109/tvcg.2019.2920639,Sathish Kottravel
10.1109/tvcg.2019.2920639,Martin Falk
10.1109/tvcg.2019.2920639,Anders Ynnerman
10.1109/tvcg.2019.2920639,Ingrid Hotz
10.1109/tvcg.2019.2920639,Timo Ropinski
10.1109/tvcg.2019.2956697,Sebastian Weiss
10.1109/tvcg.2019.2956697,Mengyu Chu
10.1109/tvcg.2019.2956697,Nils Thuerey
10.1109/tvcg.2019.2956697,Rüdiger Westermann
10.1109/tvcg.2019.2892415,Zhutian Chen
10.1109/tvcg.2019.2892415,Yijia Su
10.1109/tvcg.2019.2892415,Yifang Wang 0001
10.1109/tvcg.2019.2892415,Qianwen Wang
10.1109/tvcg.2019.2892415,Huamin Qu
10.1109/tvcg.2019.2892415,Yingcai Wu
10.1109/tvcg.2018.2810918,Fumeng Yang
10.1109/tvcg.2018.2810918,Lane T. Harrison
10.1109/tvcg.2018.2810918,Ronald A. Rensink
10.1109/tvcg.2018.2810918,Steven L. Franconeri
10.1109/tvcg.2018.2810918,Remco Chang
10.1109/tvcg.2017.2764895,Yuan Liang
10.1109/tvcg.2017.2764895,Xiting Wang
10.1109/tvcg.2017.2764895,Song-Hai Zhang
10.1109/tvcg.2017.2764895,Shi-Min Hu 0001
10.1109/tvcg.2017.2764895,Shixia Liu
10.1109/tvcg.2021.3054916,Jian Chen 0006
10.1109/tvcg.2021.3054916,Meng Ling
10.1109/tvcg.2021.3054916,Rui Li 0067
10.1109/tvcg.2021.3054916,Petra Isenberg
10.1109/tvcg.2021.3054916,Tobias Isenberg 0001
10.1109/tvcg.2021.3054916,Michael Sedlmair
10.1109/tvcg.2021.3054916,Torsten Möller
10.1109/tvcg.2021.3054916,Robert S. Laramee
10.1109/tvcg.2021.3054916,Han-Wei Shen
10.1109/tvcg.2021.3054916,Katharina Wünsche
10.1109/tvcg.2021.3054916,Qiru Wang
10.1109/tvcg.2019.2907583,Paulo Ivson 0001
10.1109/tvcg.2019.2907583,André Moreira
10.1109/tvcg.2019.2907583,Francisco Queiroz
10.1109/tvcg.2019.2907583,Wallas H. S. dos Santos
10.1109/tvcg.2019.2907583,Waldemar Celes 0001
10.1109/tvcg.2020.3012063,Andreas P. Hinterreiter
10.1109/tvcg.2020.3012063,Peter Ruch
10.1109/tvcg.2020.3012063,Holger Stitz
10.1109/tvcg.2020.3012063,Martin Ennemoser
10.1109/tvcg.2020.3012063,Jürgen Bernard
10.1109/tvcg.2020.3012063,Hendrik Strobelt
10.1109/tvcg.2020.3012063,Marc Streit
10.1109/tvcg.2020.3018724,Jian Zhao 0010
10.1109/tvcg.2020.3018724,Mingming Fan 0001
10.1109/tvcg.2020.3018724,Mi Feng
10.1109/tvcg.2018.2876539,Aritra Dasgupta
10.1109/tvcg.2018.2876539,Jorge Poco
10.1109/tvcg.2018.2876539,Bernice E. Rogowitz
10.1109/tvcg.2018.2876539,Kyungsik Han
10.1109/tvcg.2018.2876539,Enrico Bertini
10.1109/tvcg.2018.2876539,Cláudio T. Silva
10.1109/tvcg.2021.3085327,Linping Yuan
10.1109/tvcg.2021.3085327,Ziqi Zhou
10.1109/tvcg.2021.3085327,Jian Zhao 0010
10.1109/tvcg.2021.3085327,Yiqiu Guo
10.1109/tvcg.2021.3085327,Fan Du
10.1109/tvcg.2021.3085327,Huamin Qu
10.1109/tvcg.2020.2978050,Arjun Srinivasan
10.1109/tvcg.2020.2978050,Bongshin Lee
10.1109/tvcg.2020.2978050,John T. Stasko
10.1109/tvcg.2018.2867488,Jochen Jankowai
10.1109/tvcg.2018.2867488,Ingrid Hotz
10.1109/tvcg.2019.2947515,Germain Garcia Zanabria
10.1109/tvcg.2019.2947515,Jaqueline Silveira
10.1109/tvcg.2019.2947515,Jorge Poco
10.1109/tvcg.2019.2947515,Afonso Paiva 0001
10.1109/tvcg.2019.2947515,Marcelo Batista Nery
10.1109/tvcg.2019.2947515,Cláudio T. Silva
10.1109/tvcg.2019.2947515,Sergio Adorno
10.1109/tvcg.2019.2947515,Luis Gustavo Nonato
10.1109/tvcg.2020.2981456,Hannah Kim 0001
10.1109/tvcg.2020.2981456,Barry L. Drake
10.1109/tvcg.2020.2981456,Alex Endert
10.1109/tvcg.2020.2981456,Haesun Park
10.1109/tvcg.2021.3073466,Jouni Helske
10.1109/tvcg.2021.3073466,Satu Helske
10.1109/tvcg.2021.3073466,Matthew Cooper 0001
10.1109/tvcg.2021.3073466,Anders Ynnerman
10.1109/tvcg.2021.3073466,Lonni Besançon
10.1109/tvcg.2018.2883630,Andrea Schnorr
10.1109/tvcg.2018.2883630,Dirk N. Helmrich
10.1109/tvcg.2018.2883630,Dominik Denker
10.1109/tvcg.2018.2883630,Torsten W. Kuhlen
10.1109/tvcg.2018.2883630,Bernd Hentschel 0001
10.1109/tvcg.2019.2921323,Qianwen Wang
10.1109/tvcg.2019.2921323,Jun Yuan 0003
10.1109/tvcg.2019.2921323,Shuxin Chen
10.1109/tvcg.2019.2921323,Hang Su 0006
10.1109/tvcg.2019.2921323,Huamin Qu
10.1109/tvcg.2019.2921323,Shixia Liu
10.1109/tvcg.2021.3074023,Evanthia Dimara
10.1109/tvcg.2021.3074023,Harry Zhang
10.1109/tvcg.2021.3074023,Melanie Tory
10.1109/tvcg.2021.3074023,Steven Franconeri
10.1109/tvcg.2019.2892483,Zhaosong Huang
10.1109/tvcg.2019.2892483,Yafeng Lu
10.1109/tvcg.2019.2892483,Elizabeth A. Mack
10.1109/tvcg.2019.2892483,Wei Chen 0001
10.1109/tvcg.2019.2892483,Ross Maciejewski
10.1109/tvcg.2021.3067200,Yifang Wang 0001
10.1109/tvcg.2021.3067200,Hongye Liang
10.1109/tvcg.2021.3067200,Xinhuan Shu
10.1109/tvcg.2021.3067200,Jiachen Wang
10.1109/tvcg.2021.3067200,Ke Xu
10.1109/tvcg.2021.3067200,Zikun Deng
10.1109/tvcg.2021.3067200,Cameron Campbell
10.1109/tvcg.2021.3067200,Bijia Chen
10.1109/tvcg.2021.3067200,Yingcai Wu
10.1109/tvcg.2021.3067200,Huamin Qu
10.1109/tvcg.2018.2833113,Roba Binyahib
10.1109/tvcg.2018.2833113,Tom Peterka
10.1109/tvcg.2018.2833113,Matthew Larsen
10.1109/tvcg.2018.2833113,Kwan-Liu Ma
10.1109/tvcg.2018.2833113,Hank Childs
10.1109/tvcg.2020.3035823,Izabela Malgorzata Golebiowska
10.1109/tvcg.2020.3035823,Arzu Çöltekin
10.1109/tvcg.2018.2867776,Quan Li
10.1109/tvcg.2018.2867776,Ziming Wu
10.1109/tvcg.2018.2867776,Lingling Yi
10.1109/tvcg.2018.2867776,Kristanto Sean N
10.1109/tvcg.2018.2867776,Huamin Qu
10.1109/tvcg.2018.2867776,Xiaojuan Ma
10.1109/tvcg.2021.3076222,Ran Chen
10.1109/tvcg.2021.3076222,Xinhuan Shu
10.1109/tvcg.2021.3076222,Jiahui Chen
10.1109/tvcg.2021.3076222,Di Weng
10.1109/tvcg.2021.3076222,Junxiu Tang
10.1109/tvcg.2021.3076222,Siwei Fu
10.1109/tvcg.2021.3076222,Yingcai Wu
10.1109/tvcg.2020.3009003,Fumeng Yang
10.1109/tvcg.2020.3009003,Jing Qian
10.1109/tvcg.2020.3009003,Johannes Novotny
10.1109/tvcg.2020.3009003,David Badre
10.1109/tvcg.2020.3009003,Cullen D. Jackson
10.1109/tvcg.2020.3009003,David H. Laidlaw
10.1109/tvcg.2018.2861397,Maoyuan Sun
10.1109/tvcg.2018.2861397,Jian Zhao 0010
10.1109/tvcg.2018.2861397,Hao Wu 0041
10.1109/tvcg.2018.2861397,Kurt Luther
10.1109/tvcg.2018.2861397,Chris North 0001
10.1109/tvcg.2018.2861397,Naren Ramakrishnan
10.1109/tvcg.2019.2940026,Dirk Streeb
10.1109/tvcg.2019.2940026,Mennatallah El-Assady
10.1109/tvcg.2019.2940026,Daniel A. Keim
10.1109/tvcg.2019.2940026,Min Chen 0001
10.1109/tvcg.2021.3071387,Zikun Deng
10.1109/tvcg.2021.3071387,Di Weng
10.1109/tvcg.2021.3071387,Yuxuan Liang
10.1109/tvcg.2021.3071387,Jie Bao 0003
10.1109/tvcg.2021.3071387,Yu Zheng 0004
10.1109/tvcg.2021.3071387,Tobias Schreck
10.1109/tvcg.2021.3071387,Mingliang Xu
10.1109/tvcg.2021.3071387,Yingcai Wu
10.1109/tvcg.2020.3045918,Florian Heimerl
10.1109/tvcg.2020.3045918,Christoph Kralj
10.1109/tvcg.2020.3045918,Torsten Möller
10.1109/tvcg.2020.3045918,Michael Gleicher
10.1109/tvcg.2019.2898186,Zipeng Liu
10.1109/tvcg.2019.2898186,Shing Hei Zhan
10.1109/tvcg.2019.2898186,Tamara Munzner
10.1109/tvcg.2020.3041745,Ian K. Duncan
10.1109/tvcg.2020.3041745,Shi Tingsheng
10.1109/tvcg.2020.3041745,Simon T. Perrault
10.1109/tvcg.2020.3041745,Michael T. Gastner
10.1109/tvcg.2020.3011155,Yuxin Ma
10.1109/tvcg.2020.3011155,Ross Maciejewski
10.1109/tvcg.2021.3068337,Kiran Ajani
10.1109/tvcg.2021.3068337,Elsie Lee
10.1109/tvcg.2021.3068337,Cindy Xiong
10.1109/tvcg.2021.3068337,Cole Nussbaumer Knaflic
10.1109/tvcg.2021.3068337,William Kemper
10.1109/tvcg.2021.3068337,Steven Franconeri
10.1109/tvcg.2019.2953746,Huu Tan Nguyen
10.1109/tvcg.2019.2953746,Abhinav Bhatele
10.1109/tvcg.2019.2953746,Nikhil Jain
10.1109/tvcg.2019.2953746,Suraj P. Kesavan
10.1109/tvcg.2019.2953746,Harsh Bhatia
10.1109/tvcg.2019.2953746,Todd Gamblin
10.1109/tvcg.2019.2953746,Kwan-Liu Ma
10.1109/tvcg.2019.2953746,Peer-Timo Bremer
10.1109/tvcg.2021.3074010,Quan Li
10.1109/tvcg.2021.3074010,Xiguang Wei
10.1109/tvcg.2021.3074010,Huanbin Lin
10.1109/tvcg.2021.3074010,Yang Liu 0165
10.1109/tvcg.2021.3074010,Tianjian Chen
10.1109/tvcg.2021.3074010,Xiaojuan Ma
10.1109/tvcg.2021.3051632,Robin Skånberg
10.1109/tvcg.2021.3051632,Martin Falk
10.1109/tvcg.2021.3051632,Mathieu Linares
10.1109/tvcg.2021.3051632,Anders Ynnerman
10.1109/tvcg.2021.3051632,Ingrid Hotz
10.1109/tvcg.2018.2848906,Stefan Bruckner
10.1109/tvcg.2018.2848906,Tobias Isenberg 0001
10.1109/tvcg.2018.2848906,Timo Ropinski
10.1109/tvcg.2018.2848906,Alexander Wiebel
10.1109/tvcg.2021.3085751,Doris Jung Lin Lee
10.1109/tvcg.2021.3085751,Vidya Setlur
10.1109/tvcg.2021.3085751,Melanie Tory
10.1109/tvcg.2021.3085751,Karrie Karahalios
10.1109/tvcg.2021.3085751,Aditya G. Parameswaran
10.1109/tvcg.2018.2850781,Allan Rocha
10.1109/tvcg.2018.2850781,Julio Daniel Silva
10.1109/tvcg.2018.2850781,Usman R. Alim
10.1109/tvcg.2018.2850781,Sheelagh Carpendale
10.1109/tvcg.2018.2850781,Mario Costa Sousa
10.1109/tvcg.2020.2975583,David Kouril
10.1109/tvcg.2020.2975583,Tobias Isenberg 0001
10.1109/tvcg.2020.2975583,Barbora Kozlíková
10.1109/tvcg.2020.2975583,Miriah Meyer
10.1109/tvcg.2020.2975583,M. Eduard Gröller
10.1109/tvcg.2020.2975583,Ivan Viola
10.1109/tvcg.2019.2912752,Jonathan Sarton
10.1109/tvcg.2019.2912752,Nicolas Courilleau
10.1109/tvcg.2019.2912752,Yannick Rémion
10.1109/tvcg.2019.2912752,Laurent Lucas
10.1109/tvcg.2021.3050118,Cary L. Anderson
10.1109/tvcg.2021.3050118,Anthony C. Robinson
10.1109/tvcg.2021.3064037,Aditeya Pandey
10.1109/tvcg.2021.3064037,Uzma Haque Syeda
10.1109/tvcg.2021.3064037,Chaitya Shah
10.1109/tvcg.2021.3064037,John A. Guerra-Gomez
10.1109/tvcg.2021.3064037,Michelle A. Borkin
10.1109/tvcg.2018.2856744,Shreeraj Jadhav
10.1109/tvcg.2018.2856744,Saad Nadeem
10.1109/tvcg.2018.2856744,Arie E. Kaufman
10.1109/tvcg.2020.3038154,Hsiang-Yun Wu
10.1109/tvcg.2020.3038154,Martin Nöllenburg
10.1109/tvcg.2020.3038154,Ivan Viola
10.1109/tvcg.2021.3088343,Greg Woodin
10.1109/tvcg.2021.3088343,Bodo Winter
10.1109/tvcg.2021.3088343,Lace M. K. Padilla
10.1109/tvcg.2019.2914446,Cícero A. L. Pahins
10.1109/tvcg.2019.2914446,Nivan Ferreira
10.1109/tvcg.2019.2914446,João Luiz Dihl Comba
10.1109/tvcg.2019.2895642,Salman Mahmood
10.1109/tvcg.2019.2895642,Klaus Mueller 0001
10.1109/tvcg.2019.2915222,Irene Baeza Rojo
10.1109/tvcg.2019.2915222,Markus H. Gross
10.1109/tvcg.2019.2915222,Tobias Günther
10.1109/tvcg.2021.3086414,Dongyun Han
10.1109/tvcg.2021.3086414,Gorakh Parsad
10.1109/tvcg.2021.3086414,Hwiyeon Kim
10.1109/tvcg.2021.3086414,Jaekyom Shim
10.1109/tvcg.2021.3086414,Oh-Sang Kwon
10.1109/tvcg.2021.3086414,Kyung A. Son
10.1109/tvcg.2021.3086414,Jooyoung Lee
10.1109/tvcg.2021.3086414,Isaac Cho
10.1109/tvcg.2021.3086414,Sungahn Ko
10.1109/tvcg.2020.3032984,Jian Zhao 0010
10.1109/tvcg.2020.3032984,Maoyuan Sun
10.1109/tvcg.2020.3032984,Francine Chen 0001
10.1109/tvcg.2020.3032984,Patrick Chiu
10.1109/tvcg.2020.2977634,Chen He 0003
10.1109/tvcg.2020.2977634,Luana Micallef
10.1109/tvcg.2020.2977634,Liye He
10.1109/tvcg.2020.2977634,Gopal Peddinti
10.1109/tvcg.2020.2977634,Tero Aittokallio
10.1109/tvcg.2020.2977634,Giulio Jacucci
10.1109/tvcg.2019.2898435,Valentin Bruder
10.1109/tvcg.2019.2898435,Christoph Müller 0001
10.1109/tvcg.2019.2898435,Steffen Frey
10.1109/tvcg.2019.2898435,Thomas Ertl
10.1109/tvcg.2021.3057519,Laura A. Garrison
10.1109/tvcg.2021.3057519,Juliane Müller 0003
10.1109/tvcg.2021.3057519,Stefanie Schreiber
10.1109/tvcg.2021.3057519,Steffen Oeltze-Jafra
10.1109/tvcg.2021.3057519,Helwig Hauser
10.1109/tvcg.2021.3057519,Stefan Bruckner
10.1109/tvcg.2019.2963651,Fabian Bolte
10.1109/tvcg.2019.2963651,Stefan Bruckner
10.1109/tvcg.2020.2973564,Fabian Bolte
10.1109/tvcg.2020.2973564,Mahsan Nourani
10.1109/tvcg.2020.2973564,Eric D. Ragan
10.1109/tvcg.2020.2973564,Stefan Bruckner
10.1109/tvcg.2018.2865361,Thom Castermans
10.1109/tvcg.2018.2865361,Kevin Verbeek
10.1109/tvcg.2018.2865361,Bettina Speckmann
10.1109/tvcg.2018.2865361,Michel A. Westenberg
10.1109/tvcg.2018.2865361,Rob Koopman
10.1109/tvcg.2018.2865361,Shenghui Wang 0001
10.1109/tvcg.2018.2865361,Hein van den Berg
10.1109/tvcg.2018.2865361,Arianna Betti
10.1109/tvcg.2019.2906900,Yucheng Huang
10.1109/tvcg.2019.2906900,Lei Shi 0002
10.1109/tvcg.2019.2906900,Yue Su
10.1109/tvcg.2019.2906900,Yifan Hu 0001
10.1109/tvcg.2019.2906900,Hanghang Tong
10.1109/tvcg.2019.2906900,Chaoli Wang 0001
10.1109/tvcg.2019.2906900,Tong Yang 0003
10.1109/tvcg.2019.2906900,Deyun Wang
10.1109/tvcg.2019.2906900,Shuo Liang
10.1109/tvcg.2019.2962404,Jaemin Jo
10.1109/tvcg.2019.2962404,Sehi L'Yi
10.1109/tvcg.2019.2962404,Bongshin Lee
10.1109/tvcg.2019.2962404,Jinwook Seo
10.1109/tvcg.2017.2734659,Connor Gramazio
10.1109/tvcg.2017.2734659,Jeff Huang 0002
10.1109/tvcg.2017.2734659,David H. Laidlaw
10.1109/tvcg.2020.3023537,Rafael Henkin
10.1109/tvcg.2020.3023537,Cagatay Turkay
10.1109/tvcg.2020.2968911,Mohak Patel
10.1109/tvcg.2020.2968911,David H. Laidlaw
10.1109/tvcg.2021.3088339,Georgia Panagiotidou
10.1109/tvcg.2021.3088339,Ralf Vandam
10.1109/tvcg.2021.3088339,Jeroen Poblome
10.1109/tvcg.2021.3088339,Andrew Vande Moere
10.1109/tvcg.2021.3056424,Juliane Müller 0003
10.1109/tvcg.2021.3056424,Laura A. Garrison
10.1109/tvcg.2021.3056424,Philipp Ulbrich
10.1109/tvcg.2021.3056424,Stefanie Schreiber
10.1109/tvcg.2021.3056424,Stefan Bruckner
10.1109/tvcg.2021.3056424,Helwig Hauser
10.1109/tvcg.2021.3056424,Steffen Oeltze-Jafra
10.1109/tvcg.2020.3006995,Daniel Preuß
10.1109/tvcg.2020.3006995,Tino Weinkauf
10.1109/tvcg.2020.3006995,Jens Harald Krüger
10.1109/tvcg.2018.2873011,Hua Guo
10.1109/tvcg.2018.2873011,David H. Laidlaw
10.1109/tvcg.2021.3064385,Hamish A. Carr
10.1109/tvcg.2021.3064385,Oliver Rübel
10.1109/tvcg.2021.3064385,Gunther H. Weber
10.1109/tvcg.2021.3064385,James P. Ahrens
10.1109/tvcg.2021.3076875,Kilian Werner
10.1109/tvcg.2021.3076875,Christoph Garth
10.1109/tvcg.2019.2916098,Alok Hota
10.1109/tvcg.2019.2916098,Jian Huang 0007
10.1109/tvcg.2019.2941208,Marco Ancona
10.1109/tvcg.2019.2941208,Marilou Beyeler
10.1109/tvcg.2019.2941208,Markus H. Gross
10.1109/tvcg.2019.2941208,Tobias Günther
10.1109/tvcg.2018.2853721,Junpeng Wang
10.1109/tvcg.2018.2853721,Subhashis Hazarika
10.1109/tvcg.2018.2853721,Cheng Li
10.1109/tvcg.2018.2853721,Han-Wei Shen
10.1109/tvcg.2020.2986996,Angelos Chatzimparmpas
10.1109/tvcg.2020.2986996,Rafael Messias Martins
10.1109/tvcg.2020.2986996,Andreas Kerren
10.1109/tvcg.2019.2904063,Rafael Ballester-Ripoll
10.1109/tvcg.2019.2904063,Peter Lindstrom 0001
10.1109/tvcg.2019.2904063,Renato Pajarola
10.1109/tvcg.2019.2922597,Chunggi Lee
10.1109/tvcg.2019.2922597,Yeonjun Kim
10.1109/tvcg.2019.2922597,Seungmin Jin
10.1109/tvcg.2019.2922597,Dongmin Kim
10.1109/tvcg.2019.2922597,Ross Maciejewski
10.1109/tvcg.2019.2922597,David S. Ebert
10.1109/tvcg.2019.2922597,Sungahn Ko
10.1109/tvcg.2018.2875702,Yuxin Ma
10.1109/tvcg.2018.2875702,Anthony K. H. Tung
10.1109/tvcg.2018.2875702,Wei Wang 0059
10.1109/tvcg.2018.2875702,Xiang Gao
10.1109/tvcg.2018.2875702,Zhigeng Pan
10.1109/tvcg.2018.2875702,Wei Chen 0001
10.1109/tvcg.2020.2973258,Changjian Chen
10.1109/tvcg.2020.2973258,Jun Yuan 0003
10.1109/tvcg.2020.2973258,Yafeng Lu
10.1109/tvcg.2020.2973258,Yang Liu 0014
10.1109/tvcg.2020.2973258,Hang Su 0006
10.1109/tvcg.2020.2973258,Songtao Yuan
10.1109/tvcg.2020.2973258,Shixia Liu
10.1109/tvcg.2018.2880207,Jun Han 0010
10.1109/tvcg.2018.2880207,Jun Tao 0002
10.1109/tvcg.2018.2880207,Chaoli Wang 0001
10.1109/tvcg.2018.2859997,Jonathan X. Zheng
10.1109/tvcg.2018.2859997,Samraat Pawar
10.1109/tvcg.2018.2859997,Dan F. M. Goodman
10.1109/tvcg.2019.2952129,Gennady L. Andrienko
10.1109/tvcg.2019.2952129,Natalia V. Andrienko
10.1109/tvcg.2019.2952129,Gabriel Anzer
10.1109/tvcg.2019.2952129,Pascal Bauer
10.1109/tvcg.2019.2952129,Guido Budziak
10.1109/tvcg.2019.2952129,Georg Fuchs
10.1109/tvcg.2019.2952129,Dirk Hecker
10.1109/tvcg.2019.2952129,Hendrik Weber
10.1109/tvcg.2019.2952129,Stefan Wrobel
10.1109/tvcg.2019.2917689,Cindy Xiong
10.1109/tvcg.2019.2917689,Lisanne van Weelden
10.1109/tvcg.2019.2917689,Steven Franconeri
10.1109/tvcg.2018.2851227,Jie Li 0006
10.1109/tvcg.2018.2851227,Siming Chen 0001
10.1109/tvcg.2018.2851227,Kang Zhang 0001
10.1109/tvcg.2018.2851227,Gennady L. Andrienko
10.1109/tvcg.2018.2851227,Natalia V. Andrienko
10.1109/tvcg.2020.2985689,Bum Chul Kwon
10.1109/tvcg.2020.2985689,Vibha Anand
10.1109/tvcg.2020.2985689,Kristen A. Severson
10.1109/tvcg.2020.2985689,Soumya Ghosh
10.1109/tvcg.2020.2985689,Zhaonan Sun
10.1109/tvcg.2020.2985689,Brigitte I. Frohnert
10.1109/tvcg.2020.2985689,Markus Lundgren
10.1109/tvcg.2020.2985689,Kenney Ng
10.1109/tvcg.2020.3004137,Yalong Yang 0001
10.1109/tvcg.2020.3004137,Tim Dwyer
10.1109/tvcg.2020.3004137,Kim Marriott
10.1109/tvcg.2020.3004137,Bernhard Jenny
10.1109/tvcg.2020.3004137,Sarah Goodwin
10.1109/tvcg.2020.2965109,Peter W. S. Butcher
10.1109/tvcg.2020.2965109,Nigel W. John
10.1109/tvcg.2020.2965109,Panagiotis D. Ritsos
10.1109/tvcg.2020.2995100,Weikai Yang
10.1109/tvcg.2020.2995100,Xiting Wang
10.1109/tvcg.2020.2995100,Jie Lu
10.1109/tvcg.2020.2995100,Wenwen Dou
10.1109/tvcg.2020.2995100,Shixia Liu
10.1109/tvcg.2018.2882449,Jie Li 0006
10.1109/tvcg.2018.2882449,Siming Chen 0001
10.1109/tvcg.2018.2882449,Wei Chen 0001
10.1109/tvcg.2018.2882449,Gennady L. Andrienko
10.1109/tvcg.2018.2882449,Natalia V. Andrienko
10.1109/tvcg.2018.2802945,Fabio Miranda 0001
10.1109/tvcg.2018.2802945,Harish Doraiswamy
10.1109/tvcg.2018.2802945,Marcos Lage
10.1109/tvcg.2018.2802945,Luc Wilson
10.1109/tvcg.2018.2802945,Mondrian Hsieh
10.1109/tvcg.2018.2802945,Cláudio T. Silva
10.1109/tvcg.2018.2873612,Raghavendra Sridharamurthy
10.1109/tvcg.2018.2873612,Talha Bin Masood
10.1109/tvcg.2018.2873612,Adhitya Kamakshidasan
10.1109/tvcg.2018.2873612,Vijay Natarajan
10.1109/tvcg.2020.3032123,Jun Han 0010
10.1109/tvcg.2020.3032123,Chaoli Wang 0001
10.1109/tvcg.2018.2855742,Colin Ware
10.1109/tvcg.2018.2855742,Terece L. Turton
10.1109/tvcg.2018.2855742,Roxana Bujack
10.1109/tvcg.2018.2855742,Francesca Samsel
10.1109/tvcg.2018.2855742,Piyush Shrivastava
10.1109/tvcg.2018.2855742,David H. Rogers 0001
10.1109/tvcg.2018.2808969,Richard C. Roberts
10.1109/tvcg.2018.2808969,Robert S. Laramee
10.1109/tvcg.2018.2808969,Gary A. Smith
10.1109/tvcg.2018.2808969,Paul Brookes
10.1109/tvcg.2018.2808969,Tony D'Cruze
10.1109/tvcg.2020.2969185,Kelei Cao
10.1109/tvcg.2020.2969185,Mengchen Liu
10.1109/tvcg.2020.2969185,Hang Su 0006
10.1109/tvcg.2020.2969185,Jing Wu 0004
