Paper DOI,Author Names,PositionNumber,PositionCode,Affiliation,Country
10.1109/tvcg.2024.3402834,Yifan Cao,1,F,,
10.1109/tvcg.2024.3402834,Qing Shi,2,M,,
10.1109/tvcg.2024.3402834,Lue Shen,3,M,,
10.1109/tvcg.2024.3402834,Kani Chen,4,M,,
10.1109/tvcg.2024.3402834,Yang Wang,5,M,,
10.1109/tvcg.2024.3402834,Wei Zeng,6,M,,
10.1109/tvcg.2024.3402834,Huamin Qu,7,L,,
