,DOI,Year,Conference,PaperType,Author
3002,10.1109/TVCG.2018.2864806,2018,SciVis,J,Andreas Schäfler
3002,10.1109/TVCG.2018.2864806,2018,SciVis,J,Rüdiger Westermann
3002,10.1109/TVCG.2018.2864806,2018,SciVis,J,Marc Rautenhaus
3003,10.1109/TVCG.2018.2864808,2018,SciVis,J,Jun Tao
3003,10.1109/TVCG.2018.2864808,2018,SciVis,J,Martin Imre
3003,10.1109/TVCG.2018.2864808,2018,SciVis,J,Chaoli Wang
3003,10.1109/TVCG.2018.2864808,2018,SciVis,J,Nitesh V. Chawla
3003,10.1109/TVCG.2018.2864808,2018,SciVis,J,Hanqi Guo
3003,10.1109/TVCG.2018.2864808,2018,SciVis,J,Gokhan Sever
3003,10.1109/TVCG.2018.2864808,2018,SciVis,J,Seung Hyun Kim
3004,10.1109/TVCG.2018.2864811,2018,VAST,J,Natalia V. Andrienko
3004,10.1109/TVCG.2018.2864811,2018,VAST,J,Gennady L. Andrienko
3004,10.1109/TVCG.2018.2864811,2018,VAST,J,Jose Manuel Cordero Garcia
3004,10.1109/TVCG.2018.2864811,2018,VAST,J,David Scarlatti
3005,10.1109/TVCG.2018.2864812,2018,VAST,J,Yao Ming
3005,10.1109/TVCG.2018.2864812,2018,VAST,J,Huamin Qu
3005,10.1109/TVCG.2018.2864812,2018,VAST,J,Enrico Bertini
3006,10.1109/TVCG.2018.2864813,2018,SciVis,J,Thomas Wilde
3006,10.1109/TVCG.2018.2864813,2018,SciVis,J,Christian Rossi
3006,10.1109/TVCG.2018.2864813,2018,SciVis,J,Holger Theisel
3007,10.1109/TVCG.2018.2864814,2018,VAST,J,Xuanwu Yue
3007,10.1109/TVCG.2018.2864814,2018,VAST,J,Xinhuan Shu
3007,10.1109/TVCG.2018.2864814,2018,VAST,J,Xinyu Zhu
3007,10.1109/TVCG.2018.2864814,2018,VAST,J,Xinnan Du
3007,10.1109/TVCG.2018.2864814,2018,VAST,J,Zheqing Yu
3007,10.1109/TVCG.2018.2864814,2018,VAST,J,Dimitrios Papadopoulos
3007,10.1109/TVCG.2018.2864814,2018,VAST,J,Siyuan Liu
3008,10.1109/TVCG.2018.2864815,2018,SciVis,J,Bo Ma 0002
3008,10.1109/TVCG.2018.2864815,2018,SciVis,J,Alireza Entezari
3009,10.1109/TVCG.2018.2864816,2018,SciVis,J,Martin Falk
3009,10.1109/TVCG.2018.2864816,2018,SciVis,J,Anders Ynnerman
3009,10.1109/TVCG.2018.2864816,2018,SciVis,J,Darren Treanor
3009,10.1109/TVCG.2018.2864816,2018,SciVis,J,Claes Lundström
3010,10.1109/TVCG.2018.2864817,2018,SciVis,J,Marzieh Berenjkoub
3010,10.1109/TVCG.2018.2864817,2018,SciVis,J,Rodolfo Ostilla Monico
3010,10.1109/TVCG.2018.2864817,2018,SciVis,J,Robert S. Laramee
3010,10.1109/TVCG.2018.2864817,2018,SciVis,J,Guoning Chen
3011,10.1109/TVCG.2018.2864825,2018,VAST,J,Ke Xu
3011,10.1109/TVCG.2018.2864825,2018,VAST,J,Meng Xia
3011,10.1109/TVCG.2018.2864825,2018,VAST,J,Xing Mu
3011,10.1109/TVCG.2018.2864825,2018,VAST,J,Yun Wang 0012
3011,10.1109/TVCG.2018.2864825,2018,VAST,J,Nan Cao
3012,10.1109/TVCG.2018.2864826,2018,VAST,J,Gromit Yeuk-Yin Chan
3012,10.1109/TVCG.2018.2864826,2018,VAST,J,Panpan Xu
3012,10.1109/TVCG.2018.2864826,2018,VAST,J,Zeng Dai
3012,10.1109/TVCG.2018.2864826,2018,VAST,J,Liu Ren
3013,10.1109/TVCG.2018.2864827,2018,SciVis,J,Kaoji Xu
3013,10.1109/TVCG.2018.2864827,2018,SciVis,J,Guoning Chen
3014,10.1109/TVCG.2018.2864828,2018,SciVis,J,Tobias Günther
3014,10.1109/TVCG.2018.2864828,2018,SciVis,J,Holger Theisel
3015,10.1109/TVCG.2018.2864836,2018,InfoVis,J,Jo Wood
3015,10.1109/TVCG.2018.2864836,2018,InfoVis,J,Alexander Kachkaev
3015,10.1109/TVCG.2018.2864836,2018,InfoVis,J,Jason Dykes
3016,10.1109/TVCG.2018.2864838,2018,VAST,J,Dominik Sacha
3016,10.1109/TVCG.2018.2864838,2018,VAST,J,Matthias Kraus
3016,10.1109/TVCG.2018.2864838,2018,VAST,J,Daniel A. Keim
3016,10.1109/TVCG.2018.2864838,2018,VAST,J,Min Chen 0001
3017,10.1109/TVCG.2018.2864839,2018,SciVis,J,Markus Hadwiger
3017,10.1109/TVCG.2018.2864839,2018,SciVis,J,Matej Mlejnek
3017,10.1109/TVCG.2018.2864839,2018,SciVis,J,Thomas Theußl
3017,10.1109/TVCG.2018.2864839,2018,SciVis,J,Peter Rautek
3018,10.1109/TVCG.2018.2864841,2018,SciVis,J,Min Shih
3018,10.1109/TVCG.2018.2864841,2018,SciVis,J,Charles Rozhon
3018,10.1109/TVCG.2018.2864841,2018,SciVis,J,Kwan-Liu Ma
3019,10.1109/TVCG.2018.2864843,2018,VAST,J,Shixia Liu
3019,10.1109/TVCG.2018.2864843,2018,VAST,J,Changjian Chen
3019,10.1109/TVCG.2018.2864843,2018,VAST,J,Yafeng Lu
3019,10.1109/TVCG.2018.2864843,2018,VAST,J,Fang-Xin Ou-Yang
3019,10.1109/TVCG.2018.2864843,2018,VAST,J,Bin Wang
3020,10.1109/TVCG.2018.2864844,2018,VAST,J,Hong Wang
3020,10.1109/TVCG.2018.2864844,2018,VAST,J,Yafeng Lu
3020,10.1109/TVCG.2018.2864844,2018,VAST,J,Shade T. Shutters
3020,10.1109/TVCG.2018.2864844,2018,VAST,J,Michael Steptoe
3020,10.1109/TVCG.2018.2864844,2018,VAST,J,Feng Wang 0012
3020,10.1109/TVCG.2018.2864844,2018,VAST,J,Steven Landis
3020,10.1109/TVCG.2018.2864844,2018,VAST,J,Ross Maciejewski
3021,10.1109/TVCG.2018.2864845,2018,SciVis,J,Michael Ankele
3021,10.1109/TVCG.2018.2864845,2018,SciVis,J,Thomas Schultz 0001
3022,10.1109/TVCG.2018.2864846,2018,SciVis,J,Felix Raith
3022,10.1109/TVCG.2018.2864846,2018,SciVis,J,Christian Blecha
3022,10.1109/TVCG.2018.2864846,2018,SciVis,J,Thomas Nagel
3022,10.1109/TVCG.2018.2864846,2018,SciVis,J,Francesco Parisio
3022,10.1109/TVCG.2018.2864846,2018,SciVis,J,Olaf Kolditz
3022,10.1109/TVCG.2018.2864846,2018,SciVis,J,Fabian Günther
3022,10.1109/TVCG.2018.2864846,2018,SciVis,J,Markus Stommel
3022,10.1109/TVCG.2018.2864846,2018,SciVis,J,Gerik Scheuermann
3023,10.1109/TVCG.2018.2864847,2018,SciVis,J,Johanna Beyer
3023,10.1109/TVCG.2018.2864847,2018,SciVis,J,Haneen Mohammed
3023,10.1109/TVCG.2018.2864847,2018,SciVis,J,Marco Agus
3023,10.1109/TVCG.2018.2864847,2018,SciVis,J,Ali K. Al-Awami
3023,10.1109/TVCG.2018.2864847,2018,SciVis,J,Hanspeter Pfister
3023,10.1109/TVCG.2018.2864847,2018,SciVis,J,Markus Hadwiger
3024,10.1109/TVCG.2018.2864848,2018,SciVis,J,Attila Gyulassy
3024,10.1109/TVCG.2018.2864848,2018,SciVis,J,Peer-Timo Bremer
3024,10.1109/TVCG.2018.2864848,2018,SciVis,J,Valerio Pascucci
3025,10.1109/TVCG.2018.2864849,2018,SciVis,J,Timothy Luciani
3025,10.1109/TVCG.2018.2864849,2018,SciVis,J,Andrew Thomas Burks
3025,10.1109/TVCG.2018.2864849,2018,SciVis,J,Cassiano Sugiyama
3025,10.1109/TVCG.2018.2864849,2018,SciVis,J,Jonathan Komperda
3025,10.1109/TVCG.2018.2864849,2018,SciVis,J,G. Elisabeta Marai
3026,10.1109/TVCG.2018.2864850,2018,SciVis,J,Feng Wang
3026,10.1109/TVCG.2018.2864850,2018,SciVis,J,Ingo Wald
3026,10.1109/TVCG.2018.2864850,2018,SciVis,J,Qi Wu
3026,10.1109/TVCG.2018.2864850,2018,SciVis,J,William Usher
3026,10.1109/TVCG.2018.2864850,2018,SciVis,J,Christopher R. Johnson 0001
3027,10.1109/TVCG.2018.2864851,2018,SciVis,J,David Duran
3027,10.1109/TVCG.2018.2864851,2018,SciVis,J,Pedro Hermosilla
3027,10.1109/TVCG.2018.2864851,2018,SciVis,J,Timo Ropinski
3027,10.1109/TVCG.2018.2864851,2018,SciVis,J,Barbora Kozlíková
3027,10.1109/TVCG.2018.2864851,2018,SciVis,J,Alvar Vinacua
3027,10.1109/TVCG.2018.2864851,2018,SciVis,J,Pere-Pau Vázquez
3028,10.1109/TVCG.2018.2864852,2018,SciVis,J,Saeed Boorboor
3028,10.1109/TVCG.2018.2864852,2018,SciVis,J,Shreeraj Jadhav
3028,10.1109/TVCG.2018.2864852,2018,SciVis,J,Mala Ananth
3028,10.1109/TVCG.2018.2864852,2018,SciVis,J,David Talmage
3028,10.1109/TVCG.2018.2864852,2018,SciVis,J,Lorna Role
3028,10.1109/TVCG.2018.2864852,2018,SciVis,J,Arie E. Kaufman
3029,10.1109/TVCG.2018.2864853,2018,SciVis,J,Duong Hoang
3029,10.1109/TVCG.2018.2864853,2018,SciVis,J,Pavol Klacansky
3029,10.1109/TVCG.2018.2864853,2018,SciVis,J,Harsh Bhatia
3029,10.1109/TVCG.2018.2864853,2018,SciVis,J,Peer-Timo Bremer
3029,10.1109/TVCG.2018.2864853,2018,SciVis,J,Peter Lindstrom
3029,10.1109/TVCG.2018.2864853,2018,SciVis,J,Valerio Pascucci
3030,10.1109/TVCG.2018.2864884,2018,InfoVis,J,Brian D. Ondov
3030,10.1109/TVCG.2018.2864884,2018,InfoVis,J,Nicole Jardine
3030,10.1109/TVCG.2018.2864884,2018,InfoVis,J,Niklas Elmqvist
3030,10.1109/TVCG.2018.2864884,2018,InfoVis,J,Steven Franconeri
3031,10.1109/TVCG.2018.2864885,2018,VAST,J,Shunan Guo
3031,10.1109/TVCG.2018.2864885,2018,VAST,J,Zhuochen Jin
3031,10.1109/TVCG.2018.2864885,2018,VAST,J,David Gotz
3031,10.1109/TVCG.2018.2864885,2018,VAST,J,Fan Du
3031,10.1109/TVCG.2018.2864885,2018,VAST,J,Hongyuan Zha
3031,10.1109/TVCG.2018.2864885,2018,VAST,J,Nan Cao
3032,10.1109/TVCG.2018.2864886,2018,VAST,J,Po-Ming Law
3032,10.1109/TVCG.2018.2864886,2018,VAST,J,Zhicheng Liu
3032,10.1109/TVCG.2018.2864886,2018,VAST,J,Sana Malik
3032,10.1109/TVCG.2018.2864886,2018,VAST,J,Rahul C. Basole
3033,10.1109/TVCG.2018.2864887,2018,VAST,J,Zhicong Lu
3033,10.1109/TVCG.2018.2864887,2018,VAST,J,Mingming Fan 0001
3033,10.1109/TVCG.2018.2864887,2018,VAST,J,Yun Wang
3033,10.1109/TVCG.2018.2864887,2018,VAST,J,Jian Zhao 0010
3033,10.1109/TVCG.2018.2864887,2018,VAST,J,Michelle Annett
3033,10.1109/TVCG.2018.2864887,2018,VAST,J,Daniel J. Wigdor
3034,10.1109/TVCG.2018.2864889,2018,InfoVis,J,Jessica Hullman
3034,10.1109/TVCG.2018.2864889,2018,InfoVis,J,Xiaoli Qiao
3034,10.1109/TVCG.2018.2864889,2018,InfoVis,J,Michael Correll
3034,10.1109/TVCG.2018.2864889,2018,InfoVis,J,Alex Kale
3034,10.1109/TVCG.2018.2864889,2018,InfoVis,J,Matthew Kay
3035,10.1109/TVCG.2018.2864899,2018,InfoVis,J,Tan Tang
3035,10.1109/TVCG.2018.2864899,2018,InfoVis,J,Sadia Rubab
3035,10.1109/TVCG.2018.2864899,2018,InfoVis,J,Jiewen Lai
3035,10.1109/TVCG.2018.2864899,2018,InfoVis,J,Weiwei Cui
3035,10.1109/TVCG.2018.2864899,2018,InfoVis,J,Lingyun Yu
3035,10.1109/TVCG.2018.2864899,2018,InfoVis,J,Yingcai Wu
3036,10.1109/TVCG.2018.2864901,2018,VAST,J,Alexander Kumpf
3036,10.1109/TVCG.2018.2864901,2018,VAST,J,Marc Rautenhaus
3036,10.1109/TVCG.2018.2864901,2018,VAST,J,Michael Riemer
3036,10.1109/TVCG.2018.2864901,2018,VAST,J,Rüdiger Westermann
3037,10.1109/TVCG.2018.2864903,2018,InfoVis,J,Alper Sarikaya
3037,10.1109/TVCG.2018.2864903,2018,InfoVis,J,Michael Correll
3037,10.1109/TVCG.2018.2864903,2018,InfoVis,J,Lyn Bartram
3037,10.1109/TVCG.2018.2864903,2018,InfoVis,J,Melanie Tory
3037,10.1109/TVCG.2018.2864903,2018,InfoVis,J,Danyel Fisher
3038,10.1109/TVCG.2018.2864905,2018,VAST,J,Nicole Sultanum
3038,10.1109/TVCG.2018.2864905,2018,VAST,J,Devin Singh
3038,10.1109/TVCG.2018.2864905,2018,VAST,J,Michael Brudno
3038,10.1109/TVCG.2018.2864905,2018,VAST,J,Fanny Chevalier
3039,10.1109/TVCG.2018.2864907,2018,InfoVis,J,Michael Correll
3039,10.1109/TVCG.2018.2864907,2018,InfoVis,J,Mingwei Li
3039,10.1109/TVCG.2018.2864907,2018,InfoVis,J,Gordon L. Kindlmann
3039,10.1109/TVCG.2018.2864907,2018,InfoVis,J,Carlos Scheidegger
3040,10.1109/TVCG.2018.2864909,2018,InfoVis,J,Alex Kale
3040,10.1109/TVCG.2018.2864909,2018,InfoVis,J,Francis Nguyen
3040,10.1109/TVCG.2018.2864909,2018,InfoVis,J,Matthew Kay
3040,10.1109/TVCG.2018.2864909,2018,InfoVis,J,Jessica Hullman
3041,10.1109/TVCG.2018.2864911,2018,InfoVis,J,Yunhai Wang
3041,10.1109/TVCG.2018.2864911,2018,InfoVis,J,Yanyan Wang
3041,10.1109/TVCG.2018.2864911,2018,InfoVis,J,Haifeng Zhang
3041,10.1109/TVCG.2018.2864911,2018,InfoVis,J,Yinqi Sun
3041,10.1109/TVCG.2018.2864911,2018,InfoVis,J,Chi-Wing Fu
3041,10.1109/TVCG.2018.2864911,2018,InfoVis,J,Michael Sedlmair
3041,10.1109/TVCG.2018.2864911,2018,InfoVis,J,Baoquan Chen
3041,10.1109/TVCG.2018.2864911,2018,InfoVis,J,Oliver Deussen
3042,10.1109/TVCG.2018.2864912,2018,InfoVis,J,Yunhai Wang
3042,10.1109/TVCG.2018.2864912,2018,InfoVis,J,Xin Chen
3042,10.1109/TVCG.2018.2864912,2018,InfoVis,J,Tong Ge
3042,10.1109/TVCG.2018.2864912,2018,InfoVis,J,Chen Bao
3042,10.1109/TVCG.2018.2864912,2018,InfoVis,J,Michael Sedlmair
3042,10.1109/TVCG.2018.2864912,2018,InfoVis,J,Chi-Wing Fu
3042,10.1109/TVCG.2018.2864912,2018,InfoVis,J,Oliver Deussen
3042,10.1109/TVCG.2018.2864912,2018,InfoVis,J,Baoquan Chen
3043,10.1109/TVCG.2018.2864913,2018,InfoVis,J,Nina McCurdy
3043,10.1109/TVCG.2018.2864913,2018,InfoVis,J,Julie Gerdes
3043,10.1109/TVCG.2018.2864913,2018,InfoVis,J,Miriah D. Meyer
3044,10.1109/TVCG.2018.2864914,2018,InfoVis,J,Hayeong Song
3044,10.1109/TVCG.2018.2864914,2018,InfoVis,J,Danielle Albers Szafir
3045,10.1109/TVCG.2018.2865018,2018,VAST,J,Dongyu Liu
3045,10.1109/TVCG.2018.2865018,2018,VAST,J,Panpan Xu
3045,10.1109/TVCG.2018.2865018,2018,VAST,J,Liu Ren
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Ying Zhao 0001
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Feng Luo
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Minghui Chen
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Yingchao Wang
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Jiazhi Xia
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Fangfang Zhou
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Yunhai Wang
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Yi Chen 0007
3046,10.1109/TVCG.2018.2865020,2018,VAST,J,Wei Chen 0001
3047,10.1109/TVCG.2018.2865021,2018,VAST,J,Xu-Meng Wang
3047,10.1109/TVCG.2018.2865021,2018,VAST,J,Wei Chen 0001
3047,10.1109/TVCG.2018.2865021,2018,VAST,J,Jia-Kai Chou
3047,10.1109/TVCG.2018.2865021,2018,VAST,J,Chris Bryan
3047,10.1109/TVCG.2018.2865021,2018,VAST,J,Huihua Guan
3047,10.1109/TVCG.2018.2865021,2018,VAST,J,Wenlong Chen
3047,10.1109/TVCG.2018.2865021,2018,VAST,J,Rusheng Pan
3047,10.1109/TVCG.2018.2865021,2018,VAST,J,Kwan-Liu Ma
3048,10.1109/TVCG.2018.2865022,2018,VAST,J,Shahid Latif
3048,10.1109/TVCG.2018.2865022,2018,VAST,J,Fabian Beck 0001
3049,10.1109/TVCG.2018.2865023,2018,VAST,J,Jay Koven
3049,10.1109/TVCG.2018.2865023,2018,VAST,J,Cristian Felix
3049,10.1109/TVCG.2018.2865023,2018,VAST,J,Hossein Siadati
3049,10.1109/TVCG.2018.2865023,2018,VAST,J,Markus Jakobsson
3049,10.1109/TVCG.2018.2865023,2018,VAST,J,Enrico Bertini
3050,10.1109/TVCG.2018.2865024,2018,VAST,J,Holger Stitz
3050,10.1109/TVCG.2018.2865024,2018,VAST,J,Samuel Gratzl
3050,10.1109/TVCG.2018.2865024,2018,VAST,J,Harald Piringer
3050,10.1109/TVCG.2018.2865024,2018,VAST,J,Thomas Zichner
3050,10.1109/TVCG.2018.2865024,2018,VAST,J,Marc Streit
3051,10.1109/TVCG.2018.2865025,2018,VAST,J,Min Chen 0001
3051,10.1109/TVCG.2018.2865025,2018,VAST,J,Kelly P. Gaither
3051,10.1109/TVCG.2018.2865025,2018,VAST,J,Nigel W. John
3051,10.1109/TVCG.2018.2865025,2018,VAST,J,Brian McCann
3052,10.1109/TVCG.2018.2865026,2018,VAST,J,Cong Xie
3052,10.1109/TVCG.2018.2865026,2018,VAST,J,Wei Xu
3052,10.1109/TVCG.2018.2865026,2018,VAST,J,Klaus Mueller
3053,10.1109/TVCG.2018.2865027,2018,VAST,J,Bum Chul Kwon
3053,10.1109/TVCG.2018.2865027,2018,VAST,J,Min-Je Choi
3053,10.1109/TVCG.2018.2865027,2018,VAST,J,Joanne Taery Kim
3053,10.1109/TVCG.2018.2865027,2018,VAST,J,Edward Choi
3053,10.1109/TVCG.2018.2865027,2018,VAST,J,Young Bin Kim
3053,10.1109/TVCG.2018.2865027,2018,VAST,J,Soonwook Kwon
3053,10.1109/TVCG.2018.2865027,2018,VAST,J,Jimeng Sun
3053,10.1109/TVCG.2018.2865027,2018,VAST,J,Jaegul Choo
3054,10.1109/TVCG.2018.2865028,2018,VAST,J,Marco Angelini
3054,10.1109/TVCG.2018.2865028,2018,VAST,J,Graziano Blasilli
3054,10.1109/TVCG.2018.2865028,2018,VAST,J,Tiziana Catarci
3054,10.1109/TVCG.2018.2865028,2018,VAST,J,Simone Lenti
3054,10.1109/TVCG.2018.2865028,2018,VAST,J,Giuseppe Santucci
3055,10.1109/TVCG.2018.2865029,2018,VAST,J,John R. Goodall
3055,10.1109/TVCG.2018.2865029,2018,VAST,J,Eric D. Ragan
3055,10.1109/TVCG.2018.2865029,2018,VAST,J,Chad A. Steed
3055,10.1109/TVCG.2018.2865029,2018,VAST,J,Joel W. Reed
3055,10.1109/TVCG.2018.2865029,2018,VAST,J,G. David Richardson
3055,10.1109/TVCG.2018.2865029,2018,VAST,J,Kelly M. T. Huffer
3055,10.1109/TVCG.2018.2865029,2018,VAST,J,Robert A. Bridges
3055,10.1109/TVCG.2018.2865029,2018,VAST,J,Jason A. Laska
3056,10.1109/TVCG.2018.2865039,2018,VAST,J,Akhilesh Camisetty
3056,10.1109/TVCG.2018.2865039,2018,VAST,J,Chaitanya Chandurkar
3056,10.1109/TVCG.2018.2865039,2018,VAST,J,Maoyuan Sun
3056,10.1109/TVCG.2018.2865039,2018,VAST,J,David Koop
3057,10.1109/TVCG.2018.2865040,2018,VAST,J,Sara Alspaugh
3057,10.1109/TVCG.2018.2865040,2018,VAST,J,Nava Zokaei
3057,10.1109/TVCG.2018.2865040,2018,VAST,J,Andrea Liu
3057,10.1109/TVCG.2018.2865040,2018,VAST,J,Cindy Jin
3057,10.1109/TVCG.2018.2865040,2018,VAST,J,Marti A. Hearst
3058,10.1109/TVCG.2018.2865041,2018,VAST,J,Yingcai Wu
3058,10.1109/TVCG.2018.2865041,2018,VAST,J,Xiao Xie
3058,10.1109/TVCG.2018.2865041,2018,VAST,J,Jiachen Wang
3058,10.1109/TVCG.2018.2865041,2018,VAST,J,Dazhen Deng
3058,10.1109/TVCG.2018.2865041,2018,VAST,J,Hongye Liang
3058,10.1109/TVCG.2018.2865041,2018,VAST,J,Hui Zhang
3058,10.1109/TVCG.2018.2865041,2018,VAST,J,Shoubin Cheng
3058,10.1109/TVCG.2018.2865041,2018,VAST,J,Wei Chen 0001
3059,10.1109/TVCG.2018.2865042,2018,VAST,J,Prithiviraj K. Muthumanickam
3059,10.1109/TVCG.2018.2865042,2018,VAST,J,Katerina Vrotsou
3059,10.1109/TVCG.2018.2865042,2018,VAST,J,Aida Nordman
3059,10.1109/TVCG.2018.2865042,2018,VAST,J,Jimmy Johansson
3059,10.1109/TVCG.2018.2865042,2018,VAST,J,Matthew D. Cooper
3060,10.1109/TVCG.2018.2865043,2018,VAST,J,Dennis Dingen
3060,10.1109/TVCG.2018.2865043,2018,VAST,J,Marcel van 't Veer
3060,10.1109/TVCG.2018.2865043,2018,VAST,J,Patrick Houthuizen
3060,10.1109/TVCG.2018.2865043,2018,VAST,J,Eveline H. J. Mestrom
3060,10.1109/TVCG.2018.2865043,2018,VAST,J,Hendrikus H. M. Korsten
3060,10.1109/TVCG.2018.2865043,2018,VAST,J,Arthur R. A. Bouwman
3060,10.1109/TVCG.2018.2865043,2018,VAST,J,Jarke J. van Wijk
3061,10.1109/TVCG.2018.2865044,2018,VAST,J,Hendrik Strobelt
3061,10.1109/TVCG.2018.2865044,2018,VAST,J,Sebastian Gehrmann
3061,10.1109/TVCG.2018.2865044,2018,VAST,J,Michael Behrisch 0001
3061,10.1109/TVCG.2018.2865044,2018,VAST,J,Adam Perer
3061,10.1109/TVCG.2018.2865044,2018,VAST,J,Hanspeter Pfister
3061,10.1109/TVCG.2018.2865044,2018,VAST,J,Alexander M. Rush
3062,10.1109/TVCG.2018.2865047,2018,VAST,J,Michelle Dowling
3062,10.1109/TVCG.2018.2865047,2018,VAST,J,John E. Wenskovitch
3062,10.1109/TVCG.2018.2865047,2018,VAST,J,J. T. Fry
3062,10.1109/TVCG.2018.2865047,2018,VAST,J,Scotland Leman
3062,10.1109/TVCG.2018.2865047,2018,VAST,J,Leanna House
3062,10.1109/TVCG.2018.2865047,2018,VAST,J,Chris North
3063,10.1109/TVCG.2018.2865049,2018,VAST,J,Juri Buchmüller
3063,10.1109/TVCG.2018.2865049,2018,VAST,J,Dominik Jäckle
3063,10.1109/TVCG.2018.2865049,2018,VAST,J,Eren Cakmak
3063,10.1109/TVCG.2018.2865049,2018,VAST,J,Ulrik Brandes
3063,10.1109/TVCG.2018.2865049,2018,VAST,J,Daniel A. Keim
3064,10.1109/TVCG.2018.2865051,2018,VAST,J,Daniel Orban
3064,10.1109/TVCG.2018.2865051,2018,VAST,J,Daniel F. Keefe
3064,10.1109/TVCG.2018.2865051,2018,VAST,J,Ayan Biswas
3064,10.1109/TVCG.2018.2865051,2018,VAST,J,James P. Ahrens
3064,10.1109/TVCG.2018.2865051,2018,VAST,J,David H. Rogers
3065,10.1109/TVCG.2018.2865075,2018,InfoVis,J,Ali Sarvghad
3065,10.1109/TVCG.2018.2865075,2018,InfoVis,J,Bahador Saket
3065,10.1109/TVCG.2018.2865075,2018,InfoVis,J,Alex Endert
3065,10.1109/TVCG.2018.2865075,2018,InfoVis,J,Nadir Weibel
3066,10.1109/TVCG.2018.2865076,2018,InfoVis,J,Yixuan Zhang
3066,10.1109/TVCG.2018.2865076,2018,InfoVis,J,Kartik Chanana
3066,10.1109/TVCG.2018.2865076,2018,InfoVis,J,Cody Dunne
3067,10.1109/TVCG.2018.2865077,2018,InfoVis,J,Anna Gogolou
3067,10.1109/TVCG.2018.2865077,2018,InfoVis,J,Theophanis Tsandilas
3067,10.1109/TVCG.2018.2865077,2018,InfoVis,J,Themis Palpanas
3067,10.1109/TVCG.2018.2865077,2018,InfoVis,J,Anastasia Bezerianos
3068,10.1109/TVCG.2018.2865117,2018,InfoVis,J,Mi Feng
3068,10.1109/TVCG.2018.2865117,2018,InfoVis,J,Evan M. Peck
3068,10.1109/TVCG.2018.2865117,2018,InfoVis,J,Lane Harrison
3069,10.1109/TVCG.2018.2865118,2018,InfoVis,J,Vladimir Molchanov
3069,10.1109/TVCG.2018.2865118,2018,InfoVis,J,Lars Linsen
3070,10.1109/TVCG.2018.2865119,2018,InfoVis,J,Sriram Karthik Badam
3070,10.1109/TVCG.2018.2865119,2018,InfoVis,J,Zhicheng Liu
3070,10.1109/TVCG.2018.2865119,2018,InfoVis,J,Niklas Elmqvist
3071,10.1109/TVCG.2018.2865126,2018,InfoVis,J,Di Weng
3071,10.1109/TVCG.2018.2865126,2018,InfoVis,J,Ran Chen
3071,10.1109/TVCG.2018.2865126,2018,InfoVis,J,Zikun Deng
3071,10.1109/TVCG.2018.2865126,2018,InfoVis,J,Feiran Wu
3071,10.1109/TVCG.2018.2865126,2018,InfoVis,J,Jingmin Chen
3071,10.1109/TVCG.2018.2865126,2018,InfoVis,J,Yingcai Wu
3072,10.1109/TVCG.2018.2865138,2018,InfoVis,J,Daniel Haehn
3072,10.1109/TVCG.2018.2865138,2018,InfoVis,J,James Tompkin
3072,10.1109/TVCG.2018.2865138,2018,InfoVis,J,Hanspeter Pfister
3073,10.1109/TVCG.2018.2865139,2018,InfoVis,J,Wei Chen 0001
3073,10.1109/TVCG.2018.2865139,2018,InfoVis,J,Fangzhou Guo
3073,10.1109/TVCG.2018.2865139,2018,InfoVis,J,Dongming Han
3073,10.1109/TVCG.2018.2865139,2018,InfoVis,J,Jacheng Pan
3073,10.1109/TVCG.2018.2865139,2018,InfoVis,J,Xiaotao Nie
3073,10.1109/TVCG.2018.2865139,2018,InfoVis,J,Jiazhi Xia
3073,10.1109/TVCG.2018.2865139,2018,InfoVis,J,Xiaolong Zhang
3074,10.1109/TVCG.2018.2865141,2018,InfoVis,J,Jaemin Jo
3074,10.1109/TVCG.2018.2865141,2018,InfoVis,J,Frédéric Vernier
3074,10.1109/TVCG.2018.2865141,2018,InfoVis,J,Pierre Dragicevic
3074,10.1109/TVCG.2018.2865141,2018,InfoVis,J,Jean-Daniel Fekete
3075,10.1109/TVCG.2018.2865142,2018,InfoVis,J,Tanja Blascheck
3075,10.1109/TVCG.2018.2865142,2018,InfoVis,J,Lonni Besançon
3075,10.1109/TVCG.2018.2865142,2018,InfoVis,J,Anastasia Bezerianos
3075,10.1109/TVCG.2018.2865142,2018,InfoVis,J,Bongshin Lee
3075,10.1109/TVCG.2018.2865142,2018,InfoVis,J,Petra Isenberg
3076,10.1109/TVCG.2018.2865144,2018,InfoVis,J,Sriram Karthik Badam
3076,10.1109/TVCG.2018.2865144,2018,InfoVis,J,Andreas Mathisen
3076,10.1109/TVCG.2018.2865144,2018,InfoVis,J,Roman Rädle
3076,10.1109/TVCG.2018.2865144,2018,InfoVis,J,Clemens Nylandsted Klokmose
3076,10.1109/TVCG.2018.2865144,2018,InfoVis,J,Niklas Elmqvist
