,DOI,Year,Conference,PaperType,Author
3077,10.1109/TVCG.2018.2865145,2018,InfoVis,J,Arjun Srinivasan
3077,10.1109/TVCG.2018.2865145,2018,InfoVis,J,Steven Mark Drucker
3077,10.1109/TVCG.2018.2865145,2018,InfoVis,J,Alex Endert
3077,10.1109/TVCG.2018.2865145,2018,InfoVis,J,John T. Stasko
3078,10.1109/TVCG.2018.2865146,2018,InfoVis,J,Emily Wall
3078,10.1109/TVCG.2018.2865146,2018,InfoVis,J,Meeshu Agnihotri
3078,10.1109/TVCG.2018.2865146,2018,InfoVis,J,Laura E. Matzen
3078,10.1109/TVCG.2018.2865146,2018,InfoVis,J,Kristin Divis
3078,10.1109/TVCG.2018.2865146,2018,InfoVis,J,Michael J. Haass
3078,10.1109/TVCG.2018.2865146,2018,InfoVis,J,Alex Endert
3078,10.1109/TVCG.2018.2865146,2018,InfoVis,J,John T. Stasko
3079,10.1109/TVCG.2018.2865147,2018,InfoVis,J,Karen B. Schloss
3079,10.1109/TVCG.2018.2865147,2018,InfoVis,J,Connor Gramazio
3079,10.1109/TVCG.2018.2865147,2018,InfoVis,J,Allison T. Silverman
3079,10.1109/TVCG.2018.2865147,2018,InfoVis,J,Madeline L. Parker
3079,10.1109/TVCG.2018.2865147,2018,InfoVis,J,Audrey S. Wang
3080,10.1109/TVCG.2018.2865149,2018,InfoVis,J,Carolina Nobre
3080,10.1109/TVCG.2018.2865149,2018,InfoVis,J,Marc Streit
3080,10.1109/TVCG.2018.2865149,2018,InfoVis,J,Alexander Lex
3081,10.1109/TVCG.2018.2865151,2018,InfoVis,J,Timothy Major
3081,10.1109/TVCG.2018.2865151,2018,InfoVis,J,Rahul C. Basole
3082,10.1109/TVCG.2018.2865152,2018,InfoVis,J,Ronell Sicat
3082,10.1109/TVCG.2018.2865152,2018,InfoVis,J,Jiabao Li
3082,10.1109/TVCG.2018.2865152,2018,InfoVis,J,Junyoung Choi
3082,10.1109/TVCG.2018.2865152,2018,InfoVis,J,Maxime Cordeil
3082,10.1109/TVCG.2018.2865152,2018,InfoVis,J,Won-Ki Jeong
3082,10.1109/TVCG.2018.2865152,2018,InfoVis,J,Benjamin Bach
3082,10.1109/TVCG.2018.2865152,2018,InfoVis,J,Hanspeter Pfister
3083,10.1109/TVCG.2018.2865158,2018,InfoVis,J,Donghao Ren
3083,10.1109/TVCG.2018.2865158,2018,InfoVis,J,Bongshin Lee
3083,10.1109/TVCG.2018.2865158,2018,InfoVis,J,Matthew Brehmer
3084,10.1109/TVCG.2018.2865159,2018,InfoVis,J,Mathieu Le Goc
3084,10.1109/TVCG.2018.2865159,2018,InfoVis,J,Charles Perin
3084,10.1109/TVCG.2018.2865159,2018,InfoVis,J,Sean Follmer
3084,10.1109/TVCG.2018.2865159,2018,InfoVis,J,Jean-Daniel Fekete
3084,10.1109/TVCG.2018.2865159,2018,InfoVis,J,Pierre Dragicevic
3085,10.1109/TVCG.2018.2865191,2018,InfoVis,J,Christophe Hurter
3085,10.1109/TVCG.2018.2865191,2018,InfoVis,J,Nathalie Henry Riche
3085,10.1109/TVCG.2018.2865191,2018,InfoVis,J,Steven Mark Drucker
3085,10.1109/TVCG.2018.2865191,2018,InfoVis,J,Maxime Cordeil
3085,10.1109/TVCG.2018.2865191,2018,InfoVis,J,Richard Alligier
3085,10.1109/TVCG.2018.2865191,2018,InfoVis,J,Romain Vuillemot
3086,10.1109/TVCG.2018.2865192,2018,InfoVis,J,Yalong Yang 0001
3086,10.1109/TVCG.2018.2865192,2018,InfoVis,J,Tim Dwyer
3086,10.1109/TVCG.2018.2865192,2018,InfoVis,J,Bernhard Jenny
3086,10.1109/TVCG.2018.2865192,2018,InfoVis,J,Kim Marriott
3086,10.1109/TVCG.2018.2865192,2018,InfoVis,J,Maxime Cordeil
3086,10.1109/TVCG.2018.2865192,2018,InfoVis,J,Haohui Chen
3087,10.1109/TVCG.2018.2865193,2018,InfoVis,J,Le Liu
3087,10.1109/TVCG.2018.2865193,2018,InfoVis,J,Lace M. K. Padilla
3087,10.1109/TVCG.2018.2865193,2018,InfoVis,J,Sarah H. Creem-Regehr
3087,10.1109/TVCG.2018.2865193,2018,InfoVis,J,Donald H. House
3088,10.1109/TVCG.2018.2865194,2018,InfoVis,J,Rebecca Faust
3088,10.1109/TVCG.2018.2865194,2018,InfoVis,J,David Glickenstein
3088,10.1109/TVCG.2018.2865194,2018,InfoVis,J,Carlos Scheidegger
3089,10.1109/TVCG.2018.2865230,2018,InfoVis,J,Shusen Liu
3089,10.1109/TVCG.2018.2865230,2018,InfoVis,J,Zhimin Li
3089,10.1109/TVCG.2018.2865230,2018,InfoVis,J,Tao Li
3089,10.1109/TVCG.2018.2865230,2018,InfoVis,J,Vivek Srikumar
3089,10.1109/TVCG.2018.2865230,2018,InfoVis,J,Valerio Pascucci
3089,10.1109/TVCG.2018.2865230,2018,InfoVis,J,Peer-Timo Bremer
3090,10.1109/TVCG.2018.2865231,2018,InfoVis,J,Hariharan Subramonyam
3090,10.1109/TVCG.2018.2865231,2018,InfoVis,J,Eytan Adar
3091,10.1109/TVCG.2018.2865232,2018,InfoVis,J,Qianwen Wang
3091,10.1109/TVCG.2018.2865232,2018,InfoVis,J,Zhen Li
3091,10.1109/TVCG.2018.2865232,2018,InfoVis,J,Siwei Fu
3091,10.1109/TVCG.2018.2865232,2018,InfoVis,J,Weiwei Cui
3091,10.1109/TVCG.2018.2865232,2018,InfoVis,J,Huamin Qu
3092,10.1109/TVCG.2018.2865233,2018,InfoVis,J,Evanthia Dimara
3092,10.1109/TVCG.2018.2865233,2018,InfoVis,J,Gilles Bailly
3092,10.1109/TVCG.2018.2865233,2018,InfoVis,J,Anastasia Bezerianos
3092,10.1109/TVCG.2018.2865233,2018,InfoVis,J,Steven Franconeri
3093,10.1109/TVCG.2018.2865234,2018,InfoVis,J,Matthew Brehmer
3093,10.1109/TVCG.2018.2865234,2018,InfoVis,J,Bongshin Lee
3093,10.1109/TVCG.2018.2865234,2018,InfoVis,J,Petra Isenberg
3093,10.1109/TVCG.2018.2865234,2018,InfoVis,J,Eun Kyoung Choe
3094,10.1109/TVCG.2018.2865235,2018,InfoVis,J,Ricardo Langner
3094,10.1109/TVCG.2018.2865235,2018,InfoVis,J,Ulrike Kister
3094,10.1109/TVCG.2018.2865235,2018,InfoVis,J,Raimund Dachselt
3095,10.1109/TVCG.2018.2865237,2018,InfoVis,J,Biswaksen Patnaik
3095,10.1109/TVCG.2018.2865237,2018,InfoVis,J,Andrea Batch
3095,10.1109/TVCG.2018.2865237,2018,InfoVis,J,Niklas Elmqvist
3096,10.1109/TVCG.2018.2865240,2018,InfoVis,J,Dominik Moritz
3096,10.1109/TVCG.2018.2865240,2018,InfoVis,J,Chenglong Wang
3096,10.1109/TVCG.2018.2865240,2018,InfoVis,J,Greg L. Nelson
3096,10.1109/TVCG.2018.2865240,2018,InfoVis,J,Halden Lin
3096,10.1109/TVCG.2018.2865240,2018,InfoVis,J,Adam M. Smith
3096,10.1109/TVCG.2018.2865240,2018,InfoVis,J,Bill Howe
3096,10.1109/TVCG.2018.2865240,2018,InfoVis,J,Jeffrey Heer
3097,10.1109/TVCG.2018.2865241,2018,InfoVis,J,Ethan Kerzner
3097,10.1109/TVCG.2018.2865241,2018,InfoVis,J,Sarah Goodwin
3097,10.1109/TVCG.2018.2865241,2018,InfoVis,J,Jason Dykes
3097,10.1109/TVCG.2018.2865241,2018,InfoVis,J,Sara Jones 0001
3097,10.1109/TVCG.2018.2865241,2018,InfoVis,J,Miriah D. Meyer
3098,10.1109/TVCG.2018.2865264,2018,InfoVis,J,Gabriel Ryan
3098,10.1109/TVCG.2018.2865264,2018,InfoVis,J,Abigail Mosca
3098,10.1109/TVCG.2018.2865264,2018,InfoVis,J,Remco Chang
3098,10.1109/TVCG.2018.2865264,2018,InfoVis,J,Eugene Wu 0002
3099,10.1109/TVCG.2018.2865265,2018,InfoVis,J,Wiebke Köpp
3099,10.1109/TVCG.2018.2865265,2018,InfoVis,J,Tino Weinkauf
3100,10.1109/TVCG.2018.2865266,2018,InfoVis,J,Yunhai Wang
3100,10.1109/TVCG.2018.2865266,2018,InfoVis,J,Zeyu Wang 0005
3100,10.1109/TVCG.2018.2865266,2018,InfoVis,J,Chi-Wing Fu
3100,10.1109/TVCG.2018.2865266,2018,InfoVis,J,Hansjörg Schmauder
3100,10.1109/TVCG.2018.2865266,2018,InfoVis,J,Oliver Deussen
3100,10.1109/TVCG.2018.2865266,2018,InfoVis,J,Daniel Weiskopf
3101,10.1109/VAST.2018.8802383,2018,VAST,C,Huan He
3101,10.1109/VAST.2018.8802383,2018,VAST,C,Qinghua Zheng
3101,10.1109/VAST.2018.8802383,2018,VAST,C,Bo Dong
3102,10.1109/VAST.2018.8802415,2018,VAST,C,Po-Ming Law
3102,10.1109/VAST.2018.8802415,2018,VAST,C,Yanhong Wu
3102,10.1109/VAST.2018.8802415,2018,VAST,C,Rahul C. Basole
3103,10.1109/VAST.2018.8802424,2018,VAST,C,John E. Wenskovitch
3103,10.1109/VAST.2018.8802424,2018,VAST,C,Lauren Bradel
3103,10.1109/VAST.2018.8802424,2018,VAST,C,Michelle Dowling
3103,10.1109/VAST.2018.8802424,2018,VAST,C,Leanna House
3103,10.1109/VAST.2018.8802424,2018,VAST,C,Chris North
3104,10.1109/VAST.2018.8802449,2018,VAST,C,Marlen Promann
3104,10.1109/VAST.2018.8802449,2018,VAST,C,Sabine Brunswicker
3105,10.1109/VAST.2018.8802454,2018,VAST,C,Quan Li
3105,10.1109/VAST.2018.8802454,2018,VAST,C,Kristanto Sean Njotoprawiro
3105,10.1109/VAST.2018.8802454,2018,VAST,C,Hammad Haleem
3105,10.1109/VAST.2018.8802454,2018,VAST,C,Qiaoan Chen
3105,10.1109/VAST.2018.8802454,2018,VAST,C,Chris Yi
3105,10.1109/VAST.2018.8802454,2018,VAST,C,Xiaojuan Ma
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Michael Blumenschein
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Michael Behrisch 0001
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Stefanie Schmid
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Simon Butscher
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Deborah Wahl
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Karoline Villinger
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Britta Renner
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Harald Reiterer
3106,10.1109/VAST.2018.8802486,2018,VAST,C,Daniel A. Keim
3107,10.1109/VAST.2018.8802509,2018,VAST,C,Mengchen Liu
3107,10.1109/VAST.2018.8802509,2018,VAST,C,Shixia Liu
3107,10.1109/VAST.2018.8802509,2018,VAST,C,Hang Su
3107,10.1109/VAST.2018.8802509,2018,VAST,C,Kelei Cao
3107,10.1109/VAST.2018.8802509,2018,VAST,C,Jun Zhu 0001
3108,10.1109/TVCG.2019.2934208,2019,VAST,J,Yating Wei
3108,10.1109/TVCG.2019.2934208,2019,VAST,J,Honghui Mei
3108,10.1109/TVCG.2019.2934208,2019,VAST,J,Ying Zhao 0001
3108,10.1109/TVCG.2019.2934208,2019,VAST,J,Shuyue Zhou
3108,10.1109/TVCG.2019.2934208,2019,VAST,J,Bingru Lin
3108,10.1109/TVCG.2019.2934208,2019,VAST,J,Haojing Jiang
3108,10.1109/TVCG.2019.2934208,2019,VAST,J,Wei Chen 0001
3109,10.1109/TVCG.2019.2934209,2019,VAST,J,David Borland
3109,10.1109/TVCG.2019.2934209,2019,VAST,J,Wenyuan Wang
3109,10.1109/TVCG.2019.2934209,2019,VAST,J,Jonathan Zhang
3109,10.1109/TVCG.2019.2934209,2019,VAST,J,Joshua Shrestha
3109,10.1109/TVCG.2019.2934209,2019,VAST,J,David Gotz
3110,10.1109/TVCG.2019.2934242,2019,SciVis,J,Lin Yan
3110,10.1109/TVCG.2019.2934242,2019,SciVis,J,Yusu Wang
3110,10.1109/TVCG.2019.2934242,2019,SciVis,J,Elizabeth Munch
3110,10.1109/TVCG.2019.2934242,2019,SciVis,J,Ellen Gasparovic
3110,10.1109/TVCG.2019.2934242,2019,SciVis,J,Bei Wang
3111,10.1109/TVCG.2019.2934243,2019,VAST,J,Tom Polk
3111,10.1109/TVCG.2019.2934243,2019,VAST,J,Dominik Jäckle
3111,10.1109/TVCG.2019.2934243,2019,VAST,J,Johannes Häussler
3111,10.1109/TVCG.2019.2934243,2019,VAST,J,Jing Yang
3112,10.1109/TVCG.2019.2934251,2019,VAST,J,Takanori Fujiwara
3112,10.1109/TVCG.2019.2934251,2019,VAST,J,Oh-Hyun Kwon
3112,10.1109/TVCG.2019.2934251,2019,VAST,J,Kwan-Liu Ma
3113,10.1109/TVCG.2019.2934255,2019,SciVis,J,Jun Han
3113,10.1109/TVCG.2019.2934255,2019,SciVis,J,Chaoli Wang 0001
3114,10.1109/TVCG.2019.2934256,2019,SciVis,J,Jules Vidal
3114,10.1109/TVCG.2019.2934256,2019,SciVis,J,Joseph Budin
3114,10.1109/TVCG.2019.2934256,2019,SciVis,J,Julien Tierny
3115,10.1109/TVCG.2019.2934257,2019,SciVis,J,Pavol Klacansky
3115,10.1109/TVCG.2019.2934257,2019,SciVis,J,Attila Gyulassy
3115,10.1109/TVCG.2019.2934257,2019,SciVis,J,Peer-Timo Bremer
3115,10.1109/TVCG.2019.2934257,2019,SciVis,J,Valerio Pascucci
3116,10.1109/TVCG.2019.2934258,2019,SciVis,J,Juraj Pálenik
3116,10.1109/TVCG.2019.2934258,2019,SciVis,J,Jan Byska
3116,10.1109/TVCG.2019.2934258,2019,SciVis,J,Stefan Bruckner
3116,10.1109/TVCG.2019.2934258,2019,SciVis,J,Helwig Hauser
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Alexander Bock
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Anders Ynnerman
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Emil Axelsson
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Jonathas Costa
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Gene Payne
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Micah Acinapura
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Vivian Trakinski
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Carter Emmart
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Cláudio T. Silva
3117,10.1109/TVCG.2019.2934259,2019,SciVis,J,Charles D. Hansen
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Seth Johnson
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Francesca Samsel
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Greg Abram
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Daniel Olson
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Andrew J. Solis
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Bridger Herman
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Phillip J. Wolfram
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Christophe Lenglet
3118,10.1109/TVCG.2019.2934260,2019,SciVis,J,Daniel F. Keefe
3119,10.1109/TVCG.2019.2934261,2019,VAST,J,Dylan Cashman
3119,10.1109/TVCG.2019.2934261,2019,VAST,J,Adam Perer
3119,10.1109/TVCG.2019.2934261,2019,VAST,J,Remco Chang
3119,10.1109/TVCG.2019.2934261,2019,VAST,J,Hendrik Strobelt
3120,10.1109/TVCG.2019.2934262,2019,VAST,J,Yongsu Ahn
3120,10.1109/TVCG.2019.2934262,2019,VAST,J,Yu-Ru Lin
3121,10.1109/TVCG.2019.2934263,2019,VAST,J,Shuai Chen 0001
3121,10.1109/TVCG.2019.2934263,2019,VAST,J,Sihang Li
3121,10.1109/TVCG.2019.2934263,2019,VAST,J,Siming Chen
3121,10.1109/TVCG.2019.2934263,2019,VAST,J,Xiaoru Yuan
3122,10.1109/TVCG.2019.2934264,2019,VAST,J,Mosab Khayat
3122,10.1109/TVCG.2019.2934264,2019,VAST,J,Morteza Karimzadeh
3122,10.1109/TVCG.2019.2934264,2019,VAST,J,David S. Ebert
3122,10.1109/TVCG.2019.2934264,2019,VAST,J,Arif Ghafoor
3123,10.1109/TVCG.2019.2934266,2019,VAST,J,Mosab Khayat
3123,10.1109/TVCG.2019.2934266,2019,VAST,J,Morteza Karimzadeh
3123,10.1109/TVCG.2019.2934266,2019,VAST,J,Jieqiong Zhao
3123,10.1109/TVCG.2019.2934266,2019,VAST,J,David S. Ebert
3124,10.1109/TVCG.2019.2934267,2019,VAST,J,Yao Ming
3124,10.1109/TVCG.2019.2934267,2019,VAST,J,Panpan Xu
3124,10.1109/TVCG.2019.2934267,2019,VAST,J,Furui Cheng
3124,10.1109/TVCG.2019.2934267,2019,VAST,J,Huamin Qu
3124,10.1109/TVCG.2019.2934267,2019,VAST,J,Liu Ren
3125,10.1109/TVCG.2019.2934275,2019,VAST,J,Dong Sun 0001
3125,10.1109/TVCG.2019.2934275,2019,VAST,J,Renfei Huang
3125,10.1109/TVCG.2019.2934275,2019,VAST,J,Yuanzhe Chen
3125,10.1109/TVCG.2019.2934275,2019,VAST,J,Yong Wang 0021
3125,10.1109/TVCG.2019.2934275,2019,VAST,J,Jia Zeng
3125,10.1109/TVCG.2019.2934275,2019,VAST,J,Mingxuan Yuan
3125,10.1109/TVCG.2019.2934275,2019,VAST,J,Ting-Chuen Pong
3125,10.1109/TVCG.2019.2934275,2019,VAST,J,Huamin Qu
3126,10.1109/TVCG.2019.2934280,2019,VAST,J,Gromit Yeuk-Yin Chan
3126,10.1109/TVCG.2019.2934280,2019,VAST,J,Luis Gustavo Nonato
3126,10.1109/TVCG.2019.2934280,2019,VAST,J,Alice Chu
3126,10.1109/TVCG.2019.2934280,2019,VAST,J,Preeti Raghavan
3126,10.1109/TVCG.2019.2934280,2019,VAST,J,Viswanath Aluru
3126,10.1109/TVCG.2019.2934280,2019,VAST,J,Cláudio T. Silva
3127,10.1109/TVCG.2019.2934281,2019,InfoVis,J,Arvind Satyanarayan
3127,10.1109/TVCG.2019.2934281,2019,InfoVis,J,Bongshin Lee
3127,10.1109/TVCG.2019.2934281,2019,InfoVis,J,Donghao Ren
3127,10.1109/TVCG.2019.2934281,2019,InfoVis,J,Jeffrey Heer
3127,10.1109/TVCG.2019.2934281,2019,InfoVis,J,John T. Stasko
3127,10.1109/TVCG.2019.2934281,2019,InfoVis,J,John Thompson 0002
3127,10.1109/TVCG.2019.2934281,2019,InfoVis,J,Matthew Brehmer
3127,10.1109/TVCG.2019.2934281,2019,InfoVis,J,Zhicheng Liu
3128,10.1109/TVCG.2019.2934282,2019,InfoVis,J,Matt Whitlock
3128,10.1109/TVCG.2019.2934282,2019,InfoVis,J,Keke Wu
3128,10.1109/TVCG.2019.2934282,2019,InfoVis,J,Danielle Albers Szafir
3129,10.1109/TVCG.2019.2934283,2019,InfoVis,J,Evanthia Dimara
3129,10.1109/TVCG.2019.2934283,2019,InfoVis,J,Charles Perin
3130,10.1109/TVCG.2019.2934284,2019,InfoVis,J,Stephen Smart
3130,10.1109/TVCG.2019.2934284,2019,InfoVis,J,Keke Wu
3130,10.1109/TVCG.2019.2934284,2019,InfoVis,J,Danielle Albers Szafir
3131,10.1109/TVCG.2019.2934285,2019,InfoVis,J,Katy Williams
3131,10.1109/TVCG.2019.2934285,2019,InfoVis,J,Alex Bigelow
3131,10.1109/TVCG.2019.2934285,2019,InfoVis,J,Katherine E. Isaacs
3132,10.1109/TVCG.2019.2934286,2019,InfoVis,J,Lace M. K. Padilla
3132,10.1109/TVCG.2019.2934286,2019,InfoVis,J,Spencer C. Castro
3132,10.1109/TVCG.2019.2934286,2019,InfoVis,J,P. Samuel Quinan
3132,10.1109/TVCG.2019.2934286,2019,InfoVis,J,Ian T. Ruginski
3132,10.1109/TVCG.2019.2934286,2019,InfoVis,J,Sarah H. Creem-Regehr
3133,10.1109/TVCG.2019.2934287,2019,InfoVis,J,Jessica Hullman
3134,10.1109/TVCG.2019.2934288,2019,InfoVis,J,Amira Chalbi
3134,10.1109/TVCG.2019.2934288,2019,InfoVis,J,Jacob Ritchie
3134,10.1109/TVCG.2019.2934288,2019,InfoVis,J,Deok Gun Park 0001
3134,10.1109/TVCG.2019.2934288,2019,InfoVis,J,Jungu Choi
3134,10.1109/TVCG.2019.2934288,2019,InfoVis,J,Nicolas Roussel
3134,10.1109/TVCG.2019.2934288,2019,InfoVis,J,Niklas Elmqvist
3134,10.1109/TVCG.2019.2934288,2019,InfoVis,J,Fanny Chevalier
3135,10.1109/TVCG.2019.2934289,2019,VAST,J,Ji Qi
3135,10.1109/TVCG.2019.2934289,2019,VAST,J,Vincent Bloemen
3135,10.1109/TVCG.2019.2934289,2019,VAST,J,Shihan Wang
3135,10.1109/TVCG.2019.2934289,2019,VAST,J,Jarke J. van Wijk
3135,10.1109/TVCG.2019.2934289,2019,VAST,J,Huub van de Wetering
3136,10.1109/TVCG.2019.2934300,2019,VAST,J,Michael Behrisch 0001
3136,10.1109/TVCG.2019.2934300,2019,VAST,J,Tobias Schreck
3136,10.1109/TVCG.2019.2934300,2019,VAST,J,Hanspeter Pfister
3137,10.1109/TVCG.2019.2934307,2019,VAST,J,Nicola Pezzotti
3137,10.1109/TVCG.2019.2934307,2019,VAST,J,Julian Thijssen
3137,10.1109/TVCG.2019.2934307,2019,VAST,J,Alexander Mordvintsev
3137,10.1109/TVCG.2019.2934307,2019,VAST,J,Thomas Höllt
3137,10.1109/TVCG.2019.2934307,2019,VAST,J,Baldur van Lew
3137,10.1109/TVCG.2019.2934307,2019,VAST,J,Boudewijn P. F. Lelieveldt
3137,10.1109/TVCG.2019.2934307,2019,VAST,J,Elmar Eisemann
3137,10.1109/TVCG.2019.2934307,2019,VAST,J,Anna Vilanova
3138,10.1109/TVCG.2019.2934310,2019,SciVis,J,Robin Bader
3138,10.1109/TVCG.2019.2934310,2019,SciVis,J,Michael Sprenger
3138,10.1109/TVCG.2019.2934310,2019,SciVis,J,Nikolina Ban
3138,10.1109/TVCG.2019.2934310,2019,SciVis,J,Stefan Rüdisühli
3138,10.1109/TVCG.2019.2934310,2019,SciVis,J,Christoph Schär
3138,10.1109/TVCG.2019.2934310,2019,SciVis,J,Tobias Günther
3139,10.1109/TVCG.2019.2934312,2019,SciVis,J,Wenbin He
3139,10.1109/TVCG.2019.2934312,2019,SciVis,J,Junpeng Wang
3139,10.1109/TVCG.2019.2934312,2019,SciVis,J,Hanqi Guo
3139,10.1109/TVCG.2019.2934312,2019,SciVis,J,Ko-Chih Wang
3139,10.1109/TVCG.2019.2934312,2019,SciVis,J,Han-Wei Shen
3139,10.1109/TVCG.2019.2934312,2019,SciVis,J,Mukund Raj
3139,10.1109/TVCG.2019.2934312,2019,SciVis,J,Youssef S. G. Nashed
3139,10.1109/TVCG.2019.2934312,2019,SciVis,J,Tom Peterka
3140,10.1109/TVCG.2019.2934313,2019,SciVis,J,Irene Baeza Rojo
3140,10.1109/TVCG.2019.2934313,2019,SciVis,J,Markus H. Gross
3140,10.1109/TVCG.2019.2934313,2019,SciVis,J,Tobias Günther
3141,10.1109/TVCG.2019.2934314,2019,SciVis,J,Fariba Khan
3141,10.1109/TVCG.2019.2934314,2019,SciVis,J,Lawrence Roy
3141,10.1109/TVCG.2019.2934314,2019,SciVis,J,Eugene Zhang
3141,10.1109/TVCG.2019.2934314,2019,SciVis,J,Botong Qu
3141,10.1109/TVCG.2019.2934314,2019,SciVis,J,Shih-Hsuan Hung
3141,10.1109/TVCG.2019.2934314,2019,SciVis,J,Harry Yeh
3141,10.1109/TVCG.2019.2934314,2019,SciVis,J,Robert S. Laramee
3141,10.1109/TVCG.2019.2934314,2019,SciVis,J,Yue Zhang 0009
3142,10.1109/TVCG.2019.2934332,2019,SciVis,J,Zhutian Chen
3142,10.1109/TVCG.2019.2934332,2019,SciVis,J,Wei Zeng
3142,10.1109/TVCG.2019.2934332,2019,SciVis,J,Zhiguang Yang
3142,10.1109/TVCG.2019.2934332,2019,SciVis,J,Lingyun Yu
3142,10.1109/TVCG.2019.2934332,2019,SciVis,J,Chi-Wing Fu
3142,10.1109/TVCG.2019.2934332,2019,SciVis,J,Huamin Qu
3143,10.1109/TVCG.2019.2934333,2019,SciVis,J,Katarína Furmanová
3143,10.1109/TVCG.2019.2934333,2019,SciVis,J,Adam Jurcík
3143,10.1109/TVCG.2019.2934333,2019,SciVis,J,Barbora Kozlíková
3143,10.1109/TVCG.2019.2934333,2019,SciVis,J,Helwig Hauser
3143,10.1109/TVCG.2019.2934333,2019,SciVis,J,Jan Byska
3144,10.1109/TVCG.2019.2934334,2019,SciVis,J,Sarkis Halladjian
3144,10.1109/TVCG.2019.2934334,2019,SciVis,J,Haichao Miao
3144,10.1109/TVCG.2019.2934334,2019,SciVis,J,David Kouril
3144,10.1109/TVCG.2019.2934334,2019,SciVis,J,M. Eduard Gröller
3144,10.1109/TVCG.2019.2934334,2019,SciVis,J,Ivan Viola
3144,10.1109/TVCG.2019.2934334,2019,SciVis,J,Tobias Isenberg 0001
3145,10.1109/TVCG.2019.2934335,2019,SciVis,J,Tobias Rapp
3145,10.1109/TVCG.2019.2934335,2019,SciVis,J,Christoph Peters
3145,10.1109/TVCG.2019.2934335,2019,SciVis,J,Carsten Dachsbacher
3146,10.1109/TVCG.2019.2934337,2019,SciVis,J,Pepe Eulzer
3146,10.1109/TVCG.2019.2934337,2019,SciVis,J,Sandy Engelhardt
3146,10.1109/TVCG.2019.2934337,2019,SciVis,J,Nils Lichtenberg
3146,10.1109/TVCG.2019.2934337,2019,SciVis,J,Raffaele De Simone
3146,10.1109/TVCG.2019.2934337,2019,SciVis,J,Kai Lawonn
3147,10.1109/TVCG.2019.2934338,2019,SciVis,J,Ashok Jallepalli
3147,10.1109/TVCG.2019.2934338,2019,SciVis,J,Joshua A. Levine
3147,10.1109/TVCG.2019.2934338,2019,SciVis,J,Robert Michael Kirby
3148,10.1109/TVCG.2019.2934367,2019,SciVis,J,Baldwin Nsonga
3148,10.1109/TVCG.2019.2934367,2019,SciVis,J,Gerik Scheuermann
3148,10.1109/TVCG.2019.2934367,2019,SciVis,J,Stefan Gumhold
3148,10.1109/TVCG.2019.2934367,2019,SciVis,J,Jordi Ventosa-Molina
3148,10.1109/TVCG.2019.2934367,2019,SciVis,J,Denis Koschichow
3148,10.1109/TVCG.2019.2934367,2019,SciVis,J,Jochen Fröhlich
3149,10.1109/TVCG.2019.2934368,2019,SciVis,J,Jonas Lukasczyk
3149,10.1109/TVCG.2019.2934368,2019,SciVis,J,Christoph Garth
3149,10.1109/TVCG.2019.2934368,2019,SciVis,J,Gunther H. Weber
3149,10.1109/TVCG.2019.2934368,2019,SciVis,J,Tim Biedert
3149,10.1109/TVCG.2019.2934368,2019,SciVis,J,Ross Maciejewski
3149,10.1109/TVCG.2019.2934368,2019,SciVis,J,Heike Leitte
3150,10.1109/TVCG.2019.2934369,2019,SciVis,J,Yifan Wang
3150,10.1109/TVCG.2019.2934369,2019,SciVis,J,Zichun Zhong
3150,10.1109/TVCG.2019.2934369,2019,SciVis,J,Jing Hua
3151,10.1109/TVCG.2019.2934370,2019,SciVis,J,Andrey Krekhov
3151,10.1109/TVCG.2019.2934370,2019,SciVis,J,Sebastian Cmentowski
3151,10.1109/TVCG.2019.2934370,2019,SciVis,J,Andre Waschk
3151,10.1109/TVCG.2019.2934370,2019,SciVis,J,Jens H. Krüger
3152,10.1109/TVCG.2019.2934375,2019,SciVis,J,Irene Baeza Rojo
3152,10.1109/TVCG.2019.2934375,2019,SciVis,J,Tobias Günther
